R,neta,mot,rgo,hniv,hop,ratio,i
-1.0,-1.2651093807935447,SL,5.393999999998567,21,12,1.13725490196081,EURUSD
-1.0,-1.2068566468970987,SL,6.913000000001723,10,13,1.385093167701739,EURUSD
-1.0,-1.2353522053982293,SL,6.076000000001525,10,17,1.1666666666665566,EURUSD
-1.0,-1.5069124423964,SL,2.8209999999995183,10,2,1.281690140845044,EURUSD
2.0,1.8198084677419242,TP,7.935999999999499,10,14,1.084745762711858,EURUSD
2.0,1.8198084677419242,TP,7.935999999999499,21,14,1.084745762711858,EURUSD
-1.0,-1.1537634408601989,SL,9.300000000000974,18,10,1.1111111111110927,EURUSD
-1.0,-1.1537634408601989,SL,9.300000000000974,8,10,1.1111111111110927,EURUSD
-1.0,-1.2294976729257396,SL,6.230999999998765,19,10,1.2884615384615767,EURUSD
-1.0,-1.1898314084694122,SL,7.532999999999568,18,11,1.0124999999999895,EURUSD
-1.0,-1.1898314084694122,SL,7.532999999999568,8,11,1.0124999999999895,EURUSD
-1.0,-1.1898314084694122,SL,7.532999999999568,23,11,1.0124999999999895,EURUSD
2.0,1.8375738300772382,TP,8.804000000000034,19,12,2.0431654676258626,EURUSD
-1.0,-1.1659317707124577,SL,8.618000000000237,18,14,1.1680672268908434,EURUSD
-1.0,-1.1823281907433214,SL,7.8430000000007105,20,4,1.3901098901098505,EURUSD
2.0,1.7738772928526962,TP,6.324000000001995,23,2,2.2666666666664037,EURUSD
2.0,1.7738772928526962,TP,6.324000000001995,23,2,2.2666666666664037,EURUSD
-1.0,-1.3095908205239872,SL,4.6189999999990405,23,3,2.5254237288131574,EURUSD
-1.0,-1.3781068217875299,SL,3.781999999998842,19,4,1.2323232323231734,EURUSD
-1.0,-1.3781068217875299,SL,3.781999999998842,23,4,1.2323232323231734,EURUSD
-1.0,-2.1250983477572585,SL,1.2710000000004662,19,5,1.2058823529412148,EURUSD
-1.0,-1.2493461203138603,SL,5.735000000000046,17,9,1.2937062937061905,EURUSD
2.0,1.7609894701654007,TP,5.982999999998295,8,11,1.0432432432431635,EURUSD
2.0,1.7609894701654007,TP,5.982999999998295,17,11,1.0432432432431635,EURUSD
2.0,1.7270471464020543,TP,5.239000000001326,8,12,1.4824561403509557,EURUSD
-1.0,-1.90449082858985,SL,1.5809999999993885,8,23,1.0200000000001332,EURUSD
-1.0,-1.8542413381121032,SL,1.6740000000003974,23,0,1.1739130434784708,EURUSD
-1.0,-1.384408602150727,SL,3.719999999998169,23,2,1.379310344827551,EURUSD
-1.0,-1.419354838709497,SL,3.4100000000014674,23,4,1.4102564102565343,EURUSD
2.0,1.5953593661571424,TP,3.5339999999983718,2,7,2.4255319148935968,EURUSD
2.0,1.7393839985420936,TP,5.487000000001796,2,8,1.1799999999999882,EURUSD
-0.04156327543423303,-0.15245037220842642,fuera,12.896000000000019,8,15,1.1366120218579692,EURUSD
2.0,1.6367792735585953,TP,3.9370000000005234,23,22,1.4111111111110344,EURUSD
-1.0,-1.4907343857240019,SL,2.9140000000005273,23,2,2.2380952380951626,EURUSD
-1.0,-1.8387096774200862,SL,1.7049999999985133,22,3,1.14583333333342,EURUSD
-1.0,-1.419354838709497,SL,3.4100000000014674,23,6,1.1956521739131116,EURUSD
-1.0,-1.2272366121087126,SL,6.292999999999438,22,7,1.4097222222221002,EURUSD
-1.0,-1.311682650392265,SL,4.588000000000925,21,10,1.0496453900709355,EURUSD
-1.0,-1.2217741935483486,SL,6.4480000000011195,7,2,1.6377952755907674,EURUSD
-1.0,-1.0561180441095699,SL,25.481999999998894,17,5,13.25806451613222,EURUSD
-1.0,-1.0776583034647553,SL,18.41399999999993,15,8,1.9539473684209723,EURUSD
-1.0,-1.2329749103942662,SL,6.137999999999977,2,17,1.3750000000000193,EURUSD
-1.0,-1.2329749103942662,SL,6.137999999999977,21,17,1.3750000000000193,EURUSD
2.0,1.5917784755923792,TP,3.503000000000256,2,1,1.2417582417581265,EURUSD
2.0,1.5917784755923792,TP,3.503000000000256,21,1,1.2417582417581265,EURUSD
-1.0,-1.6233653007851334,SL,2.293999999998242,2,2,1.1384615384614123,EURUSD
2.0,1.9005839822024515,TP,14.384000000000619,22,8,4.296296296296395,EURUSD
-1.0,-1.3391840607211343,SL,4.215999999999109,16,8,1.2592592592593201,EURUSD
-1.0,-1.1816103632207535,SL,7.873999999998826,8,9,1.4767441860465522,EURUSD
-1.0,-1.1125098347757651,SL,12.710000000000221,16,9,2.3837209302326317,EURUSD
-1.0,-1.1590656284760483,SL,8.990000000002052,8,11,2.9591836734689023,EURUSD
2.0,1.9062418043535208,TP,15.251999999998933,14,13,2.733333333333317,EURUSD
-1.0,-1.201436822087638,SL,7.0989999999993,13,13,1.2722222222221515,EURUSD
2.0,1.1907187323142847,TP,1.7669999999991859,17,1,1.0,EURUSD
2.0,1.3930390492357136,TP,2.3559999999989145,17,2,1.4074074074076206,EURUSD
-1.0,-1.0989893396095716,SL,14.446000000001291,15,10,2.894409937888066,EURUSD
2.0,1.6279916753381425,TP,3.8439999999995145,15,2,1.7714285714286349,EURUSD
-1.0,-1.4659498207885322,SL,3.0689999999999884,23,1,1.0531914893618177,EURUSD
2.0,1.8352534562212155,TP,8.68000000000091,17,13,1.8543046357616546,EURUSD
2.0,1.4930875576036,TP,2.8209999999995183,23,21,1.9361702127660076,EURUSD
2.0,1.7824102251978169,TP,6.572000000000244,12,12,1.1977401129944105,EURUSD
-1.0,-1.3095908205239872,SL,4.6189999999990405,12,10,1.0642857142856565,EURUSD
2.0,1.7364055299539716,TP,5.425000000001123,15,10,1.2500000000000397,EURUSD
2.0,1.7492987377278975,TP,5.703999999999709,12,11,1.916666666667033,EURUSD
2.0,1.6904091794760128,TP,4.6189999999990405,23,17,1.2016129032258527,EURUSD
-1.0,-1.3812316715541784,SL,3.751000000000726,15,1,1.6133333333331834,EURUSD
2.0,1.8743078140107132,TP,11.376999999999082,11,8,2.6985294117649734,EURUSD
2.0,1.8743078140107132,TP,11.376999999999082,20,8,2.6985294117649734,EURUSD
2.0,1.5144312393885708,TP,2.944999999998643,23,1,1.1309523809524533,EURUSD
-1.0,-1.1553166069295107,SL,9.206999999999965,14,9,3.2282608695657946,EURUSD
2.0,1.757215619694377,TP,5.889999999999507,14,11,1.5322580645162531,EURUSD
-1.0,-1.201436822087638,SL,7.0989999999993,23,13,1.2582417582417516,EURUSD
-1.0,-1.3318635414250866,SL,4.308999999997898,18,9,1.0145985401459179,EURUSD
-1.0,-1.1801915322580758,SL,7.935999999999499,15,11,1.6305732484076443,EURUSD
2.0,1.8334691976243138,TP,8.5869999999999,22,3,1.7531645569620813,EURUSD
2.0,1.8334691976243138,TP,8.5869999999999,23,3,1.7531645569620813,EURUSD
-1.0,-1.2087286527513912,SL,6.851000000001051,19,2,1.5347222222223753,EURUSD
2.0,1.7844437744949833,TP,6.6339999999986965,22,19,1.1382978723405135,EURUSD
2.0,1.7844437744949833,TP,6.6339999999986965,23,19,1.1382978723405135,EURUSD
-1.0,-1.5363840960239945,SL,2.666000000000057,22,1,1.6226415094336857,EURUSD
2.0,1.8310291858678667,TP,8.462999999998555,22,2,1.9361702127660076,EURUSD
-1.0,-1.2440689537464076,SL,5.85899999999917,23,6,1.9894736842104574,EURUSD
-1.0,-1.2440689537464076,SL,5.85899999999917,23,6,1.9894736842104574,EURUSD
-1.0,-1.1914067728550677,SL,7.470999999998895,1,7,2.0252100840335916,EURUSD
-1.0,-1.1914067728550677,SL,7.470999999998895,20,7,2.0252100840335916,EURUSD
-1.0,-1.2318041822013175,SL,6.169000000000313,23,8,1.184523809523815,EURUSD
-1.0,-1.1415000989511064,SL,10.106000000000837,16,10,1.207407407407374,EURUSD
2.0,1.799438990182318,TP,7.129999999999637,1,3,2.300000000000222,EURUSD
2.0,1.799438990182318,TP,7.129999999999637,20,3,2.300000000000222,EURUSD
-1.0,-1.2865157283109105,SL,4.991000000000856,23,6,1.5046728971962926,EURUSD
2.0,1.7237782499517444,TP,5.177000000000653,23,6,1.5607476635515978,EURUSD
2.0,1.6187683284458216,TP,3.751000000000726,22,7,1.0900900900900667,EURUSD
2.0,1.5953593661573966,TP,3.5340000000005922,23,8,1.2391304347827188,EURUSD
-1.0,-1.2493461203137637,SL,5.735000000002266,2,10,1.016483516483501,EURUSD
-1.0,-1.1641602571461553,SL,8.710999999999025,23,13,1.8859060402684533,EURUSD
-1.0,-1.3095908205239872,SL,4.6189999999990405,23,1,2.1285714285709756,EURUSD
-1.0,-1.5426944971533003,SL,2.6350000000019413,1,3,1.024096385542056,EURUSD
-1.0,-1.5426944971533003,SL,2.6350000000019413,20,3,1.024096385542056,EURUSD
2.0,1.8028673835125715,TP,7.254000000000982,20,5,3.7741935483880673,EURUSD
2.0,1.5521453178827445,TP,3.192999999999113,23,6,1.2117647058821686,EURUSD
2.0,1.5521453178827445,TP,3.192999999999113,23,6,1.2117647058821686,EURUSD
-1.0,-1.5363840960239945,SL,2.666000000000057,23,7,1.1025641025639201,EURUSD
-1.0,-1.2155562255050167,SL,6.6339999999986965,2,13,1.3291925465838235,EURUSD
-1.0,-1.3342683496961367,SL,4.277999999999782,9,1,1.150000000000074,EURUSD
-1.0,-1.3075268817203245,SL,4.650000000001597,19,6,2.419354838709516,EURUSD
-1.0,-1.2329749103942662,SL,6.137999999999977,23,15,1.0153846153846031,EURUSD
-1.0,-1.5625491738791206,SL,2.541999999998712,8,1,1.322580645161221,EURUSD
-1.0,-1.262096774193585,SL,5.455999999999239,19,7,2.9333333333336293,EURUSD
2.0,1.5387096774194031,TP,3.1000000000003247,19,10,1.2195121951220833,EURUSD
2.0,1.908109497493896,TP,15.562000000000076,19,9,1.293814432989662,EURUSD
2.0,1.908109497493896,TP,15.562000000000076,23,9,1.293814432989662,EURUSD
2.0,1.908109497493896,TP,15.562000000000076,23,9,1.293814432989662,EURUSD
2.0,1.908109497493896,TP,15.562000000000076,16,9,1.293814432989662,EURUSD
2.0,1.908109497493896,TP,15.562000000000076,8,9,1.293814432989662,EURUSD
-1.0,-1.1195052649172774,SL,11.965999999998811,16,13,1.8557692307691456,EURUSD
2.0,1.8589326230640082,TP,10.136999999998952,4,18,1.3625000000000682,EURUSD
0.313077231963589,0.2492749743452457,fuera,22.413000000001126,21,13,2.8464566929134283,EURUSD
0.4181375532564216,0.20054777845423857,fuera,6.572000000000244,21,18,1.6825396825397272,EURUSD
-1.0,-1.2534562211982,SL,5.641999999999037,21,23,1.4000000000001025,EURUSD
2.0,1.7693548387097016,TP,6.200000000000649,21,1,1.2048192771084385,EURUSD
2.0,1.7693548387097016,TP,6.200000000000649,23,1,1.2048192771084385,EURUSD
-1.0,-1.290119699736244,SL,4.929000000000183,21,3,1.1041666666667245,EURUSD
-1.0,-1.290119699736244,SL,4.929000000000183,23,3,1.1041666666667245,EURUSD
2.0,1.8576264436479513,TP,10.044000000000164,17,8,1.087248322147627,EURUSD
-1.0,-1.1260356072624607,SL,11.346000000000966,17,9,1.2932862190812204,EURUSD
-1.0,-1.1233396584440312,SL,11.593999999999216,16,15,1.2986111111110634,EURUSD
-1.0,-1.2341575241526255,SL,6.1069999999996405,19,8,1.2875816993464384,EURUSD
2.0,1.5092656142759981,TP,2.9140000000005273,19,13,1.1750000000000556,EURUSD
-1.0,-1.9414088215939493,SL,1.5189999999987158,21,5,1.065217391304306,EURUSD
2.0,1.8425630298359719,TP,9.08300000000084,19,8,1.1312741312741406,EURUSD
-1.0,-1.1930085031718645,SL,7.408999999998223,19,11,1.2319587628865087,EURUSD
2.0,1.7451434681875306,TP,5.611000000000921,19,8,1.9255319148933783,EURUSD
0.8201011440075134,0.7498895271763613,fuera,20.366999999998914,19,10,3.8647058823528413,EURUSD
-1.0,-1.4567230916639087,SL,3.131000000000661,23,5,2.404761904761829,EURUSD
-1.0,-1.2548565318124694,SL,5.611000000000921,21,8,1.1036585365853626,EURUSD
-1.0,-1.1781043716527475,SL,8.029000000000508,8,8,1.5792682926829005,EURUSD
-1.0,-1.2548565318124694,SL,5.611000000000921,23,8,1.1036585365853626,EURUSD
-1.0,-1.1781043716527475,SL,8.029000000000508,23,8,1.5792682926829005,EURUSD
-1.0,-1.1671341748480684,SL,8.555999999999564,21,9,1.4300518134715616,EURUSD
2.0,1.6367792735585953,TP,3.9370000000005234,19,11,1.0409836065574636,EURUSD
-1.0,-1.2087286527513912,SL,6.851000000001051,8,15,1.1218274111675202,EURUSD
-1.0,-1.2087286527513912,SL,6.851000000001051,23,15,1.1218274111675202,EURUSD
0.7671337026175087,0.6894753991527534,fuera,18.41399999999993,11,7,5.256637168142128,EURUSD
-1.0,-1.4567230916642326,SL,3.1309999999984406,11,8,1.074468085106403,EURUSD
-1.0,-1.3054902798547507,SL,4.680999999999713,15,11,1.034246575342543,EURUSD
-1.0,-1.2466793168881094,SL,5.796999999998498,2,11,1.2808219178082734,EURUSD
2.0,1.7187254130605625,TP,5.083999999999644,2,12,1.7263157894737629,EURUSD
2.0,1.8704240666908278,TP,11.035999999999824,11,12,3.1785714285714075,EURUSD
-1.0,-1.1569014702655436,SL,9.113999999998956,2,15,1.0970149253731065,EURUSD
-1.0,-1.2520712145249706,SL,5.672999999999373,21,2,1.4186046511627748,EURUSD
-1.0,-1.2077884335949105,SL,6.881999999999167,21,3,1.8655462184872633,EURUSD
0.028225806451304528,-0.21202956989277427,fuera,5.952000000000179,21,20,1.9591836734693462,EURUSD
2.0,1.1129032258063,TP,1.6119999999997248,21,23,1.7333333333324945,EURUSD
2.0,1.7912713472486088,TP,6.851000000001051,16,9,1.4635761589403087,EURUSD
-1.0,-1.4567230916642326,SL,3.1309999999984406,5,22,1.0,EURUSD
-1.0,-1.3909240021870177,SL,3.657999999999717,22,10,1.0825688073393767,EURUSD
2.0,1.865119788719104,TP,10.601999999999556,22,11,1.97687861271674,EURUSD
2.0,1.7883989345960356,TP,6.758000000000042,8,1,1.0092592592592164,EURUSD
-1.0,-1.3603830645162527,SL,3.9679999999986393,22,7,1.0,EURUSD
-1.0,-1.4232021308080678,SL,3.3789999999989107,8,2,2.179999999999343,EURUSD
-1.0,-1.256272401433665,SL,5.5800000000005845,8,9,1.4062499999999025,EURUSD
-1.0,-1.4707044107966305,SL,3.037999999999652,22,10,1.81481481481483,EURUSD
-1.0,-1.530218761586871,SL,2.6970000000003935,16,20,1.0235294117648657,EURUSD
-1.0,-1.3342683496961367,SL,4.277999999999782,16,1,2.0909090909089993,EURUSD
2.0,1.2181519956259645,TP,1.8289999999998585,16,5,1.0172413793100743,EURUSD
-1.0,-1.530218761586871,SL,2.6970000000003935,21,7,1.8125000000001734,EURUSD
-1.0,-1.2165682265636641,SL,6.603000000000581,17,8,1.7317073170733646,EURUSD
2.0,1.873271889400925,TP,11.284000000000294,21,10,2.141176470588243,EURUSD
-1.0,-1.2466793168881094,SL,5.796999999998498,19,10,1.1,EURUSD
2.0,1.8610571317528262,TP,10.292000000000634,19,11,1.676767676767781,EURUSD
2.0,1.827232088921127,TP,8.277000000000978,23,2,2.966666666666938,EURUSD
-1.0,-1.2377785167941133,SL,6.014000000000852,4,3,1.0960451977401122,EURUSD
-1.0,-1.2377785167941133,SL,6.014000000000852,22,3,1.0960451977401122,EURUSD
-1.0,-1.2681920480119973,SL,5.332000000000114,4,6,1.3543307086612617,EURUSD
-1.0,-1.1226835964310238,SL,11.655999999999889,23,9,1.7570093457943605,EURUSD
-1.0,-1.1721232546942892,SL,8.307999999999094,9,10,1.1308016877637277,EURUSD
2.0,1.8829212379236873,TP,12.213999999999281,9,11,2.2134831460673037,EURUSD
-1.0,-1.2014368220875749,SL,7.099000000001521,3,9,1.02690582959649,EURUSD
-1.0,-1.3248523398454415,SL,4.402000000001127,3,13,1.9722222222226506,EURUSD
0.13738926959724684,0.07763663713861366,fuera,23.931999999999842,23,15,2.2976190476190124,EURUSD
-1.0,-1.2548565318125702,SL,5.6109999999987,23,0,1.6915887850467561,EURUSD
-1.0,-1.3603830645162527,SL,3.9679999999986393,23,1,1.4222222222223209,EURUSD
-1.0,-1.266641804959888,SL,5.363000000000451,23,3,1.4416666666668332,EURUSD
-1.0,-1.266641804959888,SL,5.363000000000451,23,3,1.4416666666668332,EURUSD
-1.0,-1.266641804959888,SL,5.363000000000451,23,3,1.4416666666668332,EURUSD
-1.0,-1.290119699736244,SL,4.929000000000183,23,7,1.5436893203885338,EURUSD
-1.0,-1.290119699736244,SL,4.929000000000183,23,7,1.5436893203885338,EURUSD
-1.0,-1.1954620010935089,SL,7.315999999999434,9,16,1.2227979274611054,EURUSD
-1.0,-1.4393241167435005,SL,3.254999999999786,11,17,1.0096153846154483,EURUSD
2.0,1.7716384541679646,TP,6.261999999999102,9,4,3.6727272727267737,EURUSD
2.0,1.681868743047825,TP,4.494999999999916,23,10,1.1599999999999857,EURUSD
-1.0,-1.2390105298345107,SL,5.983000000000516,23,11,1.2371794871794743,EURUSD
-1.0,-1.2050179211470136,SL,6.974999999997955,23,13,1.771653543307143,EURUSD
-1.0,-1.126728110599075,SL,11.284000000000294,10,16,1.246575342465769,EURUSD
-1.0,-1.2050179211469483,SL,6.9750000000001755,23,8,1.0817307692307676,EURUSD
-1.0,-1.2050179211469483,SL,6.9750000000001755,23,8,1.0817307692307676,EURUSD
-1.0,-1.3342683496961367,SL,4.277999999999782,23,10,1.3269230769228224,EURUSD
-1.0,-1.4478546821172555,SL,3.192999999999113,18,3,1.3376623376621728,EURUSD
-1.0,-1.8387096774200862,SL,1.7049999999985133,18,4,1.4102564102569357,EURUSD
-1.0,-1.2415132578956323,SL,5.920999999999843,22,9,1.989583333333266,EURUSD
-1.0,-1.2762217500482556,SL,5.177000000000653,4,10,1.0182926829268129,EURUSD
-1.0,-1.2762217500482556,SL,5.177000000000653,22,10,1.0182926829268129,EURUSD
-1.0,-1.1428143413562393,SL,10.012999999999828,4,11,2.883928571428605,EURUSD
2.0,1.6187683284458216,TP,3.751000000000726,18,1,1.1523809523808939,EURUSD
-1.0,-1.3603830645162527,SL,3.9679999999986393,18,2,1.0940170940171492,EURUSD
-1.0,-1.3603830645162527,SL,3.9679999999986393,22,2,1.0940170940171492,EURUSD
-1.0,-1.2106348504934337,SL,6.789000000000378,4,8,1.2882352941177009,EURUSD
-1.0,-1.1100931557471807,SL,12.988999999998807,22,8,2.4647058823528414,EURUSD
-1.0,-1.105077522227929,SL,13.609000000001092,4,10,2.3351063829788137,EURUSD
-1.0,-1.290119699736244,SL,4.929000000000183,23,13,1.0816326530611504,EURUSD
0.1663529564483526,0.0735380022067778,fuera,15.407000000000615,23,13,3.3809523809522872,EURUSD
2.0,1.4758064516130434,TP,2.72800000000073,4,4,2.2000000000002222,EURUSD
2.0,1.8176718092566786,TP,7.8430000000007105,23,10,1.6012658227848466,EURUSD
-1.0,-1.1816103632207535,SL,7.873999999998826,14,11,1.9389312977100284,EURUSD
2.0,1.6396169354837473,TP,3.9679999999986393,17,6,1.1228070175438938,EURUSD
2.0,1.8053627330883293,TP,7.34699999999977,17,15,1.0533333333333847,EURUSD
-1.0,-1.1740718198417464,SL,8.215000000000305,3,1,1.8928571428570806,EURUSD
-1.0,-1.375032782585753,SL,3.8130000000013986,3,9,1.0789473684209911,EURUSD
-1.0,-1.1492848940390505,SL,9.57899999999956,17,14,1.14022140221404,EURUSD
-1.0,-1.3442465093884868,SL,4.154000000000657,3,2,1.2072072072071747,EURUSD
2.0,1.6309677419354696,TP,3.874999999999851,3,6,1.666666666666568,EURUSD
-1.0,-1.2534562211982,SL,5.641999999999037,22,1,1.7843137254900936,EURUSD
-1.0,-1.2534562211982,SL,5.641999999999037,23,1,1.7843137254900936,EURUSD
2.0,1.5292955892033695,TP,3.037999999999652,7,3,1.031578947368394,EURUSD
-1.0,-1.501402524544205,SL,2.8519999999998547,7,4,1.4375000000001084,EURUSD
2.0,1.7609894701654007,TP,5.982999999998295,23,9,1.398550724637736,EURUSD
-1.0,-1.3014969428631422,SL,4.743000000000386,23,9,1.1086956521739866,EURUSD
-1.0,-1.299539170506867,SL,4.774000000000722,23,11,1.3873873873875442,EURUSD
2.0,1.743727598566335,TP,5.5800000000005845,3,12,2.0224719101122557,EURUSD
2.0,1.1457586618878968,TP,1.6740000000003974,3,21,1.0588235294117134,EURUSD
2.0,1.444228527011545,TP,2.5730000000012687,23,1,1.0,EURUSD
-1.0,-1.116487455197133,SL,12.275999999999954,3,2,3.327731092436876,EURUSD
-1.0,-1.116487455197133,SL,12.275999999999954,23,2,3.327731092436876,EURUSD
-1.0,-1.187516391292931,SL,7.626000000000577,23,5,3.5142857142851707,EURUSD
-1.0,-1.2365591397849867,SL,6.044999999998968,7,6,1.7410714285715188,EURUSD
-1.0,-1.2365591397849867,SL,6.044999999998968,22,6,1.7410714285715188,EURUSD
-1.0,-1.3159522757401503,SL,4.526000000000252,7,7,1.1680000000000383,EURUSD
2.0,1.6505376344086007,TP,4.0919999999999845,15,12,1.1092436974789586,EURUSD
2.0,1.6279916753381425,TP,3.8439999999995145,16,21,1.8787878787877768,EURUSD
2.0,1.759744623655921,TP,5.952000000000179,15,8,1.0,EURUSD
-1.0,-1.2651093807935447,SL,5.393999999998567,22,11,1.487179487179497,EURUSD
-1.0,-1.3294930875575692,SL,4.340000000000455,23,12,1.3333333333331219,EURUSD
-1.0,-1.1188892583970786,SL,12.027999999999484,7,14,1.15476190476186,EURUSD
-1.0,-1.1188892583970786,SL,12.027999999999484,7,14,1.15476190476186,EURUSD
-1.0,-1.1188892583970786,SL,12.027999999999484,8,14,1.15476190476186,EURUSD
-1.0,-1.41935483870977,SL,3.409999999999247,23,1,1.2222222222222223,EURUSD
2.0,1.8232604128043763,TP,8.09100000000118,23,7,2.4166666666667354,EURUSD
2.0,1.7254224270352654,TP,5.207999999998769,22,9,1.0,EURUSD
2.0,1.7254224270352654,TP,5.207999999998769,23,9,1.0,EURUSD
2.0,1.7254224270352654,TP,5.207999999998769,23,9,1.0,EURUSD
2.0,1.6705069124424308,TP,4.340000000000455,22,10,1.7721518987341096,EURUSD
2.0,1.6478699827630283,TP,4.061000000001869,23,11,1.9264705882357696,EURUSD
-1.0,-1.6069609507642864,SL,2.3559999999989145,23,1,2.0540540540538106,EURUSD
2.0,1.5194892473116632,TP,2.9759999999989795,23,2,1.714285714285771,EURUSD
-1.0,-1.8092812676857153,SL,1.7669999999991859,23,6,1.0555555555555098,EURUSD
2.0,1.5988779803647608,TP,3.5650000000009285,16,11,1.0087719298246194,EURUSD
2.0,1.5988779803647608,TP,3.5650000000009285,20,11,1.0087719298246194,EURUSD
-1.0,-1.2250196695515303,SL,6.355000000000111,16,12,1.9158878504673538,EURUSD
-1.0,-1.2250196695515303,SL,6.355000000000111,20,12,1.9158878504673538,EURUSD
-1.0,-1.1721232546942892,SL,8.307999999999094,8,15,1.4565217391303928,EURUSD
-1.0,-1.3294930875575692,SL,4.340000000000455,20,7,1.1666666666666667,EURUSD
-1.0,-1.3603830645162527,SL,3.9679999999986393,23,12,1.1636363636362095,EURUSD
-1.0,-1.2272366121087126,SL,6.292999999999438,23,13,1.52631578947386,EURUSD
-1.0,-1.1226835964310238,SL,11.655999999999889,23,2,3.0569105691055194,EURUSD
-1.0,-1.1823281907433214,SL,7.8430000000007105,20,3,1.6754966887417804,EURUSD
-1.0,-1.087035909920885,SL,16.42999999999839,23,14,1.866197183098651,EURUSD
-1.0,-1.087035909920885,SL,16.42999999999839,8,14,1.866197183098651,EURUSD
-1.0,-1.087035909920885,SL,16.42999999999839,15,14,1.866197183098651,EURUSD
2.0,1.911460590675499,TP,16.150999999999804,15,17,2.2652173913044478,EURUSD
-1.0,-1.1191964657831208,SL,11.996999999999147,8,18,3.0714285714285086,EURUSD
-1.0,-1.1256921859892621,SL,11.377000000001303,23,19,4.21839080459813,EURUSD
-1.0,-1.266641804959888,SL,5.363000000000451,17,8,1.2910447761192954,EURUSD
-1.0,-1.266641804959888,SL,5.363000000000451,21,8,1.2910447761192954,EURUSD
-1.0,-1.4855687606114292,SL,2.944999999998643,20,1,1.1874999999998093,EURUSD
2.0,1.384946236559351,TP,2.3250000000007987,20,3,1.0273972602738435,EURUSD
2.0,1.711693548387127,TP,4.9600000000005195,19,23,2.580645161290126,EURUSD
-1.0,-1.2847471127041603,SL,5.021999999998972,9,0,1.1824817518248956,EURUSD
2.0,1.5953593661573966,TP,3.5340000000005922,9,6,1.3103448275861453,EURUSD
2.0,1.5953593661573966,TP,3.5340000000005922,19,6,1.3103448275861453,EURUSD
2.0,1.5953593661573966,TP,3.5340000000005922,23,6,1.3103448275861453,EURUSD
-1.0,-1.6069609507642864,SL,2.3559999999989145,8,2,1.2666666666669628,EURUSD
2.0,1.5340501792114678,TP,3.0689999999999884,8,4,1.2222222222219785,EURUSD
2.0,1.7634408602150133,TP,6.044999999998968,9,14,1.147058823529477,EURUSD
2.0,1.7634408602150133,TP,6.044999999998968,19,14,1.147058823529477,EURUSD
2.0,1.7634408602150133,TP,6.044999999998968,23,14,1.147058823529477,EURUSD
-1.0,-1.4046406338428576,SL,3.5339999999983718,23,2,2.4255319148935968,EURUSD
2.0,1.5387096774194031,TP,3.1000000000003247,19,3,2.04081632653089,EURUSD
2.0,1.5387096774194031,TP,3.1000000000003247,23,3,2.04081632653089,EURUSD
-1.0,-1.7207661290316985,SL,1.98400000000154,14,4,1.9393939393935724,EURUSD
2.0,1.5340501792114678,TP,3.0689999999999884,19,5,1.125000000000063,EURUSD
2.0,1.5340501792114678,TP,3.0689999999999884,23,5,1.125000000000063,EURUSD
2.0,1.5340501792114678,TP,3.0689999999999884,9,5,1.125000000000063,EURUSD
-1.0,-1.5913978494624665,SL,2.417999999999587,14,7,1.4999999999997864,EURUSD
-1.0,-1.2106348504934337,SL,6.789000000000378,8,13,1.622222222222204,EURUSD
2.0,1.7364055299539716,TP,5.425000000001123,0,13,1.2962962962964364,EURUSD
-1.0,-1.4755570335884023,SL,3.0069999999993158,23,8,1.1686746987951937,EURUSD
-1.0,-1.2041107622038103,SL,7.006000000000512,23,9,1.822580645161042,EURUSD
-1.0,-1.2041107622038103,SL,7.006000000000512,14,9,1.822580645161042,EURUSD
2.0,1.679659498207855,TP,4.463999999999579,8,11,1.8000000000000556,EURUSD
0.788856304985217,0.36950146627572,fuera,3.4100000000014674,23,16,1.0999999999999779,EURUSD
0.788856304985217,0.36950146627572,fuera,3.4100000000014674,9,16,1.0999999999999779,EURUSD
0.788856304985217,0.36950146627572,fuera,3.4100000000014674,14,16,1.0999999999999779,EURUSD
2.0,1.1129032258063,TP,1.6119999999997248,15,2,1.0399999999998046,EURUSD
2.0,1.4573055028462423,TP,2.634999999999721,15,3,1.8478260869569414,EURUSD
-1.0,-1.3521300172371642,SL,4.060999999999648,8,14,1.039682539682446,EURUSD
-1.0,-1.3521300172371642,SL,4.060999999999648,11,14,1.039682539682446,EURUSD
-1.0,-1.3494623655913993,SL,4.0919999999999845,23,18,1.3894736842105042,EURUSD
-1.0,-1.576612903225746,SL,2.4800000000002598,11,4,1.9512195121953464,EURUSD
-1.0,-1.2812745869394375,SL,5.083999999999644,11,5,5.655172413790991,EURUSD
-1.0,-1.2207130730051194,SL,6.478999999999235,23,8,1.7563025210084913,EURUSD
-1.0,-1.2041107622038103,SL,7.006000000000512,23,12,2.3061224489797905,EURUSD
-1.0,-1.2507012622721025,SL,5.703999999999709,14,13,1.7864077669902034,EURUSD
-1.0,-1.4271206690560516,SL,3.348000000000795,17,1,1.7704918032786408,EURUSD
-1.0,-1.1000629766986243,SL,14.29099999999961,23,13,4.390476190476213,EURUSD
-0.056152927120575874,-0.39784946236559837,fuera,4.184999999998773,16,19,1.1250000000000926,EURUSD
-1.0,-1.7953281423796519,SL,1.7980000000017426,16,1,1.0943396226417228,EURUSD
