R,neta,mot,rgo,hniv,hop,ratio,i
2.0,1.8813431011692279,TP,12.641489999998157,7,4,1.2056232261115776,NSXUSD
2.0,1.9557575371459721,TP,33.90408000000025,23,9,1.7997630331753312,NSXUSD
2.0,1.9557575371459721,TP,33.90408000000025,7,9,1.7997630331753312,NSXUSD
-1.0,-1.042681818143018,SL,35.14376999999877,0,14,1.0085045057867852,NSXUSD
-1.0,-1.074951356569588,SL,20.012979999999516,8,2,1.3833461901088593,NSXUSD
-1.0,-1.028046913885877,SL,53.48182000000088,19,9,1.3966565472576717,NSXUSD
-1.0,-1.013018272621028,SL,115.22265999999945,23,10,1.6919813360646534,NSXUSD
-1.0,-1.013018272621028,SL,115.22265999999945,7,10,1.6919813360646534,NSXUSD
-1.0,-1.015475699798248,SL,96.92615000000296,22,11,4.718332176380084,NSXUSD
-1.0,-1.0660935620464305,SL,22.69510000000082,22,5,1.4930151932293125,NSXUSD
-1.0,-1.0180503742624765,SL,83.10077000000092,22,8,2.482860503672431,NSXUSD
-1.0,-1.0214501778863256,SL,69.92948999999862,23,12,1.4423025281006563,NSXUSD
-1.0,-1.0214501778863256,SL,69.92948999999862,7,12,1.4423025281006563,NSXUSD
-1.0,-1.0214501778863256,SL,69.92948999999862,10,12,1.4423025281006563,NSXUSD
2.0,1.9672444884484406,TP,45.79381999999896,23,14,1.1115274642588409,NSXUSD
2.0,1.9672444884484406,TP,45.79381999999896,7,14,1.1115274642588409,NSXUSD
2.0,1.9672444884484406,TP,45.79381999999896,10,14,1.1115274642588409,NSXUSD
-1.0,-1.1141205112598884,SL,13.144000000000233,19,0,1.1640996073908942,NSXUSD
2.0,1.8287485514981758,TP,8.75905000000057,23,1,1.0721332625027626,NSXUSD
2.0,1.9415854639710843,TP,25.678540000000794,19,11,1.610866944109546,NSXUSD
2.0,1.9410797258086099,TP,25.458129999999073,14,17,1.024693052505482,NSXUSD
2.0,1.9410797258086099,TP,25.458129999999073,23,17,1.024693052505482,NSXUSD
2.0,1.9410797258086099,TP,25.458129999999073,4,17,1.024693052505482,NSXUSD
-1.0,-1.0602391494232084,SL,24.9007500000007,4,1,2.6277479717352317,NSXUSD
-1.0,-1.081597127781095,SL,18.38300000000163,23,2,1.6915791875855328,NSXUSD
-1.0,-1.081597127781095,SL,18.38300000000163,4,2,1.6915791875855328,NSXUSD
-1.0,-1.0487110250910519,SL,30.7938499999982,23,7,1.937601185947999,NSXUSD
-1.0,-1.0412816919549148,SL,36.33571999999913,23,8,1.2466046264291168,NSXUSD
-1.0,-1.018745025538847,SL,80.0212300000021,19,13,1.7276706534324642,NSXUSD
-1.0,-1.018745025538847,SL,80.0212300000021,22,13,1.7276706534324642,NSXUSD
2.0,1.9680802844685055,TP,46.9929000000011,22,2,4.383747831116035,NSXUSD
-1.0,-1.0302147422158776,SL,49.64463999999862,20,8,1.8681349447063056,NSXUSD
2.0,1.9710506528656768,TP,51.81464000000051,20,9,1.7213416957601095,NSXUSD
-1.0,-1.019772432483733,SL,75.86320000000342,21,11,4.847092378386852,NSXUSD
-1.0,-1.0237539809692604,SL,63.14731000000029,21,12,2.9355536020521162,NSXUSD
-1.0,-1.043587266938883,SL,34.41372000000047,20,14,1.2759853335018971,NSXUSD
2.0,1.9843800227989186,TP,96.03086999999869,18,17,2.2933363933163724,NSXUSD
2.0,1.9789704522236011,TP,71.32820999999967,15,14,1.0694147502277482,NSXUSD
2.0,1.9795759198461067,TP,73.44272000000274,21,3,3.5895757575757616,NSXUSD
-1.0,-1.018601621838205,SL,80.63812999999936,21,2,1.692891914406214,NSXUSD
-1.0,-1.014662623301665,SL,102.30093000000124,21,3,1.2393687539199407,NSXUSD
2.0,1.9896367623006967,TP,144.74240999999893,22,15,1.099449699418618,NSXUSD
-1.0,-1.0128658291297812,SL,116.58789999999863,22,16,1.0040070584026766,NSXUSD
-1.0,-1.0373547460699073,SL,40.155539999999746,15,0,1.3280907170832748,NSXUSD
-0.5107759017267443,-0.5163073285837466,fuera,271.1777699999984,21,16,3.751321889111388,NSXUSD
-1.0,-1.0064356867238131,SL,233.07536000000255,16,17,1.8050811241663152,NSXUSD
-1.0,-1.0064356867238131,SL,233.07536000000255,16,17,1.8050811241663152,NSXUSD
2.0,1.9923224819634628,TP,195.37564000000202,16,19,1.3254370671652262,NSXUSD
2.0,1.9923224819634628,TP,195.37564000000202,16,19,1.3254370671652262,NSXUSD
-1.0,-1.0135876445193197,SL,110.39440999999715,2,7,1.3089669368326138,NSXUSD
2.0,1.9898519336227158,TP,147.81141000000207,2,8,3.8772056790645575,NSXUSD
0.8926124624214983,0.8808743748392447,fuera,127.78913000000102,19,17,1.1900579983775545,NSXUSD
2.0,1.9845873969089507,TP,97.32294999999795,19,19,1.7888502059817286,NSXUSD
2.0,1.9511902104482897,TP,30.731540000000678,19,2,1.3528295964737516,NSXUSD
-1.0,-1.0650574066556304,SL,23.0565600000009,21,14,1.3321392749677128,NSXUSD
-1.0,-1.0383279312243567,SL,39.135950000003504,21,9,1.3639997839122924,NSXUSD
-1.0,-1.017826337248631,SL,84.14516000000003,16,16,2.41583523945995,NSXUSD
-1.0,-1.0214322210296385,SL,69.98807999999917,2,17,2.1732074273008424,NSXUSD
-1.0,-1.0309072132490562,SL,48.53236000000106,18,0,1.3006554952769664,NSXUSD
-1.0,-1.0309072132490562,SL,48.53236000000106,9,0,1.3006554952769664,NSXUSD
-1.0,-1.0275742948011979,SL,54.39848999999958,0,1,2.3842255434781814,NSXUSD
-1.0,-1.0124452409398643,SL,120.52800000000207,0,10,4.66746698679475,NSXUSD
-1.0,-1.0437634846237027,SL,34.275149999997666,10,10,1.3273109243697438,NSXUSD
-1.0,-1.0138768635586994,SL,108.0935900000004,10,11,9.896659381829442,NSXUSD
-1.0,-1.0644868949731954,SL,23.260540000002948,22,2,1.0536707296523078,NSXUSD
2.0,1.9367505466861055,TP,23.715619999999035,22,4,1.3131812486053123,NSXUSD
2.0,1.9159975404079768,TP,17.856619999998657,22,3,1.4853915779157683,NSXUSD
-1.0,-1.0133546485394822,SL,112.32043999999951,22,15,2.1803236269323842,NSXUSD
-1.0,-1.020377289592259,SL,73.61135999999897,22,17,1.2982051380179336,NSXUSD
-1.0,-1.056032119104856,SL,26.770360000002256,22,3,1.5659805966089235,NSXUSD
2.0,1.953916172904062,TP,32.54938000000038,15,4,1.4605572479795343,NSXUSD
-1.0,-1.0239489102687018,SL,62.63333000000057,15,19,1.0994460406599704,NSXUSD
-1.0,-1.0490413078205156,SL,30.586460000002262,22,2,1.5339386213115402,NSXUSD
-1.0,-1.0546475162339581,SL,27.448639999998704,22,8,2.4090983294334247,NSXUSD
-1.0,-1.0114491799524858,SL,131.0137500000019,22,14,1.5220515147586444,NSXUSD
-1.0,-1.0114491799524858,SL,131.0137500000019,15,14,1.5220515147586444,NSXUSD
-1.0,-1.0249374319831548,SL,60.15053999999873,16,15,1.0027545077286393,NSXUSD
-1.0,-1.0249374319831548,SL,60.15053999999873,15,15,1.0027545077286393,NSXUSD
-1.0,-1.0249374319831548,SL,60.15053999999873,19,15,1.0027545077286393,NSXUSD
2.0,1.9658497859578405,TP,43.92358999999851,22,17,1.1385580894524419,NSXUSD
2.0,1.9658497859578405,TP,43.92358999999851,15,17,1.1385580894524419,NSXUSD
2.0,1.9365007063238069,TP,23.622309999998834,22,0,1.6166542908666095,NSXUSD
-1.0,-1.0504379018639791,SL,29.739540000002307,17,18,1.891405926539338,NSXUSD
2.0,1.93135705724959,TP,21.852210000000923,13,3,1.380903872901444,NSXUSD
-1.0,-1.0827285417329604,SL,18.13159000000087,13,5,1.0595641383308347,NSXUSD
-1.0,-1.0390353887026893,SL,38.42667000000074,22,15,1.0711526662806896,NSXUSD
-1.0,-1.0483933879146226,SL,30.995969999999943,0,2,1.0052581838655297,NSXUSD
2.0,1.9327237507136852,TP,22.29612999999881,13,8,1.484295030543165,NSXUSD
2.0,1.9649287539326574,TP,42.770080000002054,13,14,1.553886179594316,NSXUSD
-1.0,-1.0658032404147717,SL,22.79522999999972,20,6,1.8261355452355468,NSXUSD
-1.0,-1.044830263655747,SL,33.45953999999983,20,10,1.4027422184677563,NSXUSD
-1.0,-1.0240253707915554,SL,62.434000000001106,0,15,1.670897837954453,NSXUSD
2.0,1.9519497355793949,TP,31.217309999999998,20,19,1.1362851629937742,NSXUSD
2.0,1.9449383272557506,TP,27.2421800000011,0,3,1.8561591753970688,NSXUSD
-1.0,-1.0633803531046246,SL,23.66663999999946,20,4,1.4637625584783542,NSXUSD
2.0,1.960323485269697,TP,37.80573999999979,20,5,1.8756094184955683,NSXUSD
-1.0,-1.0419709913296344,SL,35.73896999999852,19,8,2.3974670908977767,NSXUSD
-1.0,-1.0390004648855404,SL,38.46108000000095,19,16,1.6633997881668396,NSXUSD
-1.0,-1.0496339003510085,SL,30.22128000000157,11,10,1.071685336440654,NSXUSD
-1.0,-1.0240575032064652,SL,62.35060999999769,19,17,1.704066762687427,NSXUSD
-1.0,-1.0240575032064652,SL,62.35060999999769,18,17,1.704066762687427,NSXUSD
-1.0,-1.0281754428475223,SL,53.237850000001345,18,20,1.7315836173344608,NSXUSD
2.0,1.9436776468971495,TP,26.632410000001983,18,2,1.1147572891120852,NSXUSD
-1.0,-1.0341023178663402,SL,43.985280000000785,18,9,1.5050277907420782,NSXUSD
-1.0,-1.064658377462664,SL,23.198850000004313,11,7,1.8885804416404484,NSXUSD
-1.0,-1.0275360065410872,SL,54.474129999998695,11,8,1.7261421793499345,NSXUSD
-1.0,-1.0489792559789821,SL,30.625209999998333,19,19,1.9433275631442037,NSXUSD
-1.0,-1.0489792559789821,SL,30.625209999998333,21,19,1.9433275631442037,NSXUSD
-1.0,-1.0402585025286364,SL,37.25921000000017,19,21,1.3352923531568448,NSXUSD
-1.0,-1.0402585025286364,SL,37.25921000000017,21,21,1.3352923531568448,NSXUSD
2.0,1.9690925893301447,TP,48.53205000000162,18,15,1.5559033989266733,NSXUSD
-1.0,-1.0439527080582016,SL,34.127590000000055,16,8,2.0547809694457997,NSXUSD
-1.0,-1.0439527080582016,SL,34.127590000000055,21,8,2.0547809694457997,NSXUSD
-1.0,-1.0785504817762825,SL,19.096000000001368,16,9,1.1139441942892858,NSXUSD
-1.0,-1.0785504817762825,SL,19.096000000001368,21,9,1.1139441942892858,NSXUSD
-1.0,-1.0436489980372496,SL,34.36505000000034,21,17,1.2638809713829742,NSXUSD
2.0,1.931937353324991,TP,22.038519999998243,11,2,1.1230963665087104,NSXUSD
-1.0,-1.07783155073139,SL,19.272389999998268,11,3,1.1028738690793474,NSXUSD
-1.0,-1.0238777649456896,SL,62.81995000000097,10,13,1.2330538382904106,NSXUSD
-1.0,-1.0711564488377978,SL,21.08031000000119,21,20,1.401995752840017,NSXUSD
-1.0,-1.0351530340466522,SL,42.670569999998406,10,8,2.2688941269553125,NSXUSD
0.9916677172185444,0.981032208715739,fuera,141.03698000000077,10,13,1.2043317591749398,NSXUSD
0.9916677172185444,0.981032208715739,fuera,141.03698000000077,21,13,1.2043317591749398,NSXUSD
0.9916677172185444,0.981032208715739,fuera,141.03698000000077,14,13,1.2043317591749398,NSXUSD
-1.0,-1.0437535914406282,SL,34.28290000000197,14,19,1.098932766261881,NSXUSD
-1.0,-1.1104198826457439,SL,13.584510000000591,10,4,1.0022872303927675,NSXUSD
-1.0,-1.0700703740122943,SL,21.407050000001618,21,10,1.457902292783804,NSXUSD
-1.0,-1.0492344211624003,SL,30.466489999998885,10,3,1.4781242009956828,NSXUSD
-1.0,-1.0317755005806437,SL,47.20618000000104,21,10,3.1636265425687484,NSXUSD
-1.0,-1.0308048949388793,SL,48.69355999999971,15,12,3.1152892643938457,NSXUSD
-1.0,-1.0438380249274697,SL,34.2168700000002,21,14,2.1973005793004603,NSXUSD
-1.0,-1.0342716374554262,SL,43.76797000000079,20,12,1.503060692195505,NSXUSD
2.0,1.9777188432930597,TP,67.3214599999992,20,17,1.1277484083379326,NSXUSD
-1.0,-1.02694504127711,SL,55.668869999997696,21,18,1.0577850819063854,NSXUSD
-1.0,-1.02694504127711,SL,55.668869999997696,15,18,1.0577850819063854,NSXUSD
-1.0,-1.04820872449357,SL,31.114699999998265,22,1,1.841921749981562,NSXUSD
2.0,1.94993212465032,TP,29.9593300000015,22,2,2.354562066025195,NSXUSD
-1.0,-1.0151863163595198,SL,98.7731300000014,15,15,2.0442110530840565,NSXUSD
-1.0,-1.0151863163595198,SL,98.7731300000014,22,15,2.0442110530840565,NSXUSD
-1.0,-1.0151863163595198,SL,98.7731300000014,18,15,2.0442110530840565,NSXUSD
-1.0,-1.0218175122188973,SL,68.75211000000127,21,15,1.1058197628616064,NSXUSD
-1.0,-1.0367649581908904,SL,40.79971999999907,20,20,1.3471033776867964,NSXUSD
2.0,1.9091441561218334,TP,16.50966999999946,20,4,1.1266553839644022,NSXUSD
-1.0,-1.045429627991923,SL,33.0180999999975,19,12,2.5200520525257275,NSXUSD
-1.0,-1.1152677516179597,SL,13.01318000000174,19,2,1.4492163225850532,NSXUSD
2.0,1.8178539553013702,TP,8.23515000000043,19,3,1.0813726288365988,NSXUSD
-1.0,-1.0471563169030267,SL,31.80909999999858,20,9,1.0513319672130972,NSXUSD
-1.0,-1.0376688127844944,SL,39.820739999999205,20,10,2.009228555340051,NSXUSD
-1.0,-1.0242285586543523,SL,61.91041000000041,10,14,1.1097151684206958,NSXUSD
-1.0,-1.0212887046390933,SL,70.45989999999802,10,16,1.3141492633964886,NSXUSD
-1.0,-1.040270899657269,SL,37.247739999998885,20,15,1.0273611847393052,NSXUSD
-1.0,-1.0731254296119015,SL,20.512699999999313,19,2,1.7426915986305653,NSXUSD
2.0,1.9032083839607343,TP,15.49721000000136,20,9,1.1065096615684655,NSXUSD
-1.0,-1.1077423664533104,SL,13.922100000003411,20,10,1.0807103667340292,NSXUSD
2.0,1.975442011056989,TP,61.07992000000013,16,7,1.133749165650116,NSXUSD
2.0,1.9699600829582358,TP,49.93356000000131,19,9,1.7374177542875215,NSXUSD
2.0,1.9511024124113834,TP,30.676360000001296,17,2,1.8511326860841042,NSXUSD
-1.0,-1.1027828807574644,SL,14.593870000000607,16,6,1.1621081214515674,NSXUSD
-1.0,-1.0741735215362882,SL,20.22284999999829,17,9,1.571511165715041,NSXUSD
2.0,1.9627983294961897,TP,40.320770000002085,21,15,1.065136390064922,NSXUSD
-1.0,-1.0643642294507545,SL,23.304869999999937,20,2,1.1695603472416265,NSXUSD
-1.0,-1.0506612817101615,SL,29.60841000000073,20,3,1.6360506346459731,NSXUSD
2.0,1.9613863932342765,TP,38.846409999998286,9,10,1.454685813124663,NSXUSD
-1.0,-1.0356694950198257,SL,42.052739999999176,17,16,1.262414383561651,NSXUSD
-1.0,-1.0356694950198257,SL,42.052739999999176,20,16,1.262414383561651,NSXUSD
-1.0,-1.0356694950198257,SL,42.052739999999176,16,16,1.262414383561651,NSXUSD
-0.10905996472290216,-0.13016711941512815,fuera,71.06595000000016,4,15,1.3566478674864915,NSXUSD
-0.10905996472290216,-0.13016711941512815,fuera,71.06595000000016,9,15,1.3566478674864915,NSXUSD
-0.10905996472290216,-0.13016711941512815,fuera,71.06595000000016,10,15,1.3566478674864915,NSXUSD
-1.0,-1.0410331378149893,SL,36.555820000001404,20,17,1.1037975157488762,NSXUSD
-1.0,-1.100066377363649,SL,14.990050000000338,10,4,1.237080433892752,NSXUSD
-1.0,-1.0965559770402817,SL,15.535029999999097,20,9,1.0772124416930098,NSXUSD
-1.0,-1.0834217140047915,SL,17.980929999997898,20,10,1.4515991791380247,NSXUSD
2.0,1.923343530347275,TP,19.56782000000021,21,16,1.0630536562363566,NSXUSD
2.0,1.923343530347275,TP,19.56782000000021,17,16,1.0630536562363566,NSXUSD
-1.0,-1.0548606539389938,SL,27.342000000000553,9,20,1.2855268911237425,NSXUSD
-1.0,-1.0548606539389938,SL,27.342000000000553,10,20,1.2855268911237425,NSXUSD
-1.0,-1.0744921127750844,SL,20.13636000000406,20,3,1.3620751116609502,NSXUSD
-1.0,-1.0583539517296103,SL,25.705200000000332,20,8,1.7231562103863107,NSXUSD
-1.0,-1.061352001793109,SL,24.44908000000214,20,2,1.7153794288448088,NSXUSD
2.0,1.9523138890566767,TP,31.455700000002253,0,3,2.147695042966662,NSXUSD
2.0,1.8689158378506225,TP,11.443029999998544,20,5,1.3130224451321466,NSXUSD
-1.0,-1.0205774696461751,SL,72.8952599999975,0,13,2.138740836410609,NSXUSD
2.0,1.7225987687083082,TP,5.407329999998183,19,5,1.002471264367692,NSXUSD
-1.0,-1.0388202374556272,SL,38.639640000001236,20,9,1.466037802425275,NSXUSD
-1.0,-1.0388202374556272,SL,38.639640000001236,0,9,1.466037802425275,NSXUSD
2.0,1.9232377301908472,TP,19.54084999999759,20,11,1.1998667554963363,NSXUSD
-1.0,-1.0463722236563273,SL,32.3469499999992,0,13,1.1808141048128764,NSXUSD
-1.0,-1.0181451386088993,SL,82.66676999999981,0,17,3.225368296281937,NSXUSD
-1.0,-1.12353731815309,SL,12.142079999997804,21,11,1.2548617563195403,NSXUSD
-1.0,-1.0353934524944353,SL,42.38072000000102,21,12,3.261103954964074,NSXUSD
-1.0,-1.1303812696006417,SL,11.504720000000816,15,9,1.0900866500219981,NSXUSD
-1.0,-1.082711572065759,SL,18.135310000001482,15,10,1.1523657566087664,NSXUSD
-1.0,-1.1602221747489683,SL,9.36200000000099,21,2,1.1659331325765792,NSXUSD
-1.0,-1.0458923866366252,SL,32.685160000000906,21,4,1.6465627635318494,NSXUSD
-1.0,-1.0252852385620115,SL,59.32315000000017,0,9,3.267454368500908,NSXUSD
-1.0,-1.0416742143299318,SL,35.99347999999736,21,13,1.8436572081871494,NSXUSD
2.0,1.896972007294363,TP,14.559149999997317,16,17,1.0068603280094266,NSXUSD
-1.0,-1.1635804488647576,SL,9.169799999999668,21,2,1.6731715594772307,NSXUSD
-1.0,-1.0882976218507119,SL,16.988000000001193,21,5,1.5325670498083477,NSXUSD
-1.0,-1.0521665643622384,SL,28.754049999999552,21,10,2.408532627041511,NSXUSD
-1.0,-1.0710770109937093,SL,21.103870000002644,3,17,1.431121108284846,NSXUSD
-1.0,-1.133629099072618,SL,11.225099999999657,3,3,1.0550391888348014,NSXUSD
2.0,1.8958924721928687,TP,14.408179999998538,12,2,1.2780267825226228,NSXUSD
-1.0,-1.1050614399300707,SL,14.277360000000044,12,3,1.2230720203950822,NSXUSD
2.0,1.9722320181491544,TP,54.01905000000261,17,15,1.0456094663194322,NSXUSD
2.0,1.9731330563888798,TP,55.830690000002505,0,15,1.0806761313859825,NSXUSD
2.0,1.9731330563888798,TP,55.830690000002505,0,15,1.0806761313859825,NSXUSD
2.0,1.9731330563888798,TP,55.830690000002505,9,15,1.0806761313859825,NSXUSD
-1.0,-1.0861685663963334,SL,17.40773999999874,0,2,1.813408254214235,NSXUSD
-1.0,-1.1232289939749445,SL,12.172459999997955,0,13,1.034186683522936,NSXUSD
2.0,1.9712967387163183,TP,52.25887000000148,0,14,4.550723463988942,NSXUSD
-1.0,-1.0443963122647184,SL,33.786589999999705,16,3,1.4750169170387994,NSXUSD
-1.0,-1.1583554679087407,SL,9.472359999999753,9,5,1.1852139172259273,NSXUSD
-1.0,-1.0805565490863194,SL,18.620460000001913,12,11,1.103282331980297,NSXUSD
2.0,1.968293626384775,TP,47.30909999999858,8,7,3.6031165151694524,NSXUSD
2.0,1.968293626384775,TP,47.30909999999858,2,7,3.6031165151694524,NSXUSD
-1.0,-1.1454551096440473,SL,10.31246000000101,16,10,1.0439012144223656,NSXUSD
-1.0,-1.0482317904090714,SL,31.099820000003092,16,11,4.171913336383154,NSXUSD
2.0,1.9402060022809409,TP,25.086129999999685,0,17,2.1812129380054457,NSXUSD
-1.0,-1.0719928237553291,SL,20.835409999999683,1,19,2.0736455633715534,NSXUSD
2.0,1.9651497758085077,TP,43.041330000000016,1,20,5.806900878293668,NSXUSD
-1.0,-1.168332220470364,SL,8.910949999997683,0,0,1.1107461648440078,NSXUSD
-1.0,-1.0719810430724934,SL,20.83882000000085,1,2,1.6115359719990976,NSXUSD
-1.0,-1.0419946683569075,SL,35.71881999999823,1,7,2.2616939837078927,NSXUSD
-1.0,-1.0608466692330474,SL,24.65212999999858,1,8,1.8657297703117606,NSXUSD
-1.0,-1.0198923294514557,SL,75.4059500000003,15,14,3.2757181141172715,NSXUSD
-1.0,-1.0600835642211237,SL,24.965229999997973,1,14,1.0845172845657898,NSXUSD
-1.0,-1.0600835642211237,SL,24.965229999997973,19,14,1.0845172845657898,NSXUSD
-1.0,-1.0193919937697402,SL,77.35151000000042,19,15,1.939624078853271,NSXUSD
2.0,1.941670668706895,TP,25.716049999999086,15,20,1.478408868136383,NSXUSD
-1.0,-1.1416649981677784,SL,10.588360000001558,1,2,1.15700687646089,NSXUSD
-1.0,-1.116747326097085,SL,12.848259999998845,1,3,1.2813727005719098,NSXUSD
-1.0,-1.116747326097085,SL,12.848259999998845,19,3,1.2813727005719098,NSXUSD
-1.0,-1.0678517195661201,SL,22.10703000000285,21,8,1.1033698477534402,NSXUSD
-1.0,-1.1932932400199512,SL,7.760229999999865,20,2,1.227107843137359,NSXUSD
-1.0,-1.0979952139137503,SL,15.306870000000345,20,4,1.831626975294758,NSXUSD
-1.0,-1.13935171723117,SL,10.764130000003206,20,3,1.3440814430596586,NSXUSD
-1.0,-1.0779732769985104,SL,19.23735999999917,20,6,2.5617569352708514,NSXUSD
-1.0,-1.0796705251987162,SL,18.827540000002045,15,6,1.847309669373715,NSXUSD
-1.0,-1.1007623680768677,SL,14.886510000000271,15,7,2.8947495328230035,NSXUSD
-1.0,-1.0714949936822322,SL,20.9804899999981,20,2,1.008118092173835,NSXUSD
2.0,1.8560935737146094,TP,10.423439999998664,20,8,1.2172024326672475,NSXUSD
-1.0,-1.0399385053520258,SL,37.557740000000194,0,15,1.127727306575336,NSXUSD
-1.0,-1.1093889242984853,SL,13.712540000000445,3,8,1.18058076225044,NSXUSD
-1.0,-1.0966659277093425,SL,15.517360000001645,3,9,2.8494335970856186,NSXUSD
-1.0,-1.1229503157773997,SL,12.200049999999464,16,2,1.836272863008505,NSXUSD
-1.0,-1.1536098310291378,SL,9.765000000003056,19,3,1.2617159336697732,NSXUSD
-1.0,-1.28351260780569,SL,5.290769999999611,22,7,1.233699580742803,NSXUSD
-1.0,-1.1165336370458852,SL,12.871820000000298,3,10,1.3218936041514364,NSXUSD
2.0,1.9249696126931441,TP,19.991900000000896,18,15,1.1053217927843058,NSXUSD
-1.0,-1.1028069025924943,SL,14.590460000003077,18,19,1.4363841669973687,NSXUSD
-1.0,-1.044683298187438,SL,33.56958999999915,8,9,2.012881519759086,NSXUSD
2.0,1.889808943399975,TP,13.612719999997353,18,3,1.7303857824013695,NSXUSD
-1.0,-1.0209124841814492,SL,71.72748999999749,18,20,1.2300850611376872,NSXUSD
-1.0,-1.0209124841814492,SL,71.72748999999749,8,20,1.2300850611376872,NSXUSD
-1.0,-1.0209124841814492,SL,71.72748999999749,17,20,1.2300850611376872,NSXUSD
-1.0,-1.0209124841814492,SL,71.72748999999749,21,20,1.2300850611376872,NSXUSD
-1.0,-1.0364026246777769,SL,41.20581999999922,8,17,1.3217258146310404,NSXUSD
2.0,1.9580904441742355,TP,35.79135999999926,15,0,1.1935533892259942,NSXUSD
-1.0,-1.0694219465913826,SL,21.60699999999997,15,3,1.244420639171625,NSXUSD
-1.0,-1.0694219465913826,SL,21.60699999999997,20,3,1.244420639171625,NSXUSD
-1.0,-1.1765179365759413,SL,8.49771999999939,21,0,1.069820083518589,NSXUSD
-1.0,-1.1765179365759413,SL,8.49771999999939,0,0,1.069820083518589,NSXUSD
2.0,1.9184331331138655,TP,18.389820000000327,0,1,1.737406279287714,NSXUSD
2.0,1.9409041429741525,TP,25.38248999999996,21,2,1.3820640064816265,NSXUSD
2.0,1.9409041429741525,TP,25.38248999999996,0,2,1.3820640064816265,NSXUSD
2.0,1.9409041429741525,TP,25.38248999999996,22,2,1.3820640064816265,NSXUSD
2.0,1.9419359483833798,TP,25.83353999999963,21,9,1.149593047316831,NSXUSD
2.0,1.9419359483833798,TP,25.83353999999963,0,9,1.149593047316831,NSXUSD
2.0,1.9419359483833798,TP,25.83353999999963,22,9,1.149593047316831,NSXUSD
2.0,1.9510038814725081,TP,30.614669999999023,21,14,1.663163744758249,NSXUSD
-1.0,-1.0311059019094049,SL,48.22235999999975,21,19,1.496839005802394,NSXUSD
-1.0,-1.0536894687033387,SL,27.93843999999808,16,16,1.1877487545797079,NSXUSD
2.0,1.883810549227511,TP,12.90994999999748,22,4,2.044628829536514,NSXUSD
-1.0,-1.0689402549962077,SL,21.757970000002388,16,2,1.8662288282060413,NSXUSD
-1.0,-1.0244916112965754,SL,61.24546000000191,18,14,1.080191799845823,NSXUSD
-1.0,-1.0504032258064544,SL,29.7599999999984,18,15,1.043591694749411,NSXUSD
-1.0,-1.1080575644256945,SL,13.881490000003396,21,2,1.5120888768825609,NSXUSD
-1.0,-1.1271136887884186,SL,11.800459999998566,21,13,1.2688666666666297,NSXUSD
-1.0,-1.0544201101898378,SL,27.563340000000608,18,2,2.2326737645640695,NSXUSD
-1.0,-1.219721627346312,SL,6.826819999998406,21,6,1.2616442280148177,NSXUSD
-1.0,-1.1256383475039669,SL,11.939029999997729,21,7,1.8941130182462713,NSXUSD
-1.0,-1.1972407336303874,SL,7.604919999997946,18,11,1.322907679033748,NSXUSD
-1.0,-1.1812115076555658,SL,8.277620000000752,18,3,1.0113627755472803,NSXUSD
2.0,1.9325060373349614,TP,22.224210000000312,18,10,1.05737378504741,NSXUSD
2.0,1.9325060373349614,TP,22.224210000000312,14,10,1.05737378504741,NSXUSD
-1.0,-1.065534091926857,SL,22.888849999999366,17,7,2.2687745821040837,NSXUSD
-1.0,-1.082225256638737,SL,18.242569999998523,14,10,1.3996527447436178,NSXUSD
-1.0,-1.0538298309850942,SL,27.865590000001248,21,3,1.5846731542204684,NSXUSD
2.0,1.860736518134404,TP,10.770949999998265,21,11,1.06104562389299,NSXUSD
-1.0,-1.0857425562599772,SL,17.494230000000243,0,12,1.336894721879984,NSXUSD
-1.0,-1.080182773960487,SL,18.707259999999224,15,4,1.2095325903952854,NSXUSD
-1.0,-1.0969021043260958,SL,15.47954000000027,0,7,1.7596025089858351,NSXUSD
2.0,1.5730424708886703,TP,3.513230000000476,17,0,1.0636320976067317,NSXUSD
-1.0,-1.2085740625638859,SL,7.191689999999653,17,2,1.0679955805173946,NSXUSD
-1.0,-1.2085740625638859,SL,7.191689999999653,22,2,1.0679955805173946,NSXUSD
2.0,1.9532627288957862,TP,32.09430000000066,18,20,2.434167215273222,NSXUSD
2.0,1.9761261228282334,TP,62.83018000000084,22,8,2.8364028213166796,NSXUSD
-1.0,-1.0826988493833416,SL,18.138100000000122,17,9,1.957510873201846,NSXUSD
-1.0,-1.0618768740958269,SL,24.241689999998925,18,10,1.6926556851879833,NSXUSD
-1.0,-1.0618768740958269,SL,24.241689999998925,20,10,1.6926556851879833,NSXUSD
2.0,1.9428034979855389,TP,26.22537999999986,20,10,1.176311910787286,NSXUSD
2.0,1.9253872773369842,TP,20.10381000000052,2,18,1.0788900164701123,NSXUSD
2.0,1.9671477477481427,TP,45.65897000000041,15,4,2.8300476519866935,NSXUSD
2.0,1.9671477477481427,TP,45.65897000000041,2,4,2.8300476519866935,NSXUSD
-1.0,-1.1180489808831333,SL,12.706590000001597,15,6,1.0294605183846326,NSXUSD
-1.0,-1.092093977606446,SL,16.287709999996878,2,2,1.2240756703864597,NSXUSD
2.0,1.9450146627565958,TP,27.279999999998836,19,10,1.4459890236287711,NSXUSD
-1.0,-1.03538775781751,SL,42.38753999999972,19,15,1.572830275493231,NSXUSD
