tf,ema,fib,rr,filtro,n,R,z,fuente
240,10,0.705,1.0,K<=20/>=80,687,0.08061636474757634,2.1261460858158765,real
240,10,0.705,1.0,K<=30/>=70,996,0.0036704476542298967,0.11568482288173858,real
240,10,0.705,1.0,cruce K>D,854,-0.2680640762728575,-7.920435684989183,real
240,10,0.705,2.0,sin filtro,3243,-0.09407741647439147,-3.8052168562685447,real
240,10,0.705,2.0,K<=20/>=80,681,0.12411465535224743,2.207604488055375,real
240,10,0.705,2.0,K<=30/>=70,989,0.04429600976612128,0.9625726088990055,real
240,10,0.705,2.0,cruce K>D,854,-0.22708046971548043,-4.886215871875994,real
240,10,0.705,3.0,sin filtro,3224,-0.10808030501829465,-3.5858240296891983,real
240,10,0.705,3.0,K<=20/>=80,668,0.06420902044781235,0.9231899136104648,real
240,10,0.705,3.0,K<=30/>=70,976,-0.06334190673877861,-1.1431669405252085,real
240,10,0.705,3.0,cruce K>D,847,-0.31597777893279266,-5.840035195073239,real
240,10,0.786,1.0,sin filtro,3134,-0.24182051625930898,-13.527086692820891,real
240,10,0.786,1.0,K<=20/>=80,754,-0.020715885214747966,-0.5643256461355767,real
240,10,0.786,1.0,K<=30/>=70,1136,-0.05504364605100255,-1.838313351557113,real
240,10,0.786,1.0,cruce K>D,828,-0.37670073367003404,-11.096212814666295,real
240,10,0.786,2.0,sin filtro,3129,-0.1293286932495127,-5.132817680638368,real
240,10,0.786,2.0,K<=20/>=80,749,0.19569591365424446,3.59725103097129,real
240,10,0.786,2.0,K<=30/>=70,1131,0.09873247998674636,2.257256526258071,real
240,10,0.786,2.0,cruce K>D,828,-0.27887464671351225,-5.932270786512541,real
240,10,0.786,3.0,sin filtro,3128,-0.15078315202139628,-4.944859465836176,real
240,10,0.786,3.0,K<=20/>=80,748,0.15855083018960797,2.3407674790640867,real
240,10,0.786,3.0,K<=30/>=70,1130,0.05989930665469725,1.1122270698202266,real
240,10,0.786,3.0,cruce K>D,828,-0.26317416362172485,-4.6083670314615635,real
240,20,0.382,1.0,sin filtro,3974,-0.15027137395959902,-9.527591561207164,real
240,20,0.382,1.0,K<=20/>=80,284,0.07526610455745171,1.2717376390336272,real
240,20,0.382,1.0,K<=30/>=70,451,0.04542152509662403,0.9647239724500299,real
240,20,0.382,1.0,cruce K>D,1146,-0.11778333617633402,-3.997410047072059,real
240,20,0.382,2.0,sin filtro,3830,-0.12739410351907993,-5.72178483711305,real
240,20,0.382,2.0,K<=20/>=80,256,0.10457856006621404,1.1487257160668831,real
240,20,0.382,2.0,K<=30/>=70,395,-0.06236676491269795,-0.8819084107455648,real
240,20,0.382,2.0,cruce K>D,1123,-0.08780470402480144,-2.108860921253342,real
240,20,0.382,3.0,sin filtro,3644,-0.1990800939159951,-7.391601812093627,real
240,20,0.382,3.0,K<=20/>=80,224,-0.3193382935768688,-3.1159102165112276,real
240,20,0.382,3.0,K<=30/>=70,358,-0.3542731934948421,-4.450947460126319,real
240,20,0.382,3.0,cruce K>D,1086,-0.11947107122578224,-2.3403171044400017,real
240,20,0.5,1.0,sin filtro,3843,-0.12618378807612096,-7.833949797301939,real
240,20,0.5,1.0,K<=20/>=80,400,0.014268641098863243,0.28531113292116084,real
240,20,0.5,1.0,K<=30/>=70,639,-0.0004603076056782675,-0.011618105463459056,real
240,20,0.5,1.0,cruce K>D,1003,-0.06845219329467694,-2.161881364923014,real
240,20,0.5,2.0,sin filtro,3782,-0.09988625610739492,-4.410451666085584,real
240,20,0.5,2.0,K<=20/>=80,380,0.0054366904639565885,0.07415637506962987,real
240,20,0.5,2.0,K<=30/>=70,614,-0.03064622075865189,-0.535667743145018,real
240,20,0.5,2.0,cruce K>D,989,0.03602105224158938,0.7854771874506548,real
240,20,0.5,3.0,sin filtro,3661,-0.08169929949501104,-2.893300764718906,real
240,20,0.5,3.0,K<=20/>=80,336,-0.2408423904801201,-2.7615231635102306,real
240,20,0.5,3.0,K<=30/>=70,555,-0.17378015973748032,-2.4853086295630407,real
240,20,0.5,3.0,cruce K>D,966,0.08606102228130737,1.483730080574915,real
240,20,0.618,1.0,sin filtro,3660,-0.1320032677430441,-7.988445742591669,real
240,20,0.618,1.0,K<=20/>=80,541,0.06593646943039809,1.5449505823083847,real
240,20,0.618,1.0,K<=30/>=70,838,0.01714097452149196,0.497036328739555,real
240,20,0.618,1.0,cruce K>D,858,-0.12732712201765783,-3.7243608315289336,real
240,20,0.618,2.0,sin filtro,3627,-0.11753003758749814,-5.08561198735473,real
240,20,0.618,2.0,K<=20/>=80,521,0.09824979682671936,1.5418789207350487,real
240,20,0.618,2.0,K<=30/>=70,812,-0.020975770679204694,-0.42045614816380783,real
240,20,0.618,2.0,cruce K>D,848,-0.056622764538096615,-1.163580935452721,real
240,20,0.618,3.0,sin filtro,3579,-0.10953646796909605,-3.8564399856443004,real
240,20,0.618,3.0,K<=20/>=80,508,0.14872728487135578,1.8348249805387231,real
240,20,0.618,3.0,K<=30/>=70,799,0.02795117744232011,0.4462314298863852,real
240,20,0.618,3.0,cruce K>D,833,-0.06907741626129638,-1.1546391740983362,real
240,20,0.705,1.0,sin filtro,3532,-0.16015679414531334,-9.50787151232459,real
240,20,0.705,1.0,K<=20/>=80,695,0.08693998351540873,2.3106853290567826,real
240,20,0.705,1.0,K<=30/>=70,1012,0.011163896673354316,0.35513711002629605,real
240,20,0.705,1.0,cruce K>D,780,-0.21775100046957102,-6.099887046234817,real
240,20,0.705,2.0,sin filtro,3525,-0.10709810187976332,-4.530822978084609,real
240,20,0.705,2.0,K<=20/>=80,689,0.13434241836938257,2.403131415429465,real
240,20,0.705,2.0,K<=30/>=70,1005,0.047214777341806506,1.0348669320123218,real
240,20,0.705,2.0,cruce K>D,780,-0.1382638209823915,-2.7666373739409527,real
240,20,0.705,3.0,sin filtro,3505,-0.1220631813714862,-4.243313415728792,real
240,20,0.705,3.0,K<=20/>=80,676,0.08273886334432358,1.192297230969237,real
240,20,0.705,3.0,K<=30/>=70,992,-0.0445358905314781,-0.8063923790488408,real
240,20,0.705,3.0,cruce K>D,773,-0.24392268820869406,-4.170700390946782,real
240,20,0.786,1.0,sin filtro,3402,-0.24652194964709487,-14.374179797361647,real
240,20,0.786,1.0,K<=20/>=80,784,0.011109392870661214,0.3098750519762623,real
240,20,0.786,1.0,K<=30/>=70,1168,-0.028671543608027237,-0.9726494566595877,real
240,20,0.786,1.0,cruce K>D,771,-0.33519557931687544,-9.441957055809699,real
240,20,0.786,2.0,sin filtro,3397,-0.13201991637340818,-5.4645096264609245,real
240,20,0.786,2.0,K<=20/>=80,779,0.2386467019121276,4.4630444895986345,real
240,20,0.786,2.0,K<=30/>=70,1163,0.13904355446670097,3.2088756891423587,real
240,20,0.786,2.0,cruce K>D,771,-0.21587002808470943,-4.345594117552425,real
240,20,0.786,3.0,sin filtro,3396,-0.16621079925373086,-5.713617378145298,real
240,20,0.786,3.0,K<=20/>=80,778,0.16571409054543074,2.4958639029008083,real
240,20,0.786,3.0,K<=30/>=70,1162,0.059145813682935394,1.1155114989809656,real
240,20,0.786,3.0,cruce K>D,771,-0.21068196063983263,-3.492965776752858,real
240,50,0.382,1.0,sin filtro,4192,-0.2355503971657436,-15.52759637796539,real
240,50,0.382,1.0,K<=20/>=80,418,-0.2920048852753968,-6.117828124405266,real
240,50,0.382,1.0,K<=30/>=70,715,-0.3343898073403064,-9.282255464949364,real
240,50,0.382,1.0,cruce K>D,1007,-0.15071718991068414,-4.807427969861627,real
240,50,0.382,2.0,sin filtro,4054,-0.22306856294243865,-10.644292660151894,real
240,50,0.382,2.0,K<=20/>=80,389,-0.29985964513027835,-4.553494162126447,real
240,50,0.382,2.0,K<=30/>=70,659,-0.4313212752917301,-9.1336492666715,real
240,50,0.382,2.0,cruce K>D,987,-0.14330316695373152,-3.2797463704566865,real
240,50,0.382,3.0,sin filtro,3865,-0.30605503916867416,-12.313204238967753,real
240,50,0.382,3.0,K<=20/>=80,359,-0.5738755969280508,-8.433102306588845,real
240,50,0.382,3.0,K<=30/>=70,620,-0.6233077165359324,-12.630945365395075,real
240,50,0.382,3.0,cruce K>D,954,-0.2072298830868452,-3.9434213508416303,real
240,50,0.5,1.0,sin filtro,4065,-0.21241778794174068,-13.69177145602296,real
240,50,0.5,1.0,K<=20/>=80,519,-0.24845933064698678,-5.74689797934186,real
240,50,0.5,1.0,K<=30/>=70,877,-0.28191851132013496,-8.531962029582447,real
240,50,0.5,1.0,cruce K>D,896,-0.12482066482289497,-3.7320956870814683,real
240,50,0.5,2.0,sin filtro,4016,-0.18440045311265327,-8.606345837283698,real
240,50,0.5,2.0,K<=20/>=80,503,-0.24389078655940907,-4.110591797021855,real
240,50,0.5,2.0,K<=30/>=70,857,-0.288067352978364,-6.447736494738906,real
240,50,0.5,2.0,cruce K>D,885,0.0026820735836887376,0.055659924397247686,real
240,50,0.5,3.0,sin filtro,3892,-0.17802847424980814,-6.739194971782209,real
240,50,0.5,3.0,K<=20/>=80,459,-0.43509914022424806,-6.468834356924274,real
240,50,0.5,3.0,K<=30/>=70,796,-0.4127026090814354,-7.954491150142951,real
240,50,0.5,3.0,cruce K>D,862,0.03583470974602083,0.59135002204656,real
240,50,0.618,1.0,sin filtro,3905,-0.22543248771159322,-14.22710260014577,real
240,50,0.618,1.0,K<=20/>=80,643,-0.1576019175160563,-3.9974530531481904,real
240,50,0.618,1.0,K<=30/>=70,1055,-0.23577569180127927,-7.732598126169815,real
240,50,0.618,1.0,cruce K>D,798,-0.1737867831472079,-4.913456029279511,real
240,50,0.618,2.0,sin filtro,3875,-0.18775677068782864,-8.569107905606478,real
240,50,0.618,2.0,K<=20/>=80,626,-0.14842756276229865,-2.6925117694622474,real
240,50,0.618,2.0,K<=30/>=70,1032,-0.25604065194004294,-6.185029185173815,real
240,50,0.618,2.0,cruce K>D,788,-0.09955747029013627,-1.9914936776409906,real
240,50,0.618,3.0,sin filtro,3840,-0.17960591184194566,-6.718786465419136,real
240,50,0.618,3.0,K<=20/>=80,616,-0.06760026990800098,-0.9728012435778962,real
240,50,0.618,3.0,K<=30/>=70,1022,-0.2025049557497592,-3.9465383446194533,real
240,50,0.618,3.0,cruce K>D,782,-0.06175065755263587,-0.9963749880927949,real
240,50,0.705,1.0,sin filtro,3783,-0.23294424077837353,-14.4005870913131,real
240,50,0.705,1.0,K<=20/>=80,781,-0.08701709121816861,-2.410192370034411,real
240,50,0.705,1.0,K<=30/>=70,1219,-0.20123918316855008,-7.01521237658521,real
240,50,0.705,1.0,cruce K>D,744,-0.22865066311844628,-6.25302870115235,real
240,50,0.705,2.0,sin filtro,3776,-0.192551661829848,-8.63132125659901,real
240,50,0.705,2.0,K<=20/>=80,775,-0.055253820036250526,-1.08173080744984,real
240,50,0.705,2.0,K<=30/>=70,1212,-0.1766976703691267,-4.470980634609108,real
240,50,0.705,2.0,cruce K>D,744,-0.1587581900001667,-3.116631782976094,real
240,50,0.705,3.0,sin filtro,3760,-0.1865819443834877,-6.87078289371612,real
240,50,0.705,3.0,K<=20/>=80,766,-0.08435321069889076,-1.354125663967018,real
240,50,0.705,3.0,K<=30/>=70,1203,-0.2135913760221427,-4.508152228445704,real
240,50,0.705,3.0,cruce K>D,740,-0.2350600655252195,-3.9106389709771134,real
240,50,0.786,1.0,sin filtro,3665,-0.32239662189485135,-19.72892708904039,real
240,50,0.786,1.0,K<=20/>=80,864,-0.1349258902484096,-3.9138930912943506,real
240,50,0.786,1.0,K<=30/>=70,1375,-0.20770894575962723,-7.626326393129377,real
240,50,0.786,1.0,cruce K>D,730,-0.3685817842839676,-10.163743505786934,real
240,50,0.786,2.0,sin filtro,3660,-0.2096687438430823,-9.189892367685548,real
240,50,0.786,2.0,K<=20/>=80,859,0.08686850710631337,1.7269963551333103,real
240,50,0.786,2.0,K<=30/>=70,1370,-0.05649911214637841,-1.4549243554405535,real
240,50,0.786,2.0,cruce K>D,730,-0.22200644181821416,-4.347054500361624,real
240,50,0.786,3.0,sin filtro,3659,-0.2539950316509657,-9.363691440379913,real
240,50,0.786,3.0,K<=20/>=80,858,-0.009743788742283406,-0.16035457963751026,real
240,50,0.786,3.0,K<=30/>=70,1369,-0.14856391671712252,-3.225400914892873,real
240,50,0.786,3.0,cruce K>D,730,-0.2398146609962963,-3.907907624075167,real
240,100,0.382,1.0,sin filtro,4245,-0.31847407649088655,-21.565347981789095,real
240,100,0.382,1.0,K<=20/>=80,614,-0.54461859914921,-15.451493781176836,real
240,100,0.382,1.0,K<=30/>=70,983,-0.5320511870653792,-18.96231179056711,real
240,100,0.382,1.0,cruce K>D,1019,-0.22180783689214498,-7.187773477048601,real
240,100,0.382,2.0,sin filtro,4124,-0.3130686479158531,-15.644778463495545,real
240,100,0.382,2.0,K<=20/>=80,586,-0.5836136266304189,-12.99223768877735,real
240,100,0.382,2.0,K<=30/>=70,931,-0.625409092559525,-18.260523166153156,real
240,100,0.382,2.0,cruce K>D,1000,-0.234708653615936,-5.5805059613592265,real
240,100,0.382,3.0,sin filtro,3954,-0.3803971414290238,-16.135630133914052,real
240,100,0.382,3.0,K<=20/>=80,562,-0.7394265016144067,-16.41757515635415,real
240,100,0.382,3.0,K<=30/>=70,898,-0.7423720494079341,-20.946054494836872,real
240,100,0.382,3.0,cruce K>D,975,-0.2679268231186861,-5.2971435636425905,real
240,100,0.5,1.0,sin filtro,4136,-0.2921331206413629,-19.31076635806486,real
240,100,0.5,1.0,K<=20/>=80,690,-0.48405638852300825,-13.986595963637148,real
240,100,0.5,1.0,K<=30/>=70,1115,-0.4713108184075938,-17.19802032740344,real
240,100,0.5,1.0,cruce K>D,912,-0.19354497940571905,-5.8765964480722115,real
240,100,0.5,2.0,sin filtro,4094,-0.2793048248037187,-13.639856929134273,real
240,100,0.5,2.0,K<=20/>=80,676,-0.5040891624219763,-11.25773563769631,real
240,100,0.5,2.0,K<=30/>=70,1098,-0.4974543054649466,-14.096774755305013,real
240,100,0.5,2.0,cruce K>D,901,-0.12464321869317727,-2.693560844541534,real
240,100,0.5,3.0,sin filtro,3981,-0.275322171567171,-11.005363948815031,real
240,100,0.5,3.0,K<=20/>=80,636,-0.6429532596030502,-13.330476148131394,real
240,100,0.5,3.0,K<=30/>=70,1042,-0.6017143257506464,-15.319084997504806,real
240,100,0.5,3.0,cruce K>D,878,-0.10454174870506529,-1.8203223662481298,real
240,100,0.618,1.0,sin filtro,3999,-0.3055264372862496,-19.828549122810685,real
240,100,0.618,1.0,K<=20/>=80,802,-0.3834311063381268,-11.360817349531462,real
240,100,0.618,1.0,K<=30/>=70,1270,-0.41395628231724435,-15.601741683336208,real
240,100,0.618,1.0,cruce K>D,846,-0.24580994806633336,-7.220844516979753,real
240,100,0.618,2.0,sin filtro,3969,-0.26406529471042467,-12.531503621235245,real
240,100,0.618,2.0,K<=20/>=80,786,-0.37928848233244594,-8.416646844787762,real
240,100,0.618,2.0,K<=30/>=70,1248,-0.4320885056077123,-12.435951465276247,real
240,100,0.618,2.0,cruce K>D,835,-0.1744902263248025,-3.6676984593102104,real
240,100,0.618,3.0,sin filtro,3942,-0.26925624020388067,-10.604566440402094,real
240,100,0.618,3.0,K<=20/>=80,779,-0.32341197534337873,-5.797625514626964,real
240,100,0.618,3.0,K<=30/>=70,1241,-0.4045637684751124,-9.584576737468035,real
240,100,0.618,3.0,cruce K>D,831,-0.1812405457136758,-3.144910540334003,real
240,100,0.705,1.0,sin filtro,3891,-0.30564793821553626,-19.41222820040401,real
240,100,0.705,1.0,K<=20/>=80,911,-0.333335121543568,-10.260309019269043,real
240,100,0.705,1.0,K<=30/>=70,1411,-0.37996063562745236,-14.75601425682568,real
240,100,0.705,1.0,cruce K>D,782,-0.2889945019958394,-8.173036221188385,real
240,100,0.705,2.0,sin filtro,3884,-0.2675394283732159,-12.475576720366183,real
240,100,0.705,2.0,K<=20/>=80,905,-0.3166073569203258,-7.2538610026505275,real
240,100,0.705,2.0,K<=30/>=70,1404,-0.3625152913641413,-10.559898883772194,real
240,100,0.705,2.0,cruce K>D,782,-0.21482570404187526,-4.393301815297273,real
240,100,0.705,3.0,sin filtro,3868,-0.24809635975579536,-9.496607614586958,real
240,100,0.705,3.0,K<=20/>=80,897,-0.3538050606279957,-6.858068532902975,real
240,100,0.705,3.0,K<=30/>=70,1396,-0.38882876106423475,-9.584549836704664,real
240,100,0.705,3.0,cruce K>D,780,-0.2204207052381214,-3.731925348777196,real
240,100,0.786,1.0,sin filtro,3788,-0.379238305507037,-23.889150995737435,real
240,100,0.786,1.0,K<=20/>=80,979,-0.3580005108492892,-11.346457110407488,real
240,100,0.786,1.0,K<=30/>=70,1549,-0.3745203724033013,-14.981314975360311,real
240,100,0.786,1.0,cruce K>D,743,-0.43356476346169087,-12.256505874962164,real
240,100,0.786,2.0,sin filtro,3783,-0.2787096707591084,-12.694033337313623,real
240,100,0.786,2.0,K<=20/>=80,974,-0.2035795516863501,-4.572242049876692,real
240,100,0.786,2.0,K<=30/>=70,1544,-0.25384458554000305,-7.297188603301338,real
240,100,0.786,2.0,cruce K>D,743,-0.2962834714024715,-5.987543247100336,real
240,100,0.786,3.0,sin filtro,3782,-0.323199075311187,-12.475493949571966,real
240,100,0.786,3.0,K<=20/>=80,973,-0.3065433727520117,-5.953746087691488,real
240,100,0.786,3.0,K<=30/>=70,1543,-0.34084008970769086,-8.470391279073924,real
240,100,0.786,3.0,cruce K>D,743,-0.28820810128134094,-4.8219565429706135,real
240,200,0.382,1.0,sin filtro,4295,-0.37912503001032044,-26.33918753799733,real
240,200,0.382,1.0,K<=20/>=80,792,-0.6754908466469931,-24.180871731783743,real
240,200,0.382,1.0,K<=30/>=70,1224,-0.6335387371747937,-27.152879815127694,real
240,200,0.382,1.0,cruce K>D,1063,-0.2647870254663761,-8.836089468355933,real
240,200,0.382,2.0,sin filtro,4184,-0.38590907396513724,-20.138039914468852,real
240,200,0.382,2.0,K<=20/>=80,766,-0.7266466376867767,-21.552192468864014,real
240,200,0.382,2.0,K<=30/>=70,1174,-0.7220798732414304,-26.41188248919509,real
240,200,0.382,2.0,cruce K>D,1047,-0.2723966807289785,-6.7245345097961025,real
240,200,0.382,3.0,sin filtro,4024,-0.43907173488181217,-19.494304026303716,real
240,200,0.382,3.0,K<=20/>=80,746,-0.7912170906198533,-21.92082567290782,real
240,200,0.382,3.0,K<=30/>=70,1145,-0.7783340810596636,-26.193207451928274,real
240,200,0.382,3.0,cruce K>D,1022,-0.3010952286184182,-6.193245689324146,real
240,200,0.5,1.0,sin filtro,4191,-0.35877881183614174,-24.33482874208255,real
240,200,0.5,1.0,K<=20/>=80,866,-0.6153420834259572,-21.62564743914655,real
240,200,0.5,1.0,K<=30/>=70,1340,-0.574927253816815,-24.416784029217048,real
240,200,0.5,1.0,cruce K>D,969,-0.23965727746296417,-7.55508094219473,real
240,200,0.5,2.0,sin filtro,4153,-0.35273503729447414,-17.931599775275387,real
240,200,0.5,2.0,K<=20/>=80,850,-0.6524657529467549,-18.475962927469734,real
240,200,0.5,2.0,K<=30/>=70,1321,-0.616987180190809,-21.066212085842185,real
240,200,0.5,2.0,cruce K>D,956,-0.16733468033324073,-3.7719963771310674,real
240,200,0.5,3.0,sin filtro,4047,-0.3569576765974001,-15.007015712981383,real
240,200,0.5,3.0,K<=20/>=80,812,-0.7903640501717807,-22.50122604868577,real
240,200,0.5,3.0,K<=30/>=70,1267,-0.7228471069362127,-23.232916976501425,real
240,200,0.5,3.0,cruce K>D,933,-0.1408961090236578,-2.561691735335919,real
240,200,0.618,1.0,sin filtro,4079,-0.3658245920700898,-24.374697319767908,real
240,200,0.618,1.0,K<=20/>=80,962,-0.5153204271652655,-17.640038529606183,real
240,200,0.618,1.0,K<=30/>=70,1486,-0.5194881819907515,-22.19425723955775,real
240,200,0.618,1.0,cruce K>D,898,-0.3155296633590032,-9.69389876987712,real
240,200,0.618,2.0,sin filtro,4048,-0.326443197763861,-16.046402439538284,real
240,200,0.618,2.0,K<=20/>=80,945,-0.49768875371360866,-12.901366013686244,real
240,200,0.618,2.0,K<=30/>=70,1463,-0.5252563474983126,-17.30861251907123,real
240,200,0.618,2.0,cruce K>D,887,-0.27631314612567853,-6.205400488979422,real
240,200,0.618,3.0,sin filtro,4026,-0.33082166272886654,-13.562709700123385,real
240,200,0.618,3.0,K<=20/>=80,936,-0.4626840108872008,-9.821993657605796,real
240,200,0.618,3.0,K<=30/>=70,1454,-0.5111460786252345,-14.032576613076854,real
240,200,0.618,3.0,cruce K>D,881,-0.2609994272102176,-4.821405138089051,real
240,200,0.705,1.0,sin filtro,3983,-0.35658133919958324,-23.183966131192705,real
240,200,0.705,1.0,K<=20/>=80,1069,-0.46286699822353866,-16.047047598191707,real
240,200,0.705,1.0,K<=30/>=70,1607,-0.47416235191719297,-20.299695849168096,real
240,200,0.705,1.0,cruce K>D,832,-0.34417540704126676,-10.172447197605592,real
240,200,0.705,2.0,sin filtro,3976,-0.3239714502607794,-15.612992367273861,real
240,200,0.705,2.0,K<=20/>=80,1063,-0.4183124961313897,-10.832160439542532,real
240,200,0.705,2.0,K<=30/>=70,1600,-0.43051619483490505,-13.789573319594062,real
240,200,0.705,2.0,cruce K>D,832,-0.2948965608874206,-6.404674560721278,real
240,200,0.705,3.0,sin filtro,3959,-0.3065378715502763,-12.176497450924456,real
240,200,0.705,3.0,K<=20/>=80,1054,-0.4473045846820906,-9.856746496352715,real
240,200,0.705,3.0,K<=30/>=70,1591,-0.45230594632501847,-12.302471164881933,real
240,200,0.705,3.0,cruce K>D,829,-0.30307328791334276,-5.484676021756626,real
240,200,0.786,1.0,sin filtro,3881,-0.42295513812513635,-27.271750924993047,real
240,200,0.786,1.0,K<=20/>=80,1142,-0.4803193486794404,-16.985690867902434,real
240,200,0.786,1.0,K<=30/>=70,1750,-0.4585749001937445,-19.949951399899696,real
240,200,0.786,1.0,cruce K>D,786,-0.4678286595547034,-13.764585718558065,real
240,200,0.786,2.0,sin filtro,3876,-0.3290229293820189,-15.430125699817783,real
240,200,0.786,2.0,K<=20/>=80,1137,-0.3617666485602215,-9.242877022029996,real
240,200,0.786,2.0,K<=30/>=70,1745,-0.3549054776848732,-11.227191524489879,real
240,200,0.786,2.0,cruce K>D,786,-0.34187446108142094,-7.222810235360134,real
240,200,0.786,3.0,sin filtro,3875,-0.39155434648513743,-15.797252431849941,real
240,200,0.786,3.0,K<=20/>=80,1136,-0.4316099452096603,-9.588927249585527,real
240,200,0.786,3.0,K<=30/>=70,1744,-0.4233315807943268,-11.616309283367844,real
240,200,0.786,3.0,cruce K>D,786,-0.3431467257124642,-6.045459014207157,real
