dia,ts,i,fin,lado,entrada,stop,obj,riesgo,exceso,mecha,cuerpo,visto,A,B,C
2023-08-14,2023-08-14 06:19:00,260010,260078,1,1.09312,1.09251,1.09503,6.099999999999994,0.09999999999843467,3.0999999999981043,2.20000000000109,False,False,True,False
2023-09-01,2023-09-01 06:34:00,264043,264108,1,1.0834,1.08288,1.08541,5.199999999998539,5.5000000000005045,7.900000000000684,3.9999999999995595,False,False,False,True
2023-09-29,2023-09-29 06:24:00,269771,269838,-1,1.05865,1.05906,1.0578300000000005,4.099999999997994,1.7999999999984695,3.4999999999985043,2.5999999999992696,True,False,False,False
2023-10-12,2023-10-12 06:14:00,272361,272430,-1,1.06347,1.06366,1.0630899999999996,1.900000000001345,1.0999999999983245,3.2999999999994145,0.10000000000065512,False,False,True,False
2023-11-06,2023-11-06 07:29:00,277258,277324,-1,1.07391,1.07435,1.07303,4.3999999999999595,0.2999999999997449,2.4999999999986144,3.300000000001635,False,False,True,False
2023-11-10,2023-11-10 07:14:00,278407,278476,1,1.06631,1.06578,1.0675,5.300000000001415,0.10000000000065512,4.999999999999449,4.00000000000178,False,True,True,True
2023-11-16,2023-11-16 09:09:00,279582,279628,-1,1.08546,1.08585,1.0846800000000003,3.8999999999989043,0.40000000000040004,1.9999999999997797,1.5999999999993797,False,False,True,False
2023-11-23,2023-11-23 08:44:00,281017,281068,-1,1.09219,1.0928,1.09097,6.099999999999994,5.199999999998539,12.699999999998823,1.5999999999993797,True,False,False,False
2023-11-28,2023-11-28 07:19:00,281861,281929,1,1.09465,1.09439,1.09628,2.5999999999992696,1.100000000000545,2.2999999999995246,1.7999999999984695,False,False,True,False
2023-12-12,2023-12-12 07:14:00,284740,284809,-1,1.07801,1.07839,1.0772499999999998,3.8000000000004697,1.7000000000000348,3.4000000000000696,2.6999999999999247,True,False,False,False
2023-12-26,2023-12-26 09:24:00,287424,287467,1,1.10116,1.10086,1.10286,2.9999999999996696,0.700000000000145,1.900000000001345,0.9999999999998899,False,False,True,False
2023-12-28,2023-12-28 07:39:00,287978,288042,-1,1.11181,1.11265,1.11013,8.399999999999519,0.700000000000145,3.1000000000003247,4.999999999999449,False,True,True,True
2024-01-03,2024-01-03 08:19:00,288850,288906,-1,1.09633,1.09664,1.09571,3.1000000000003247,0.7999999999985796,2.6999999999999247,0.700000000000145,False,False,True,False
2024-01-09,2024-01-09 08:24:00,290002,290057,1,1.09429,1.09379,1.09663,4.999999999999449,5.299999999999194,9.099999999999664,0.700000000000145,False,False,False,False
2024-01-16,2024-01-16 07:24:00,291418,291485,1,1.09121,1.09089,1.0951,3.20000000000098,0.6999999999979245,3.9999999999995595,1.9999999999997797,False,False,True,False
