par,lado,R,neta,tam,prof,cierre,hora,rr
EURUSD,-1,0.012195121951300418,-0.07499999999992635,0.8557536466774687,0.25757575757576523,0.9848484848483855,8,0.012195121951300418
EURUSD,1,1.8555555555551224,1.696666666666255,1.4935897435897123,0.10300429184550379,0.28326180257515926,12,1.8555555555551224
EURUSD,-1,0.07103825136610033,-0.0071038251366319916,1.0195575504969399,0.23270440251571448,0.9182389937107138,0,0.07103825136610033
EURUSD,-1,-1.0,-1.1459183673469417,1.2656716417911142,0.33490566037733377,0.12735849056602686,8,1.887755102040985
EURUSD,-1,0.9308510638298023,0.8547872340425635,1.1767955801104777,0.70422535211261,0.17840375586856957,12,0.9308510638298023
EURUSD,1,-1.0,-1.2199999999999867,1.8998923573734139,0.08215297450428867,0.10198300283284284,16,4.87692307692262
EURUSD,1,4.255319148934431,3.9510638297856193,1.3413304252999514,0.004065040650432923,0.186991869918741,20,4.255319148934431
EURUSD,-1,-1.0,-1.420588235294109,0.4248275862069806,0.4025974025973614,0.038961038960997764,0,2.1764705882357935
EURUSD,-1,-1.0,-1.250877192982474,3.0552398272334758,0.0014880952380719314,0.08333333333334986,16,10.807017543860319
EURUSD,-1,0.44059405940583013,0.369801980197914,1.3464696223316523,0.013937282229979444,0.6898954703833249,0,0.44059405940583013
EURUSD,-1,-1.0,-1.0677725118483465,0.7846633972358393,1.0909090909090564,0.10795454545449672,8,0.7440758293839785
EURUSD,-1,-1.0,-1.0494809688581344,1.9821687746216168,0.2343096234309641,0.37029288702925206,16,1.0415224913496017
EURUSD,-1,-1.0,-1.0777173913043545,0.8712942877801191,0.01659751037346195,0.7468879668049586,0,0.331521739130463
EURUSD,-1,-1.0,-1.1153225806451699,0.8214285714285628,0.12173913043480947,0.4173913043477665,4,1.0806451612904988
EURUSD,-1,0.12919463087247346,0.1052013422818693,0.7380440178719057,2.01793721973096,0.6547085201793932,8,0.12919463087247346
EURUSD,-1,-1.0,-1.0687500000000045,1.6752296434687652,0.24349442379180983,0.1431226765799156,20,2.2163461538463047
EURUSD,1,1.327160493827257,1.2388888888889829,1.0161527165932533,0.08959537572255226,0.3786127167629813,0,1.327160493827257
EURUSD,-1,-1.0,-1.0940789473684231,0.8123846044595564,0.4825174825175612,0.0489510489509838,4,1.7894736842106032
EURUSD,-1,3.096618357487911,3.027536231884047,1.6282874040518949,0.3106646058732278,0.009273570324601112,16,3.096618357487911
EURUSD,1,-1.0,-1.069417475728157,1.4993742177722027,0.01502504173621442,0.32888146911519983,20,1.951456310679616
EURUSD,1,-1.0,-1.1007042253521142,0.9973818725844679,0.08750000000001804,0.26749999999997587,0,2.0633802816902445
