R,neta,mot,rgo,hniv,izq,velas,pos,i
2.0,1.8530922539552106,TP,9.734000000000131,20,5,67,0.01602959309494,EURUSD
-1.0,-1.1067801672640394,SL,13.391999999999848,20,2,32,0.020141535111593986,EURUSD
2.0,1.9440860215053761,TP,25.574999999999903,23,7,58,0.4570312500000005,EURUSD
2.0,1.854482548081816,TP,9.82700000000003,20,0,6,0.5899686520376158,EURUSD
2.0,1.854482548081816,TP,9.82700000000003,23,0,6,0.5899686520376158,EURUSD
2.0,1.8635235732009838,TP,10.477999999999321,18,0,53,-0.09528487229862766,EURUSD
-1.0,-1.1618562535370618,SL,8.83500000000037,2,49,53,-0.2003929273084527,EURUSD
-1.0,-1.2155562255050167,SL,6.6339999999986965,2,0,33,-0.10903732809430836,EURUSD
-1.0,-1.0637141329531299,SL,22.443999999999242,23,54,94,1.3064833005893932,EURUSD
-1.0,-1.0917078176104638,SL,15.593000000000412,0,66,68,1.5884086444007928,EURUSD
-1.0,-1.0882008264972587,SL,16.212999999999365,20,13,37,0.5992561599256163,EURUSD
-1.0,-1.0882008264972587,SL,16.212999999999365,23,13,37,0.5992561599256163,EURUSD
-1.0,-1.0882008264972587,SL,16.212999999999365,8,0,37,0.5992561599256163,EURUSD
2.0,1.9278105911454373,TP,19.80899999999952,0,9,18,0.8354253835425383,EURUSD
-1.0,-1.2651093807934901,SL,5.393999999999677,23,0,61,1.0144230769230766,EURUSD
-1.0,-1.1321748775302611,SL,10.8190000000008,23,0,42,0.9316239316239343,EURUSD
-1.0,-1.1381108750241575,SL,10.353999999999086,20,0,7,0.5929487179487192,EURUSD
2.0,1.8939562476826084,TP,13.484999999999747,23,0,37,0.7248322147650846,EURUSD
-1.0,-1.138525622396592,SL,10.32299999999986,23,15,53,2.34228187919464,EURUSD
-1.0,-1.138525622396592,SL,10.32299999999986,23,2,53,2.34228187919464,EURUSD
-1.0,-1.1119636705292848,SL,12.771999999999784,23,0,33,1.4563758389261865,EURUSD
-1.0,-1.2165682265636641,SL,6.603000000000581,23,0,8,-0.3557046979865997,EURUSD
-1.0,-1.2165682265636641,SL,6.603000000000581,23,3,8,-0.3557046979865997,EURUSD
-1.0,-1.1979786792191434,SL,7.223000000000646,23,0,11,0.6402173913043478,EURUSD
-1.0,-1.1734174145040117,SL,8.245999999999531,16,0,3,0.0368519675202986,EURUSD
2.0,1.8392716646060459,TP,8.896999999999933,23,69,22,-0.20174890693316436,EURUSD
-1.0,-1.2620967741935316,SL,5.4560000000003495,23,0,8,-0.11367895065584306,EURUSD
-1.0,-1.2620967741935316,SL,5.4560000000003495,4,0,8,-0.11367895065584306,EURUSD
2.0,1.711693548387127,TP,4.9600000000005195,23,0,53,-0.2810743285446569,EURUSD
2.0,1.636779273558493,TP,3.936999999999413,23,0,6,0.04375896700143483,EURUSD
2.0,1.636779273558493,TP,3.936999999999413,23,0,6,0.04375896700143483,EURUSD
-1.0,-1.200561009817651,SL,7.130000000000747,23,7,73,0.147058823529412,EURUSD
-1.0,-1.200561009817651,SL,7.130000000000747,4,0,73,0.147058823529412,EURUSD
-1.0,-1.1002805049088331,SL,14.260000000000383,23,0,43,0.12697274031563446,EURUSD
-1.0,-1.1002805049088331,SL,14.260000000000383,4,0,43,0.12697274031563446,EURUSD
2.0,1.938658201784488,TP,23.311999999999777,23,4,93,-0.03945480631277276,EURUSD
2.0,1.938658201784488,TP,23.311999999999777,23,4,93,-0.03945480631277276,EURUSD
-1.0,-1.1618562535370618,SL,8.83500000000037,14,11,54,1.2156862745099533,EURUSD
-1.0,-1.1618562535370618,SL,8.83500000000037,23,0,54,1.2156862745099533,EURUSD
-1.0,-1.1618562535370618,SL,8.83500000000037,23,0,54,1.2156862745099533,EURUSD
2.0,1.789365149506532,TP,6.788999999999268,10,17,47,0.07402234636871877,EURUSD
-1.0,-1.0979384973631967,SL,14.600999999999642,14,0,42,0.6033519553072566,EURUSD
-1.0,-1.0979384973631967,SL,14.600999999999642,23,20,42,0.6033519553072566,EURUSD
-1.0,-1.0979384973631967,SL,14.600999999999642,23,0,42,0.6033519553072566,EURUSD
-1.0,-1.0684407006796166,SL,20.8940000000013,14,0,35,1.0377094972067025,EURUSD
-1.0,-1.0684407006796166,SL,20.8940000000013,23,3,35,1.0377094972067025,EURUSD
-1.0,-1.0684407006796166,SL,20.8940000000013,23,0,35,1.0377094972067025,EURUSD
-1.0,-1.0684407006796166,SL,20.8940000000013,3,37,35,1.0377094972067025,EURUSD
-1.0,-1.1095701478813929,SL,13.05099999999948,14,0,30,0.8712574850299447,EURUSD
-1.0,-1.0409671689680855,SL,34.906000000000105,23,38,58,0.8712574850299447,EURUSD
-1.0,-1.0409671689680855,SL,34.906000000000105,23,0,58,0.8712574850299447,EURUSD
-1.0,-1.0409671689680855,SL,34.906000000000105,6,28,58,0.8712574850299447,EURUSD
-1.0,-1.0443548387096773,SL,32.240000000000045,14,0,45,0.8532934131736559,EURUSD
-1.0,-1.097731000546747,SL,14.631999999999978,3,0,65,0.7807118254879436,EURUSD
2.0,1.9046920821114413,TP,15.004000000000683,3,0,17,0.680826636050518,EURUSD
-1.0,-1.103196940174646,SL,13.856999999999342,23,0,34,0.5648679678530433,EURUSD
-1.0,-1.103196940174646,SL,13.856999999999342,23,17,34,0.5648679678530433,EURUSD
-1.0,-1.103196940174646,SL,13.856999999999342,6,0,34,0.5648679678530433,EURUSD
-1.0,-1.0615053763440854,SL,23.250000000000213,23,0,30,0.5878300803673919,EURUSD
-0.36242884250475127,-0.41669829222012017,fuera,26.350000000000538,23,0,8,0.812284730195173,EURUSD
-0.36242884250475127,-0.41669829222012017,fuera,26.350000000000538,6,0,8,0.812284730195173,EURUSD
2.0,1.7844437744950554,TP,6.634000000000917,6,0,48,0.31988188976377874,EURUSD
2.0,1.8028673835125413,TP,7.253999999999872,6,0,18,3.0333333333335553,EURUSD
-1.0,-1.134880211280896,SL,10.601999999999556,6,0,25,2.2333333333335923,EURUSD
2.0,1.9093732175676543,TP,15.77900000000021,23,0,36,3.350000000000296,EURUSD
-1.0,-1.1563696008747881,SL,9.145000000000403,18,7,36,0.9168556311413459,EURUSD
-1.0,-1.1419354838709608,SL,10.0750000000005,18,3,27,1.0400604686318997,EURUSD
2.0,1.6155913978495027,TP,3.7200000000003897,19,7,14,0.010434782608696375,EURUSD
-1.0,-1.129212975512784,SL,11.06700000000016,3,24,8,0.48347826086956325,EURUSD
-1.0,-1.129212975512784,SL,11.06700000000016,12,0,8,0.48347826086956325,EURUSD
-1.0,-1.0800851254480262,SL,17.856000000000538,3,0,15,0.3947826086956489,EURUSD
-1.0,-1.0800851254480262,SL,17.856000000000538,12,0,15,0.3947826086956489,EURUSD
-1.0,-1.0536384096024016,SL,26.65999999999946,19,28,47,0.01758241758242297,EURUSD
2.0,1.8814163695165418,TP,12.05899999999982,3,30,51,0.01758241758242297,EURUSD
2.0,1.8516751374338627,TP,9.640999999999122,3,0,13,-0.15494505494505745,EURUSD
-0.0895730766404646,-0.19465059886840214,fuera,13.608999999999982,18,0,25,0.9274725274725281,EURUSD
-0.0895730766404646,-0.19465059886840214,fuera,13.608999999999982,16,0,25,0.9274725274725281,EURUSD
-1.0,-1.129940935938216,SL,11.004999999999487,15,79,2,1.0920170627665995,EURUSD
-1.0,-1.129940935938216,SL,11.004999999999487,1,69,2,1.0920170627665995,EURUSD
-1.0,-1.129940935938216,SL,11.004999999999487,21,1,2,1.0920170627665995,EURUSD
2.0,1.9323621227887602,TP,21.14199999999955,18,0,8,0.8775137111517329,EURUSD
2.0,1.9323621227887602,TP,21.14199999999955,15,0,8,0.8775137111517329,EURUSD
2.0,1.9323621227887602,TP,21.14199999999955,1,0,8,0.8775137111517329,EURUSD
2.0,1.9323621227887602,TP,21.14199999999955,21,0,8,0.8775137111517329,EURUSD
2.0,1.8904298521186165,TP,13.05100000000059,23,0,62,-0.6842105263158342,EURUSD
2.0,1.7716384541680053,TP,6.262000000000212,16,0,11,-1.3444976076555937,EURUSD
2.0,1.7658424758473745,TP,6.1069999999996405,23,0,3,0.9469122426868913,EURUSD
2.0,1.8334691976243138,TP,8.5869999999999,1,0,26,0.692307692307696,EURUSD
2.0,1.8239349913814178,TP,8.121999999999296,21,0,14,0.5893824485373806,EURUSD
2.0,1.8239349913814178,TP,8.121999999999296,23,13,14,0.5893824485373806,EURUSD
-1.0,-1.0646970999411844,SL,22.102999999999984,17,0,19,0.4279807029634762,EURUSD
2.0,1.878926424519509,TP,11.81099999999935,17,0,88,0.19365954514128014,EURUSD
-1.0,-1.1360738414692213,SL,10.508999999999658,17,7,50,0.2774098601913152,EURUSD
2.0,1.9283710679222603,TP,19.96400000000009,17,0,84,0.11920529801324276,EURUSD
-1.0,-1.088539409324501,SL,16.150999999999804,2,54,74,-0.09124356144223914,EURUSD
-1.0,-1.091890502506104,SL,15.562000000000076,20,12,41,-0.09124356144223914,EURUSD
-1.0,-1.0855826201448362,SL,16.708999999999197,20,0,14,0.08535688005886306,EURUSD
-1.0,-1.366103430619542,SL,3.906000000000187,20,1,1,0.4209790209790156,EURUSD
-1.0,-1.366103430619542,SL,3.906000000000187,20,0,51,0.4545454545454517,EURUSD
-1.0,-1.2050179211469483,SL,6.9750000000001755,2,6,45,0.16867469879521618,EURUSD
-1.0,-1.2050179211469483,SL,6.9750000000001755,22,2,45,0.16867469879521618,EURUSD
2.0,1.886101154918356,TP,12.55499999999965,2,0,23,-0.9518072289156811,EURUSD
2.0,1.886101154918356,TP,12.55499999999965,22,0,23,-0.9518072289156811,EURUSD
-1.0,-1.175395559916603,SL,8.152999999999633,10,0,19,0.6528221512247031,EURUSD
-1.0,-1.1410673769359763,SL,10.137000000000063,2,0,17,0.5399361022364232,EURUSD
-1.0,-1.1410673769359763,SL,10.137000000000063,22,0,17,0.5399361022364232,EURUSD
-1.0,-1.104600980177012,SL,13.671000000000655,21,8,79,0.31126482213438544,EURUSD
-1.0,-1.0762463343108537,SL,18.75499999999919,23,0,7,0.6109589041095858,EURUSD
-1.0,-1.1695920303605225,SL,8.43200000000044,23,0,76,1.1058020477815396,EURUSD
-1.0,-1.1469077460447894,SL,9.734000000000131,13,7,26,1.5051194539248722,EURUSD
-1.0,-1.1512427287149587,SL,9.455000000000435,20,0,26,0.5929487179487216,EURUSD
-1.0,-1.1167823601470024,SL,12.244999999999617,20,0,12,0.4551282051282138,EURUSD
2.0,1.6424106026507697,TP,3.999000000001196,20,11,6,0.4365162644281306,EURUSD
-1.0,-1.0429506818045302,SL,33.293999999999265,20,0,78,0.4092339979013571,EURUSD
-1.0,-1.0587630984179144,SL,24.335000000000882,20,12,54,-0.01783840503672663,EURUSD
-1.0,-1.0822264389626821,SL,17.390999999999934,19,0,42,-0.3347324239244544,EURUSD
-1.0,-1.0822264389626821,SL,17.390999999999934,10,47,42,-0.3347324239244544,EURUSD
2.0,1.911967495690709,TP,16.243999999998593,23,2,74,0.4851851851852123,EURUSD
-1.0,-1.1574369701640665,SL,9.08299999999862,23,5,22,-0.07037037037033413,EURUSD
-1.0,-1.091890502506104,SL,15.562000000000076,23,0,35,0.388888888888866,EURUSD
2.0,1.82258064516126,TP,8.059999999998624,23,6,94,1.1222222222221938,EURUSD
2.0,1.7061845079103874,TP,4.866999999999511,23,8,7,0.5419058553386725,EURUSD
-1.0,-1.032462373158386,SL,44.05099999999828,20,35,93,1.5591274397244468,EURUSD
-1.0,-1.032462373158386,SL,44.05099999999828,23,0,93,1.5591274397244468,EURUSD
-1.0,-1.032462373158386,SL,44.05099999999828,20,11,93,1.5591274397244468,EURUSD
-1.0,-1.04247608863542,SL,33.66599999999886,20,0,11,0.432835820895503,EURUSD
-1.0,-1.04247608863542,SL,33.66599999999886,23,14,11,0.432835820895503,EURUSD
-1.0,-1.04247608863542,SL,33.66599999999886,20,0,11,0.432835820895503,EURUSD
2.0,1.9099042338709746,TP,15.872000000001218,23,0,38,0.3205574912891996,EURUSD
-1.0,-1.1517402376910002,SL,9.424000000000099,20,0,12,0.3205574912891996,EURUSD
-1.0,-1.1136183060543563,SL,12.585999999998876,20,0,15,0.3658536585365848,EURUSD
-1.0,-1.1041287409888574,SL,13.733000000000217,20,0,78,0.36490250696378157,EURUSD
-1.0,-1.0710770913067305,SL,20.118999999998444,23,0,82,0.0677808727948104,EURUSD
-1.0,-1.0710770913067305,SL,20.118999999998444,20,0,82,0.0677808727948104,EURUSD
-1.0,-1.1671341748480684,SL,8.555999999999564,23,0,8,0.14577530176416406,EURUSD
-1.0,-1.1671341748480684,SL,8.555999999999564,2,33,8,0.14577530176416406,EURUSD
-1.0,-1.0957033864275196,SL,14.94200000000001,23,41,10,-0.17270194986071902,EURUSD
-1.0,-1.0957033864275196,SL,14.94200000000001,2,0,10,-0.17270194986071902,EURUSD
2.0,1.8639261585307931,TP,10.509000000000768,20,0,45,0.6518737672583806,EURUSD
2.0,1.911460590675499,TP,16.150999999999804,20,0,82,0.5088757396449738,EURUSD
2.0,1.894682574753266,TP,13.577999999998536,23,0,7,0.2879684418145979,EURUSD
-1.0,-1.1103565365025407,SL,12.958000000000691,2,21,27,0.2879684418145979,EURUSD
-1.0,-1.1011601584606667,SL,14.136000000000148,23,0,15,0.5848126232741586,EURUSD
-1.0,-1.1029665898617536,SL,13.887999999999678,15,0,94,0.9560761346998592,EURUSD
-1.0,-1.2217741935483486,SL,6.4480000000011195,22,0,20,0.9560761346998592,EURUSD
-1.0,-1.2217741935483486,SL,6.4480000000011195,19,0,20,0.9560761346998592,EURUSD
2.0,1.9044947572296822,TP,14.973000000000347,19,0,84,1.0366032210834344,EURUSD
-1.0,-1.1136183060543563,SL,12.585999999998876,22,0,69,1.2284040995607584,EURUSD
-1.0,-1.1136183060543563,SL,12.585999999998876,23,0,69,1.2284040995607584,EURUSD
-1.0,-1.3391840607211343,SL,4.215999999999109,23,0,15,1.105417276720325,EURUSD
-1.0,-1.1337073398784407,SL,10.695000000000565,23,52,32,1.27672035139091,EURUSD
-1.0,-1.116487455197133,SL,12.275999999999954,0,54,67,1.336749633967779,EURUSD
-1.0,-1.0985663082437294,SL,14.507999999999743,23,0,54,1.0732064421669014,EURUSD
-1.0,-1.3942652329749778,SL,3.6269999999993807,10,0,12,2.2591508052708345,EURUSD
-1.0,-1.1579761378700753,SL,9.052000000000504,20,0,17,1.0101382488479107,EURUSD
-1.0,-1.1077781127524724,SL,13.268000000001834,12,24,23,-0.046407185628747245,EURUSD
-1.0,-1.1082841132818322,SL,13.206000000001161,12,0,70,0.9047619047619149,EURUSD
-1.0,-1.1082841132818322,SL,13.206000000001161,23,0,70,0.9047619047619149,EURUSD
2.0,1.7670250896057338,TP,6.137999999999977,23,0,84,0.9047619047619149,EURUSD
-1.0,-1.0356759723573588,SL,40.08299999999964,20,10,82,6.714285714285745,EURUSD
-1.0,-1.0356759723573588,SL,40.08299999999964,12,0,82,6.714285714285745,EURUSD
-1.0,-1.0356759723573588,SL,40.08299999999964,5,27,82,6.714285714285745,EURUSD
-1.0,-1.0356759723573588,SL,40.08299999999964,23,0,82,6.714285714285745,EURUSD
-1.0,-1.0796701766115036,SL,17.949000000001547,5,0,27,10.038095238095277,EURUSD
-1.0,-1.311682650392265,SL,4.588000000000925,15,0,2,0.11217756448710363,EURUSD
2.0,1.9022689994532604,TP,14.632000000001089,23,0,34,0.2915416916616696,EURUSD
2.0,1.8808035342168792,TP,11.996999999999147,23,2,20,0.17276544691061557,EURUSD
-1.0,-1.0971137521222418,SL,14.724999999999877,21,0,14,0.060587882423525266,EURUSD
-1.0,-1.172767911078873,SL,8.277000000000978,21,0,55,-0.015596880623870671,EURUSD
-1.0,-1.3548387096774799,SL,4.029999999999312,15,0,11,0.4832214765100763,EURUSD
-1.0,-1.1823281907433214,SL,7.8430000000007105,15,0,15,0.38523489932885163,EURUSD
-1.0,-1.132554690396745,SL,10.787999999999354,23,19,37,0.5127516778523432,EURUSD
-1.0,-1.0450919181408258,SL,31.71299999999988,12,0,55,0.5248322147650847,EURUSD
-1.0,-1.0420118690874896,SL,34.03800000000068,5,33,47,0.8778523489932923,EURUSD
-1.0,-1.047022458978657,SL,30.411000000001298,21,14,31,-0.2899328859060637,EURUSD
-1.0,-1.047022458978657,SL,30.411000000001298,21,15,31,-0.2899328859060637,EURUSD
-1.0,-1.1767395871956237,SL,8.09100000000118,5,0,7,1.067870036101078,EURUSD
-1.0,-1.1767395871956237,SL,8.09100000000118,21,0,7,1.067870036101078,EURUSD
-1.0,-1.1590656284760876,SL,8.989999999999831,5,0,33,0.9812274368230941,EURUSD
-1.0,-1.1590656284760876,SL,8.989999999999831,21,0,33,0.9812274368230941,EURUSD
-1.0,-1.0941408821593124,SL,15.190000000000481,12,0,3,1.6779783393501744,EURUSD
-1.0,-1.200561009817682,SL,7.129999999999637,16,6,17,0.9580668088130712,EURUSD
-1.0,-1.2635944700460284,SL,5.425000000001123,9,15,84,0.9839999999998977,EURUSD
-1.0,-1.2635944700460284,SL,5.425000000001123,23,0,84,0.9839999999998977,EURUSD
-1.0,-1.1065335617969232,SL,13.422999999999075,9,0,69,2.9999999999996447,EURUSD
-1.0,-1.1065335617969232,SL,13.422999999999075,23,0,69,2.9999999999996447,EURUSD
-1.0,-1.0715178794698699,SL,19.99499999999932,16,0,84,0.6879999999999588,EURUSD
-1.0,-1.061341798215512,SL,23.311999999999777,23,2,48,0.4560000000000739,EURUSD
2.0,1.8635235732009983,TP,10.478000000000431,21,9,18,0.03658536585364698,EURUSD
2.0,1.9014336917562706,TP,14.507999999999743,23,0,38,0.3937282229965055,EURUSD
-1.0,-1.2294976729256577,SL,6.231000000000986,20,4,28,0.02721088435376801,EURUSD
-1.0,-1.185257157662925,SL,7.718999999999365,20,1,6,-0.13605442176868898,EURUSD
2.0,1.9402473675413667,TP,23.931999999999842,21,0,66,0.54965986394557,EURUSD
2.0,1.927470075065939,TP,19.716000000000733,16,43,26,1.050340136054418,EURUSD
2.0,1.927470075065939,TP,19.716000000000733,23,0,26,1.050340136054418,EURUSD
2.0,1.927470075065939,TP,19.716000000000733,13,23,26,1.050340136054418,EURUSD
-1.0,-1.1114227832320456,SL,12.833999999999346,23,0,56,0.7774647887323923,EURUSD
2.0,1.8452045897380063,TP,9.237999999998081,9,24,20,0.9568075117370974,EURUSD
2.0,1.8452045897380063,TP,9.237999999998081,23,24,20,0.9568075117370974,EURUSD
-1.0,-1.256272401433665,SL,5.5800000000005845,9,0,6,0.9464788732394396,EURUSD
-1.0,-1.256272401433665,SL,5.5800000000005845,15,0,6,0.9464788732394396,EURUSD
-1.0,-1.1601702508960325,SL,8.92800000000138,17,8,73,1.187499999999989,EURUSD
1.2624237140366115,1.2000871839581464,fuera,22.940000000000182,17,0,57,0.9481382978723253,EURUSD
2.0,1.7893651495065663,TP,6.789000000000378,15,0,14,0.8976063829787313,EURUSD
-1.0,-1.2196620583717503,SL,6.509999999999572,23,0,41,0.7912234042553089,EURUSD
-1.0,-1.1558413251961326,SL,9.17600000000185,13,0,89,0.21311475409835298,EURUSD
-1.0,-1.0767537974343833,SL,18.631000000000064,13,0,82,1.7027027027027406,EURUSD
2.0,1.8635235732009983,TP,10.478000000000431,15,12,93,1.7027027027027406,EURUSD
-1.0,-1.0767537974343833,SL,18.631000000000064,23,9,82,1.7027027027027406,EURUSD
-1.0,-1.0767537974343833,SL,18.631000000000064,23,0,82,1.7027027027027406,EURUSD
2.0,1.8610571317528262,TP,10.292000000000634,15,0,56,2.981981981982063,EURUSD
-1.0,-1.3391840607211343,SL,4.215999999999109,17,20,27,3.4504504504506235,EURUSD
-1.0,-1.3054902798547507,SL,4.680999999999713,17,0,8,3.5495495495497766,EURUSD
-1.0,-1.2729528535979457,SL,5.239000000001326,23,0,27,0.5208613728129227,EURUSD
-1.0,-1.201436822087638,SL,7.0989999999993,15,10,35,0.5477792732166881,EURUSD
-1.0,-1.2713472485768789,SL,5.269999999999442,23,0,20,0.38761776581426316,EURUSD
-1.0,-1.1882817643186248,SL,7.5950000000002404,15,2,30,0.6069986541049778,EURUSD
-1.0,-1.1031969401746293,SL,13.857000000001563,15,27,85,1.0316586373021424,EURUSD
2.0,1.7893651495065663,TP,6.789000000000378,9,24,13,0.038007863695925154,EURUSD
-1.0,-1.2217741935483486,SL,6.4480000000011195,9,0,9,-0.04062909567497253,EURUSD
2.0,1.9036972186679317,TP,14.849000000001222,9,14,57,0.13472222222222618,EURUSD
2.0,1.8467474011360199,TP,9.33100000000131,9,0,25,0.21666666666666795,EURUSD
-1.0,-1.3318635414250866,SL,4.308999999997898,19,0,13,0.10240202275600112,EURUSD
-1.0,-1.0847960151802611,SL,16.86400000000088,9,0,43,3.9729729729729946,EURUSD
0.9002291556495355,0.8372113520182991,fuera,22.691999999999712,9,0,68,0.3946406820950197,EURUSD
2.0,1.9271263313458686,TP,19.622999999999724,19,0,73,0.21680876979294808,EURUSD
2.0,1.9150478227291656,TP,16.833000000000542,23,0,60,0.4311814859927012,EURUSD
-1.0,-1.1090520857164634,SL,13.113000000000152,9,0,46,0.7040194884287555,EURUSD
2.0,1.58064516129023,TP,3.409999999999247,14,14,35,0.9819494584837167,EURUSD
-1.0,-1.168970814132089,SL,8.463000000000775,14,0,8,1.012635379061334,EURUSD
-1.0,-1.1402098244926024,SL,10.198999999999625,23,0,39,-0.05595667870036586,EURUSD
-1.0,-1.1402098244926024,SL,10.198999999999625,18,0,39,-0.05595667870036586,EURUSD
-1.0,-1.2919559003673737,SL,4.898000000002067,23,0,22,-0.10649819494586277,EURUSD
-1.0,-1.3034804753820002,SL,4.7120000000000495,22,0,10,-0.19675090252707864,EURUSD
-1.0,-1.2651093807935447,SL,5.393999999998567,23,0,7,0.18539976825029203,EURUSD
-1.0,-1.2651093807935447,SL,5.393999999998567,18,3,7,0.18539976825029203,EURUSD
2.0,1.1907187323142847,TP,1.7669999999991859,14,0,9,4.3676470588233185,EURUSD
2.0,1.82258064516126,TP,8.059999999998624,23,0,29,1.1439588688946332,EURUSD
-1.0,-1.2415132578956323,SL,5.920999999999843,14,0,4,1.3856041131105594,EURUSD
-1.0,-1.1845161290322124,SL,7.750000000001922,9,65,35,1.2724935732648006,EURUSD
-1.0,-1.3159522757401503,SL,4.526000000000252,9,3,3,1.6915167095115982,EURUSD
2.0,1.8369998860139007,TP,8.772999999999698,14,0,54,0.9537275064267169,EURUSD
-1.0,-1.1002805049088253,SL,14.260000000001494,23,0,28,0.9537275064267169,EURUSD
-1.0,-1.1816103632207535,SL,7.873999999998826,14,0,13,0.7557840616966532,EURUSD
2.0,1.8334691976243138,TP,8.5869999999999,14,0,85,0.5266781411359748,EURUSD
2.0,1.8334691976243138,TP,8.5869999999999,23,0,85,0.5266781411359748,EURUSD
-1.0,-1.41935483870977,SL,3.409999999999247,23,0,23,-0.06196213425127542,EURUSD
-1.0,-1.41935483870977,SL,3.409999999999247,15,29,23,-0.06196213425127542,EURUSD
-1.0,-1.175395559916603,SL,8.152999999999633,23,8,86,0.4047267355982257,EURUSD
-1.0,-1.1988320355950972,SL,7.192000000000309,14,0,73,0.3146233382570138,EURUSD
2.0,1.8843883903306744,TP,12.369000000000963,23,0,60,0.73116691285082,EURUSD
-1.0,-1.137288786482338,SL,10.415999999999759,11,23,7,0.5598227474150653,EURUSD
2.0,1.9062418043535208,TP,15.251999999998933,11,10,51,0.7553593947036501,EURUSD
-1.0,-1.1569014702655436,SL,9.113999999998956,15,11,59,0.7553593947036501,EURUSD
-1.0,-1.1767395871956237,SL,8.09100000000118,11,0,46,0.5498108448928025,EURUSD
-1.0,-1.145517451918217,SL,9.82699999999781,15,0,33,0.8196721311475355,EURUSD
-1.0,-1.085424133811233,SL,16.739999999999533,18,17,30,0.8196721311475355,EURUSD
-1.0,-1.1542776998597368,SL,9.269000000000638,18,0,95,0.7292225201072514,EURUSD
2.0,1.898617511520752,TP,14.105000000002033,23,2,84,0.6798561151079734,EURUSD
2.0,1.7204301075268806,TP,5.114999999999981,18,0,10,0.41726618705037694,EURUSD
2.0,1.702393340270617,TP,4.805000000001058,18,0,22,0.39928057553962754,EURUSD
-1.0,-1.1274282659062598,SL,11.221999999999621,11,0,83,-0.007194244604283794,EURUSD
