R,neta,mot,rgo,hniv,izq,velas,pos,i
-1.0,-1.1985111662531356,SL,8.059999999998624,15,18,17,0.7217165149544814,GBPUSD
2.0,1.8195353034062856,TP,8.866000000000707,13,0,6,0.6421052631578898,GBPUSD
2.0,1.8195353034062856,TP,8.866000000000707,15,0,6,0.6421052631578898,GBPUSD
-1.0,-1.324609454250343,SL,4.929000000000183,13,0,13,0.597894736842107,GBPUSD
-1.0,-1.1496026180458079,SL,10.695000000000565,15,0,21,0.5326315789473638,GBPUSD
-1.0,-1.094702574726256,SL,16.894999999998994,15,0,73,0.5157894736842048,GBPUSD
2.0,1.9296826931528535,TP,22.754000000000385,15,0,82,0.43228070175437905,GBPUSD
-1.0,-1.082712985938797,SL,19.343999999998918,15,6,38,0.6382322713257922,GBPUSD
-1.0,-1.082712985938797,SL,19.343999999998918,15,6,38,0.6382322713257922,GBPUSD
2.0,1.9511241446725316,TP,32.735999999999876,15,0,74,0.5344295991777986,GBPUSD
-1.0,-1.056593095642331,SL,28.272000000000297,15,0,61,0.4254881808838539,GBPUSD
-1.0,-1.1518026565464736,SL,10.540000000001104,23,0,23,-0.14285714285714612,GBPUSD
-1.0,-1.1518026565464736,SL,10.540000000001104,23,54,23,-0.14285714285714612,GBPUSD
2.0,1.8481973434535264,TP,10.540000000001104,22,0,17,-0.14285714285714612,GBPUSD
-1.0,-1.0966533768273545,SL,16.553999999999736,23,0,1,-0.17780061664954222,GBPUSD
-1.0,-1.0500125031257839,SL,31.991999999998466,22,84,53,0.4717368961973247,GBPUSD
-1.0,-1.0500125031257839,SL,31.991999999998466,0,84,53,0.4717368961973247,GBPUSD
-1.0,-1.0500125031257839,SL,31.991999999998466,3,57,53,0.4717368961973247,GBPUSD
-1.0,-1.172618405437468,SL,9.269000000000638,21,0,12,-0.090150250417359,GBPUSD
2.0,1.7380055673816777,TP,6.1069999999996405,22,1,4,1.631578947368464,GBPUSD
2.0,1.7380055673816777,TP,6.1069999999996405,23,0,4,1.631578947368464,GBPUSD
-1.0,-1.2555094219099696,SL,6.261999999999102,22,0,49,1.078947368421102,GBPUSD
-1.0,-1.2457757296467136,SL,6.509999999999572,8,0,12,0.984563758389265,GBPUSD
-1.0,-1.2000500125031215,SL,7.998000000000172,22,3,66,0.984563758389265,GBPUSD
-1.0,-1.0833811037573633,SL,19.188999999999456,18,62,63,1.0845637583892636,GBPUSD
-1.0,-1.0833811037573633,SL,19.188999999999456,22,5,63,1.0845637583892636,GBPUSD
-1.0,-1.1940334707736935,SL,8.246000000000642,23,0,70,0.6550335570469733,GBPUSD
2.0,1.5769434161817848,TP,3.781999999998842,23,27,13,0.6234899328859017,GBPUSD
-1.0,-1.4373974849644953,SL,3.657999999999717,23,6,12,0.21214953271027678,GBPUSD
-1.0,-1.3660489590483924,SL,4.3709999999985705,23,0,20,0.250467289719624,GBPUSD
-1.0,-1.1036403679232998,SL,15.438000000000951,8,13,88,0.471962616822423,GBPUSD
2.0,1.8756315584920296,TP,12.864999999999682,8,0,27,0.13457943925234458,GBPUSD
-1.0,-1.0920016100281758,SL,17.390999999999934,22,22,72,0.3691588785046788,GBPUSD
-1.0,-1.2168609379235533,SL,7.378000000000107,22,0,35,0.9756888168557744,GBPUSD
-1.0,-1.3072196620584444,SL,5.207999999998769,15,15,15,1.0956239870340503,GBPUSD
-1.0,-1.2008284172210408,SL,7.966999999999835,23,0,15,0.4100486223663111,GBPUSD
-1.0,-1.2660458929164904,SL,6.014000000000852,23,0,9,-0.03727714748783665,GBPUSD
-1.0,-1.2660458929164904,SL,6.014000000000852,0,0,9,-0.03727714748783665,GBPUSD
-1.0,-1.1918695287204322,SL,8.33900000000165,11,1,20,0.6457536342769746,GBPUSD
-1.0,-1.1183782184078122,SL,13.516000000000084,11,0,76,0.7192042846212805,GBPUSD
0.5999134011691105,0.5306343364364834,fuera,23.094999999999644,12,37,82,1.231666666666667,GBPUSD
0.5999134011691105,0.5306343364364834,fuera,23.094999999999644,9,0,82,1.231666666666667,GBPUSD
-1.0,-1.1670320492744235,SL,9.57900000000178,12,0,14,1.068333333333337,GBPUSD
-1.0,-1.1040582726326724,SL,15.376000000000278,12,0,61,0.2040572792362875,GBPUSD
2.0,1.8226360713889846,TP,9.021000000000168,12,1,10,0.4152744630071751,GBPUSD
-1.0,-1.14831294030402,SL,10.788000000001574,22,0,16,0.450643776824029,GBPUSD
-1.0,-1.1191983908217322,SL,13.422999999999075,23,33,78,0.024320457796852966,GBPUSD
-1.0,-1.1191983908217322,SL,13.422999999999075,0,32,78,0.024320457796852966,GBPUSD
-1.0,-1.1220163196827562,SL,13.113000000000152,23,0,66,0.18884120171673507,GBPUSD
2.0,1.90666744443796,TP,17.142999999999464,17,9,72,-0.08198614318706668,GBPUSD
-1.0,-1.2244039270687352,SL,7.129999999999637,17,0,21,0.10623556581986647,GBPUSD
2.0,1.8335067637877194,TP,9.609999999999896,17,0,26,0.5927977839335262,GBPUSD
-1.0,-1.1559302212259968,SL,10.261000000000298,17,0,44,3.495327102803915,GBPUSD
-1.0,-1.5110188438201204,SL,3.1309999999984406,2,0,5,6.485981308411745,GBPUSD
-1.0,-1.237847480303266,SL,6.726999999999705,2,0,39,0.6484736355226614,GBPUSD
-1.0,-1.4488078541373306,SL,3.5650000000009285,2,0,5,0.6669750231267296,GBPUSD
-1.0,-1.2446109157621192,SL,6.540999999999908,15,0,13,0.5883441258094292,GBPUSD
-1.0,-1.2446109157621192,SL,6.540999999999908,3,0,13,0.5883441258094292,GBPUSD
2.0,1.8176222500854833,TP,8.772999999999698,15,0,28,0.4986123959296959,GBPUSD
2.0,1.8176222500854833,TP,8.772999999999698,3,0,28,0.4986123959296959,GBPUSD
2.0,1.8537878095586358,TP,10.943000000001035,3,0,78,0.3013293943870102,GBPUSD
2.0,1.7565429093122427,TP,6.572000000000244,16,0,72,0.9822747415066619,GBPUSD
2.0,1.7565429093122427,TP,6.572000000000244,1,0,72,0.9822747415066619,GBPUSD
-1.0,-1.2660458929164904,SL,6.014000000000852,1,0,5,0.7401774397972246,GBPUSD
2.0,1.7935483870968254,TP,7.750000000001922,16,5,19,0.5855513307984913,GBPUSD
2.0,1.7935483870968254,TP,7.750000000001922,1,0,19,0.5855513307984913,GBPUSD
2.0,1.4623655913980662,TP,2.9760000000012,16,0,5,0.5046235138705571,GBPUSD
2.0,1.862365591397844,TP,11.624999999999552,16,0,66,0.12549537648612905,GBPUSD
2.0,1.862365591397844,TP,11.624999999999552,1,0,66,0.12549537648612905,GBPUSD
-1.0,-1.2567806130637647,SL,6.230999999998765,4,28,50,0.0647291941875953,GBPUSD
-1.0,-1.280504908835919,SL,5.703999999999709,4,0,16,-0.03434610303829912,GBPUSD
-1.0,-1.3072196620584444,SL,5.207999999998769,1,13,40,4.3625000000004714,GBPUSD
-1.0,-1.187683284457495,SL,8.524999999999228,1,2,45,5.900000000000722,GBPUSD
2.0,1.8634579279740635,TP,11.718000000000561,4,10,27,1.8750000000002776,GBPUSD
-1.0,-1.1940334707736935,SL,8.246000000000642,23,28,36,0.2376760563380161,GBPUSD
-1.0,-1.1940334707736935,SL,8.246000000000642,15,12,36,0.2376760563380161,GBPUSD
2.0,1.596774193548249,TP,3.9679999999986393,4,0,5,0.33274647887322256,GBPUSD
2.0,1.9380397320218419,TP,25.823000000000373,7,96,73,-0.7482394366196775,GBPUSD
2.0,1.9380397320218419,TP,25.823000000000373,15,40,73,-0.7482394366196775,GBPUSD
2.0,1.9380397320218419,TP,25.823000000000373,23,0,73,-0.7482394366196775,GBPUSD
2.0,1.9380397320218419,TP,25.823000000000373,23,3,73,-0.7482394366196775,GBPUSD
2.0,1.9380397320218419,TP,25.823000000000373,15,3,73,-0.7482394366196775,GBPUSD
-1.0,-1.1086587436332778,SL,14.724999999999877,7,0,71,-0.3186619718309553,GBPUSD
-1.0,-1.1638504864311052,SL,9.765000000001578,15,0,12,0.1514084507042365,GBPUSD
2.0,1.8499624906226588,TP,10.664000000000229,4,0,39,0.9147358665430931,GBPUSD
-1.0,-1.1830244795241032,SL,8.742000000001582,2,40,58,0.9870250231695988,GBPUSD
2.0,1.8335067637877194,TP,9.609999999999896,11,62,22,1.1560077519379721,GBPUSD
2.0,1.8335067637877194,TP,9.609999999999896,2,0,22,1.1560077519379721,GBPUSD
2.0,1.8335067637877194,TP,9.609999999999896,20,0,22,1.1560077519379721,GBPUSD
-1.0,-1.085029494605942,SL,18.81699999999986,11,0,74,1.0562015503875988,GBPUSD
2.0,1.7565429093122427,TP,6.572000000000244,2,0,67,1.1976744186046318,GBPUSD
-1.0,-1.0798961350244696,SL,20.025999999999655,20,0,28,0.9718992248061898,GBPUSD
2.0,1.896774193548383,TP,15.499999999999403,20,0,66,0.41807348560079816,GBPUSD
2.0,1.8906506287588927,TP,14.632000000001089,2,0,54,0.33763654419067146,GBPUSD
-1.0,-1.1992776186324448,SL,8.029000000000508,23,0,5,0.16285998013903497,GBPUSD
-1.0,-1.1055478593574763,SL,15.159000000000145,15,22,43,0.14796425024826096,GBPUSD
-1.0,-1.1055478593574763,SL,15.159000000000145,9,22,43,0.14796425024826096,GBPUSD
-1.0,-1.3440860215052581,SL,4.650000000001597,20,0,81,0.370159453302958,GBPUSD
2.0,1.7116597585150606,TP,5.549000000000248,23,0,15,0.370159453302958,GBPUSD
-1.0,-1.3767365198962498,SL,4.247000000001666,20,0,45,0.3849658314350723,GBPUSD
-1.0,-1.205629096517156,SL,7.781000000000038,23,0,19,0.1548974943052422,GBPUSD
2.0,1.6604414261460136,TP,4.7120000000000495,23,0,3,0.057647058823528614,GBPUSD
-1.0,-1.5490734385723097,SL,2.9140000000005273,23,2,82,0.19104084321477388,GBPUSD
2.0,1.8201641002584903,TP,8.896999999998823,23,0,23,-0.08827404479577472,GBPUSD
2.0,1.8201641002584903,TP,8.896999999998823,21,5,23,-0.08827404479577472,GBPUSD
-1.0,-1.3266639444671398,SL,4.897999999999847,21,0,21,0.08695652173914188,GBPUSD
-1.0,-1.2932551319648504,SL,5.455999999999239,9,39,87,0.9960474308300138,GBPUSD
-1.0,-1.2048131080389046,SL,7.812000000000374,9,0,60,1.2022857142857242,GBPUSD
-1.0,-1.1540683678382369,SL,10.384999999999422,9,0,20,0.9680000000000181,GBPUSD
-1.0,-1.1540683678382369,SL,10.384999999999422,21,0,20,0.9680000000000181,GBPUSD
-1.0,-1.1055478593574763,SL,15.159000000000145,21,0,76,1.0708571428571518,GBPUSD
2.0,1.8847926267281079,TP,13.887999999999678,21,36,41,-0.5390070921985851,GBPUSD
2.0,1.876524154962192,TP,12.958000000000691,23,0,28,-0.19007092198580094,GBPUSD
2.0,1.8659405111018093,TP,11.935000000000695,22,0,27,-0.08085106382978147,GBPUSD
2.0,1.8533724340175748,TP,10.911999999998478,23,2,32,1.873134328358052,GBPUSD
2.0,1.8533724340175748,TP,10.911999999998478,23,0,32,1.873134328358052,GBPUSD
-1.0,-1.072388363570556,SL,22.102999999999984,22,0,82,3.05223880596999,GBPUSD
-1.0,-1.2389486260454228,SL,6.695999999999369,8,0,11,-1.223880597014715,GBPUSD
-1.0,-1.1761532533303811,SL,9.08300000000084,23,0,24,1.4101382488479517,GBPUSD
-1.0,-1.280504908835919,SL,5.703999999999709,23,10,38,0.041474654377947145,GBPUSD
-1.0,-1.3823178016725497,SL,4.1850000000009935,23,0,11,-0.21198156682023217,GBPUSD
-1.0,-1.2072807358466293,SL,7.718999999999365,7,0,16,0.7894736842105176,GBPUSD
2.0,1.5734470807785417,TP,3.751000000000726,7,0,14,1.0045112781954848,GBPUSD
-1.0,-1.0916747837048157,SL,17.452999999998386,14,42,56,1.401503759398486,GBPUSD
-1.0,-1.1628167294189842,SL,9.82699999999781,18,63,31,1.493233082706756,GBPUSD
2.0,1.9091322126306114,TP,17.607999999997848,14,0,88,1.0090225563909696,GBPUSD
-1.0,-1.1628167294189842,SL,9.82699999999781,23,0,25,0.6601503759398626,GBPUSD
2.0,1.7494519260882486,TP,6.385999999998226,14,12,10,0.4035087719298268,GBPUSD
2.0,1.7494519260882486,TP,6.385999999998226,7,0,10,0.4035087719298268,GBPUSD
-1.0,-1.2660458929164904,SL,6.014000000000852,7,0,27,0.5029239766081933,GBPUSD
-1.0,-1.2283756779902775,SL,7.006000000000512,23,39,14,-0.06783625730994575,GBPUSD
-1.0,-1.2283756779902775,SL,7.006000000000512,17,16,14,-0.06783625730994575,GBPUSD
-1.0,-1.2224694104560527,SL,7.192000000000309,23,0,10,-0.0011695906432825384,GBPUSD
0.40746080374837723,0.3497927554513894,fuera,27.74500000000124,16,0,68,0.48658600736454466,GBPUSD
-1.0,-1.6791171477082925,SL,2.3559999999989145,16,0,6,1.0,GBPUSD
-1.0,-1.1659578881858688,SL,9.641000000000233,14,43,10,-4.082758620689741,GBPUSD
2.0,1.9288097886540658,TP,22.4750000000018,14,0,84,-2.0758620689655576,GBPUSD
-1.0,-1.2660458929164904,SL,6.014000000000852,14,0,7,0.6496969696969569,GBPUSD
-1.0,-1.274536719286155,SL,5.828000000001055,23,0,26,0.6824242424242561,GBPUSD
-1.0,-1.0738382020397812,SL,21.668999999999716,14,24,65,0.02424242424242196,GBPUSD
2.0,1.675390545749657,TP,4.929000000000183,11,25,6,-0.019393939393959097,GBPUSD
-1.0,-1.0966533768273545,SL,16.553999999999736,16,94,15,-0.27030303030305597,GBPUSD
-1.0,-1.2530044275774028,SL,6.324000000001995,14,0,36,0.2048484848484844,GBPUSD
2.0,1.6029776674937288,TP,4.029999999999312,14,0,2,0.500829187396357,GBPUSD
-1.0,-1.1767565178965875,SL,9.052000000000504,14,0,25,0.39966832504146454,GBPUSD
-1.0,-1.1767565178965875,SL,9.052000000000504,11,4,25,0.39966832504146454,GBPUSD
2.0,1.8762280498182133,TP,12.927000000000355,11,0,83,0.49336650082919914,GBPUSD
2.0,1.903165284754581,TP,16.5229999999994,11,0,58,-0.07039711191333635,GBPUSD
2.0,1.903165284754581,TP,16.5229999999994,5,32,58,-0.07039711191333635,GBPUSD
2.0,1.827381594562532,TP,9.269000000000638,5,0,60,0.054151624548729516,GBPUSD
2.0,1.6833564219275243,TP,5.052999999999308,16,6,2,0.031578947368415905,GBPUSD
2.0,1.8771121351766642,TP,13.020000000001364,16,4,55,-0.48305084745760957,GBPUSD
2.0,1.8771121351766642,TP,13.020000000001364,23,4,55,-0.48305084745760957,GBPUSD
-1.0,-1.3225806451612565,SL,4.9600000000005195,16,0,59,0.16949152542371607,GBPUSD
-1.0,-1.3225806451612565,SL,4.9600000000005195,23,0,59,0.16949152542371607,GBPUSD
2.0,1.8696643857934174,TP,12.275999999999954,23,15,66,0.15206611570248463,GBPUSD
-1.0,-1.1947656725502058,SL,8.215000000000305,23,0,77,0.534710743801651,GBPUSD
-1.0,-1.3970223325062712,SL,4.029999999999312,23,6,4,0.9030172413792966,GBPUSD
-1.0,-1.3970223325062712,SL,4.029999999999312,18,0,4,0.9030172413792966,GBPUSD
-1.0,-1.190453517438398,SL,8.401000000000103,23,0,90,0.05611510791368515,GBPUSD
-1.0,-1.190453517438398,SL,8.401000000000103,18,2,90,0.05611510791368515,GBPUSD
-1.0,-1.2867383512544504,SL,5.5800000000005845,22,2,32,-0.028225806451618318,GBPUSD
-1.0,-1.2867383512544504,SL,5.5800000000005845,23,2,32,-0.028225806451618318,GBPUSD
-1.0,-1.1228878648233358,SL,13.020000000001364,17,70,72,3.5604838709677344,GBPUSD
2.0,1.4328252392767553,TP,2.8209999999995183,17,0,8,3.205645161290324,GBPUSD
2.0,1.6148290804044905,TP,4.154000000000657,17,0,16,0.7467771639042351,GBPUSD
-1.0,-1.2008284172210408,SL,7.966999999999835,15,0,71,0.6878453038674056,GBPUSD
-1.0,-1.2949308755759759,SL,5.425000000001123,15,0,25,0.657458563535899,GBPUSD
2.0,1.8516870596959496,TP,10.787999999999354,17,5,61,0.8066298342541461,GBPUSD
-1.0,-1.2646815550041808,SL,6.044999999998968,22,3,33,0.9099722991689697,GBPUSD
2.0,1.687194525904202,TP,5.114999999999981,22,3,26,1.1329639889196774,GBPUSD
-1.0,-1.1659578881858688,SL,9.641000000000233,22,0,17,0.2925764192139865,GBPUSD
-1.0,-1.2234324814969986,SL,7.160999999999973,17,0,35,-0.05822416302765064,GBPUSD
-1.0,-1.237847480303266,SL,6.726999999999705,23,0,33,-0.8779069767441857,GBPUSD
-1.0,-1.3147128245476223,SL,5.083999999999644,23,0,6,1.1340782122903752,GBPUSD
2.0,1.7951868919610954,TP,7.812000000000374,15,16,11,-0.08938547486029154,GBPUSD
2.0,1.794370903482844,TP,7.781000000000038,23,8,18,-0.08938547486029154,GBPUSD
-1.0,-1.178591360642939,SL,8.958999999999495,15,0,47,-0.798882681564065,GBPUSD
-1.0,-1.138002415042246,SL,11.594000000001436,23,0,23,0.20670391061449395,GBPUSD
-1.0,-1.6218422075395302,SL,2.5730000000012687,23,0,3,0.05113077679447918,GBPUSD
2.0,1.6890788962299665,TP,5.1459999999980965,21,4,19,1.0301418439716314,GBPUSD
2.0,1.6339510409516076,TP,4.3709999999985705,21,0,13,0.877659574468073,GBPUSD
-1.0,-1.1425770807342768,SL,11.221999999999621,23,4,87,0.7695035460992804,GBPUSD
-1.0,-1.37131585054536,SL,4.309000000000118,23,0,4,0.7180851063829867,GBPUSD
2.0,1.8829639382634735,TP,13.670999999999545,15,0,50,-0.45567375886523415,GBPUSD
-1.0,-1.160288519334811,SL,9.981999999999491,23,12,21,0.015654351909836123,GBPUSD
2.0,1.9059874258181928,TP,17.01899999999812,23,0,22,-0.060112711333755134,GBPUSD
-1.0,-1.0964727163099182,SL,16.585000000000072,16,17,42,-0.25879917184264456,GBPUSD
0.43855364472030334,0.3842814015806542,fuera,29.48100000000009,15,0,78,0.863354037267082,GBPUSD
0.43855364472030334,0.3842814015806542,fuera,29.48100000000009,8,0,78,0.863354037267082,GBPUSD
-1.0,-1.1623047271251714,SL,9.858000000000366,8,1,36,0.8086237448316639,GBPUSD
-1.0,-1.3054017942354639,SL,5.239000000001326,8,0,1,0.8854105138806945,GBPUSD
-1.0,-1.130665577786856,SL,12.244999999999617,8,0,24,-0.6283185840708677,GBPUSD
-1.0,-1.130665577786856,SL,12.244999999999617,23,0,24,-0.6283185840708677,GBPUSD
-1.0,-1.130665577786856,SL,12.244999999999617,23,2,24,-0.6283185840708677,GBPUSD
-1.0,-1.3072196620584444,SL,5.207999999998769,23,1,24,1.0884955752212406,GBPUSD
-1.0,-1.511018843819758,SL,3.131000000000661,8,0,28,1.2654867256637221,GBPUSD
-1.0,-1.1633319722335698,SL,9.795999999999694,15,0,6,2.2920353982302712,GBPUSD
-1.0,-1.1633319722335698,SL,9.795999999999694,15,21,6,2.2920353982302712,GBPUSD
-1.0,-1.4230565838182152,SL,3.781999999998842,8,0,43,0.3953488372093063,GBPUSD
-1.0,-1.5549774540413202,SL,2.8829999999979705,8,0,9,0.303617571059438,GBPUSD
-1.0,-1.5549774540413202,SL,2.8829999999979705,23,0,9,0.303617571059438,GBPUSD
-1.0,-1.3000750187546823,SL,5.332000000000114,23,0,21,0.4160206718346211,GBPUSD
-1.0,-1.7820136852403434,SL,2.045999999997772,15,10,65,0.9148936170213076,GBPUSD
-1.0,-1.1709036530655947,SL,9.361999999999426,15,0,49,0.8085106382978732,GBPUSD
2.0,1.8201641002584903,TP,8.896999999998823,22,0,75,0.9990243902438961,GBPUSD
-1.0,-1.1449800652410316,SL,11.035999999999824,22,2,71,1.3004926108374417,GBPUSD
-1.0,-1.1449800652410316,SL,11.035999999999824,23,0,71,1.3004926108374417,GBPUSD
-1.0,-1.2304147465437842,SL,6.943999999999839,19,9,41,2.0049261083744168,GBPUSD
-1.0,-1.1545296503766465,SL,10.354000000001307,23,14,41,-0.07389162561581096,GBPUSD
-1.0,-1.318598168060599,SL,5.021999999998972,23,6,7,0.502583979328168,GBPUSD
2.0,1.7901914503016156,TP,7.626000000000577,19,0,10,0.9005167958656394,GBPUSD
-1.0,-1.2966258806081619,SL,5.393999999998567,19,0,12,0.7454780361757024,GBPUSD
-1.0,-1.5266622778144119,SL,3.037999999999652,16,0,11,1.0086486486486572,GBPUSD
2.0,1.7765675185030014,TP,7.160999999999973,16,0,54,0.9805405405405571,GBPUSD
2.0,1.6774193548387435,TP,4.9600000000005195,17,0,36,0.42270270270271226,GBPUSD
2.0,1.5837669094692501,TP,3.8439999999995145,23,0,10,0.4310344827586372,GBPUSD
2.0,1.606008372322054,TP,4.060999999999648,23,0,22,0.03162650602410303,GBPUSD
-1.0,-1.4962779156324975,SL,3.22400000000167,18,0,15,0.3403614457831229,GBPUSD
-1.0,-1.4230565838182152,SL,3.781999999998842,18,0,11,0.32078313253011626,GBPUSD
2.0,1.7132616487455496,TP,5.5800000000005845,4,0,47,-0.13855421686747513,GBPUSD
-1.0,-1.2367564368156245,SL,6.758000000000042,20,0,41,-0.0780669144981583,GBPUSD
-1.0,-1.2205679625034165,SL,7.254000000000982,17,14,7,-0.037156704361866806,GBPUSD
-1.0,-1.1091181886380745,SL,14.662999999999204,17,0,57,0.1308562197092065,GBPUSD
-1.0,-1.2263723825693598,SL,7.067999999998964,18,10,37,-0.05461638491545568,GBPUSD
2.0,1.7746161431187975,TP,7.099000000001521,12,76,17,1.5578673602080357,GBPUSD
-1.0,-1.1823777499145167,SL,8.772999999999698,9,0,44,0.7654723127035796,GBPUSD
-1.0,-1.1870032725572792,SL,8.555999999999564,9,3,47,-0.026315789473663708,GBPUSD
-1.0,-1.1798358997415097,SL,8.896999999998823,23,0,87,-0.026315789473663708,GBPUSD
-1.0,-1.2883402414849394,SL,5.549000000000248,23,0,26,0.04385964912270792,GBPUSD
2.0,1.881076259848367,TP,13.45399999999941,23,7,58,0.7105263157895044,GBPUSD
2.0,1.8562314673375973,TP,11.129000000000833,9,0,42,-0.6929824561404603,GBPUSD
-1.0,-1.3939916276777307,SL,4.061000000001869,20,26,82,-2.8421052631582127,GBPUSD
2.0,1.8816217815921878,TP,13.516000000000084,11,0,78,-2.8421052631582127,GBPUSD
-1.0,-1.1478879748590485,SL,10.81899999999969,20,0,62,-4.464912280702106,GBPUSD
2.0,1.669148056244926,TP,4.836000000001395,17,28,12,-5.052631578947717,GBPUSD
-1.0,-1.1410188612726833,SL,11.346000000000966,21,0,48,0.1777777777777685,GBPUSD
-1.0,-1.2072807358466293,SL,7.718999999999365,9,1,13,-0.2119658119658374,GBPUSD
-1.0,-1.2446109157621192,SL,6.540999999999908,19,0,55,1.0376028202115013,GBPUSD
2.0,1.5870967741935325,TP,3.874999999999851,23,0,50,1.028202115158639,GBPUSD
-1.0,-1.3511081852096936,SL,4.556999999998368,23,0,12,1.1668625146885985,GBPUSD
2.0,1.8659405111018093,TP,11.935000000000695,13,0,61,0.969447708578152,GBPUSD
-1.0,-1.2150537634408378,SL,7.440000000000779,19,0,12,0.969447708578152,GBPUSD
-1.0,-1.137634408602156,SL,11.624999999999552,23,75,38,1.2303172737955297,GBPUSD
-1.0,-1.5671747607232447,SL,2.8209999999995183,19,0,3,0.41806722689073433,GBPUSD
-1.0,-1.0923307750014466,SL,17.32899999999926,13,0,90,0.15756302521008678,GBPUSD
-1.0,-1.107526881720435,SL,14.879999999999338,10,23,66,-0.12184873949580106,GBPUSD
-1.0,-1.4411359250069682,SL,3.6269999999993807,23,0,6,0.6764705882352804,GBPUSD
2.0,1.6852871754523777,TP,5.083999999999644,19,0,43,0.5988483685220825,GBPUSD
-1.0,-1.1823777499145167,SL,8.772999999999698,14,0,39,0.5148467432950101,GBPUSD
-1.0,-1.1540683678382369,SL,10.384999999999422,14,0,73,0.8320000000000002,GBPUSD
2.0,1.8411910669975615,TP,10.07500000000272,14,0,30,0.9671999999999982,GBPUSD
2.0,1.8472991028822356,TP,10.478000000000431,19,15,27,0.8528000000000121,GBPUSD
2.0,1.7653958944281771,TP,6.820000000000714,19,19,12,1.0420560747663188,GBPUSD
2.0,1.7653958944281771,TP,6.820000000000714,11,19,12,1.0420560747663188,GBPUSD
-1.0,-1.2346041055718993,SL,6.819999999998494,19,0,14,0.9182242990654048,GBPUSD
-1.0,-1.2346041055718993,SL,6.819999999998494,11,0,14,0.9182242990654048,GBPUSD
2.0,1.8847926267281079,TP,13.887999999999678,1,85,19,3.0817757009345432,GBPUSD
2.0,1.3998499624906355,TP,2.666000000000057,0,8,52,0.5470779220779245,GBPUSD
-1.0,-1.3418073061311895,SL,4.680999999999713,23,0,24,0.6625000000000659,GBPUSD
-1.0,-1.2730841440518212,SL,5.859000000001391,23,4,30,0.9874999999999202,GBPUSD
-1.0,-1.2688172043010673,SL,5.952000000000179,23,1,18,-0.08750000000000346,GBPUSD
2.0,1.8268023381683987,TP,9.237999999998081,23,2,36,2.774999999999674,GBPUSD
-1.0,-1.176756517896631,SL,9.051999999998284,16,22,59,6.0624999999990115,GBPUSD
2.0,1.8226360713889846,TP,9.021000000000168,23,3,60,0.09454061251664413,GBPUSD
-1.0,-1.1437685326624027,SL,11.129000000000833,16,0,41,0.5312916111850849,GBPUSD
2.0,1.8490850782871093,TP,10.601999999999556,23,21,81,0.06640625000000118,GBPUSD
2.0,1.7339541070835096,TP,6.014000000000852,23,0,47,0.05468750000001118,GBPUSD
-1.0,-1.187683284457495,SL,8.524999999999228,23,0,23,0.03320312500000059,GBPUSD
-1.0,-1.2159535699824409,SL,7.409000000000443,23,0,31,-0.195312499999978,GBPUSD
2.0,1.821408639357061,TP,8.958999999999495,23,75,30,-0.195312499999978,GBPUSD
-1.0,-1.2159535699824409,SL,7.409000000000443,9,1,31,-0.195312499999978,GBPUSD
-1.0,-1.276004830084598,SL,5.796999999998498,15,0,66,0.7147577092510974,GBPUSD
2.0,1.821408639357061,TP,8.958999999999495,14,0,60,0.7147577092510974,GBPUSD
-1.0,-1.7940446650125426,SL,2.014999999999656,15,0,18,0.6927312775330386,GBPUSD
-1.0,-1.4196170993968908,SL,3.812999999999178,15,0,34,0.5742049469964622,GBPUSD
-1.0,-1.4265529192214583,SL,3.751000000000726,14,5,23,1.0039682539682802,GBPUSD
-1.0,-1.4265529192214583,SL,3.751000000000726,23,5,23,1.0039682539682802,GBPUSD
-1.0,-1.3584229390681342,SL,4.463999999999579,14,0,12,0.8809523809523873,GBPUSD
-1.0,-1.3584229390681342,SL,4.463999999999579,23,0,12,0.8809523809523873,GBPUSD
2.0,1.874725963044168,TP,12.772000000000894,11,0,49,2.0793650793651635,GBPUSD
2.0,1.874725963044168,TP,12.772000000000894,19,0,49,2.0793650793651635,GBPUSD
2.0,1.7775305895439473,TP,7.192000000000309,14,0,13,1.1392405063291213,GBPUSD
-1.0,-1.1165076822252948,SL,13.733000000000217,14,0,67,0.015370705244123184,GBPUSD
-1.0,-1.3970223325062712,SL,4.029999999999312,14,0,9,0.10397830018082976,GBPUSD
-1.0,-1.1457991616548318,SL,10.973999999999151,23,2,26,-0.08408679927668097,GBPUSD
-1.0,-1.2168609379235533,SL,7.378000000000107,2,52,12,-0.1717902350813744,GBPUSD
-1.0,-1.0784390626531957,SL,20.39800000000147,2,0,54,0.15551537070523805,GBPUSD
-1.0,-1.2646815550041808,SL,6.044999999998968,2,2,42,0.11899133175729801,GBPUSD
-1.0,-1.2646815550041808,SL,6.044999999998968,23,9,13,0.03703703703705194,GBPUSD
-1.0,-1.2646815550041808,SL,6.044999999998968,2,0,13,0.03703703703705194,GBPUSD
-1.0,-1.1792114695340226,SL,8.92800000000138,23,0,36,0.057525610717109085,GBPUSD
-1.0,-1.1792114695340226,SL,8.92800000000138,15,12,36,0.057525610717109085,GBPUSD
-1.0,-1.3939916276777307,SL,4.061000000001869,14,8,24,0.002066115702469955,GBPUSD
-1.0,-1.3660489590483924,SL,4.3709999999985705,14,0,12,-0.002066115702469955,GBPUSD
