par,t,d,rr,R,neta,tp,p_D5,p_D10,p_D20,p_W3,p_W6,p_W12,bd,fuera
GBPUSD,2023-09-06 12:00:00,-1,3.038961038961005,3.038961038961005,2.969696969696937,1,0,1,1,1,1,1,-1,False
GBPUSD,2023-09-08 00:00:00,1,2.953924914675919,1.2866894197952932,1.2320819112628676,0,0,0,1,1,1,1,-1,False
GBPUSD,2023-09-08 12:00:00,-1,2.388086642599344,-1.0,-1.0577617328519868,0,0,0,1,1,1,1,-1,False
GBPUSD,2023-09-09 00:00:00,-1,1.3217213114753792,-1.0,-1.0327868852459017,0,0,0,1,1,1,1,-1,False
GBPUSD,2023-09-12 00:00:00,-1,2.0532178217821415,0.8712871287128539,0.8316831683168147,0,-1,-1,-1,0,1,1,1,False
GBPUSD,2023-09-13 00:00:00,1,3.373801916932793,-1.0,-1.0511182108626185,0,1,1,1,0,1,1,-1,False
GBPUSD,2023-09-13 12:00:00,-1,1.9848484848485346,-1.0,-1.0538720538720554,0,1,1,1,0,1,1,-1,False
GBPUSD,2023-09-14 00:00:00,-1,4.103139013452995,4.103139013452995,4.031390134529227,1,1,1,1,0,1,1,-1,False
GBPUSD,2023-09-18 12:00:00,1,5.553435114504254,-1.0,-1.12213740458016,0,1,1,1,0,1,1,-1,False
GBPUSD,2023-09-19 12:00:00,1,1.1527446300715347,-1.0,-1.0381861575178986,0,1,1,1,0,1,1,1,False
GBPUSD,2023-09-20 00:00:00,-1,1.9719626168225224,1.9719626168225224,1.9221183800623967,1,-1,-1,-1,0,1,1,1,False
GBPUSD,2023-09-21 00:00:00,-1,0.993114406779663,0.993114406779663,0.9761652542372903,1,1,1,1,0,1,1,-1,False
GBPUSD,2023-09-22 12:00:00,1,4.309954751131136,-1.0,-1.0723981900452473,0,1,1,1,0,1,1,-1,False
GBPUSD,2023-09-23 00:00:00,1,13.389705882352548,-1.0,-1.235294117647054,0,1,1,1,0,1,1,-1,False
GBPUSD,2023-09-26 00:00:00,1,2.9607329842931707,-1.0,-1.08376963350785,0,1,1,1,0,1,1,-1,False
GBPUSD,2023-09-28 00:00:00,1,2.026209677419347,2.026209677419347,1.9616935483870899,1,1,1,1,0,1,1,-1,False
GBPUSD,2023-09-29 00:00:00,-1,6.889705882352656,-1.0,-1.078431372549018,0,1,1,1,0,1,1,1,False
GBPUSD,2023-10-04 00:00:00,-1,2.7479508196721176,-1.0,-1.0655737704918034,0,0,1,1,0,0,1,-1,False
GBPUSD,2023-10-04 12:00:00,1,0.8847087378640772,0.8847087378640772,0.8652912621359219,1,0,1,1,0,0,1,-1,False
GBPUSD,2023-10-05 00:00:00,-1,3.900000000000011,-1.0,-1.04,0,1,1,1,0,0,1,1,False
GBPUSD,2023-10-06 00:00:00,1,0.8935768261964763,-1.0,-1.0201511335012592,0,0,1,1,0,0,1,1,False
GBPUSD,2023-10-07 00:00:00,1,0.6614173228346463,0.23543307086614676,0.2228346456692963,0,0,1,1,0,0,1,1,False
GBPUSD,2023-10-10 00:00:00,1,1.0550405561993057,0.4519119351100872,0.43337195828505803,0,0,0,1,1,1,1,1,False
GBPUSD,2023-10-10 12:00:00,-1,3.6999999999999504,-1.0,-1.0444444444444438,0,0,0,1,1,1,1,1,False
GBPUSD,2023-10-11 12:00:00,-1,5.917241379310412,-1.0,-1.1103448275862107,0,0,0,1,1,1,1,1,False
GBPUSD,2023-10-12 00:00:00,1,1.10256410256411,-1.0,-1.034188034188034,0,0,0,1,1,1,1,1,False
GBPUSD,2023-10-13 12:00:00,1,8.822448979591675,-1.0,-1.065306122448978,0,0,0,1,1,1,1,-1,False
GBPUSD,2023-10-17 12:00:00,1,2.8495702005730346,-1.0,-1.0458452722063039,0,0,0,0,-1,-1,-1,1,False
GBPUSD,2023-10-18 00:00:00,1,2.200221238937986,-1.0,-1.035398230088495,0,1,1,1,-1,-1,-1,-1,False
GBPUSD,2023-10-20 00:00:00,-1,1.4920071047957437,-0.4760213143872309,-0.5044404973357222,0,1,1,1,-1,-1,-1,-1,False
GBPUSD,2023-10-20 12:00:00,1,2.2974683544303165,2.2974683544303165,2.263713080168713,1,1,1,1,-1,-1,-1,-1,False
GBPUSD,2023-10-23 12:00:00,-1,4.986754966887771,-1.0,-1.1059602649006692,0,1,1,1,1,1,1,1,False
GBPUSD,2023-10-24 12:00:00,-1,2.3318965517240753,1.6982758620689382,1.675287356321812,0,0,0,0,1,1,1,1,False
GBPUSD,2023-10-27 12:00:00,-1,2.6511627906977013,-1.0,-1.0465116279069782,0,1,1,1,1,1,1,1,False
GBPUSD,2023-10-28 00:00:00,-1,1.26689189189184,-1.0,-1.0360360360360361,0,1,1,1,1,1,1,-1,False
GBPUSD,2023-10-30 12:00:00,1,0.5994263862332404,0.5994263862332404,0.5688336520076194,1,-1,-1,-1,-1,-1,-1,-1,False
GBPUSD,2023-10-31 12:00:00,-1,1.9723557692308011,-0.8052884615384642,-0.8437500000000032,0,-1,-1,-1,-1,-1,-1,1,False
GBPUSD,2023-11-01 00:00:00,1,4.809045226130847,-1.0,-1.0804020100502538,0,-1,-1,-1,-1,-1,-1,-1,False
GBPUSD,2023-11-01 12:00:00,-1,1.5190839694656044,-1.0,-1.0407124681933844,0,-1,-1,-1,-1,-1,-1,-1,False
GBPUSD,2023-11-02 00:00:00,1,0.640449438202212,0.640449438202212,0.6241062308477691,1,1,1,1,-1,-1,-1,1,False
GBPUSD,2023-11-07 00:00:00,-1,1.0835294117647312,1.0835294117647312,1.0647058823529663,1,-1,-1,-1,-1,-1,-1,-1,False
GBPUSD,2023-11-08 00:00:00,1,3.742160278745651,-1.0,-1.055749128919862,0,-1,-1,-1,-1,-1,-1,-1,False
GBPUSD,2023-11-08 12:00:00,1,2.8552123552121835,-1.0,-1.0617760617760597,0,-1,-1,-1,-1,-1,-1,-1,False
GBPUSD,2023-11-09 00:00:00,-1,4.996932515337403,-1.0,-1.0981595092024528,0,1,1,1,-1,-1,-1,-1,False
GBPUSD,2023-11-09 12:00:00,-1,1.608280254777049,0.6772823779193273,0.6433121019108347,0,1,1,1,-1,-1,-1,-1,False
GBPUSD,2023-11-11 00:00:00,1,1.4227642276422814,1.4227642276422814,1.379403794037945,1,-1,-1,-1,-1,-1,-1,1,False
GBPUSD,2023-11-14 12:00:00,-1,2.8235294117646146,-1.0,-1.0588235294117636,0,1,1,1,-1,-1,-1,1,False
GBPUSD,2023-11-16 12:00:00,1,4.157608695652328,-1.0,-1.0579710144927563,0,0,-1,-1,-1,-1,-1,-1,False
GBPUSD,2023-11-17 00:00:00,-1,1.7081339712917651,-1.0,-1.0382775119617218,0,1,1,1,-1,-1,-1,-1,False
GBPUSD,2023-11-17 12:00:00,1,2.010869565217422,1.420289855072484,1.3913043478261071,0,1,1,1,-1,-1,-1,-1,False
GBPUSD,2023-11-21 00:00:00,-1,10.260638297872884,-1.0,-1.1702127659574575,0,0,0,-1,-1,-1,-1,1,False
GBPUSD,2023-11-22 00:00:00,-1,4.49085365853639,4.49085365853639,4.393292682926639,1,0,0,-1,-1,-1,-1,1,False
GBPUSD,2023-11-22 12:00:00,1,2.213028169014076,-1.0,-1.056338028169015,0,0,0,-1,-1,-1,-1,1,False
GBPUSD,2023-11-24 12:00:00,1,1.1343963553530416,1.1343963553530416,1.097949886104751,1,-1,-1,-1,-1,-1,-1,1,False
GBPUSD,2023-11-28 00:00:00,-1,6.96428571428548,-1.0,-1.1632653061224523,0,-1,-1,-1,-1,-1,-1,1,False
GBPUSD,2023-11-29 12:00:00,-1,3.6020179372196246,1.1748878923766273,1.1390134529147449,0,-1,-1,-1,-1,-1,-1,1,False
GBPUSD,2023-11-30 00:00:00,1,2.935643564356309,-1.0,-1.0528052805280512,0,-1,-1,-1,-1,-1,-1,-1,False
GBPUSD,2023-12-02 00:00:00,1,0.7658509454950369,-1.0,-1.0177975528364853,0,0,-1,-1,-1,-1,-1,1,False
GBPUSD,2023-12-06 00:00:00,-1,1.0173010380622431,0.3788927335639912,0.3512110726643378,0,1,1,1,0,-1,-1,-1,False
GBPUSD,2023-12-07 12:00:00,1,2.994382022471956,-1.0,-1.0599250936329598,0,1,1,1,0,-1,-1,-1,False
GBPUSD,2023-12-08 00:00:00,-1,2.8715953307390722,2.8715953307390722,2.809338521400555,1,1,1,1,0,-1,-1,1,False
GBPUSD,2023-12-12 00:00:00,-1,2.196569920844328,-1.0,-1.0422163588390505,0,1,1,1,0,-1,-1,1,False
GBPUSD,2023-12-13 00:00:00,-1,1.3333333333333333,1.3333333333333333,1.2991452991452992,1,-1,-1,-1,0,-1,-1,1,False
GBPUSD,2023-12-13 12:00:00,1,8.365384615384826,-1.0,-1.0879120879120912,0,-1,-1,-1,0,-1,-1,1,False
GBPUSD,2023-12-14 00:00:00,1,0.7605633802816674,0.7605633802816674,0.7473073736536641,1,1,1,1,0,-1,-1,1,False
GBPUSD,2023-12-19 00:00:00,1,3.658995815899408,3.658995815899408,3.5920502092048507,1,0,0,-1,-1,-1,-1,-1,False
GBPUSD,2023-12-21 12:00:00,1,1.5975836431226773,0.2992565055762322,0.269516728624559,0,0,0,-1,-1,-1,-1,-1,False
GBPUSD,2023-12-23 00:00:00,-1,1.974645030425933,-0.7160243407707831,-0.7484787018255492,0,1,1,1,-1,-1,-1,1,False
GBPUSD,2023-12-27 00:00:00,1,0.9640287769784479,0.9640287769784479,0.925659472422093,1,1,1,1,-1,-1,-1,1,False
GBPUSD,2023-12-28 12:00:00,-1,2.9833795013849334,1.7728531855955016,1.7285318559556138,0,-1,-1,-1,-1,-1,-1,1,False
GBPUSD,2023-12-29 12:00:00,1,2.624999999999957,-1.0,-1.035398230088495,0,-1,-1,-1,-1,-1,-1,-1,False
GBPUSD,2024-01-04 00:00:00,1,0.8879159369527168,0.8879159369527168,0.8598949211908948,1,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-01-06 00:00:00,1,0.6494845360824865,0.10871602624180454,0.09372071227741835,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-01-10 00:00:00,1,4.096698113207233,-1.0,-1.0754716981132033,0,-1,-1,-1,1,1,1,-1,True
GBPUSD,2024-01-10 12:00:00,1,1.758227848101362,1.3721518987342076,1.3316455696202825,0,-1,-1,-1,1,1,1,-1,True
GBPUSD,2024-01-12 00:00:00,1,0.6804298642534086,-0.5248868778280542,-0.5429864253393665,0,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-01-13 00:00:00,-1,2.3425196850392744,2.3425196850392744,2.3005249343831076,1,-1,-1,-1,1,1,1,-1,True
GBPUSD,2024-01-15 12:00:00,1,5.456043956044277,-1.0,-1.0879120879120912,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-01-16 00:00:00,1,32.562499999997165,-1.0,-1.6666666666666168,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-01-17 00:00:00,1,7.7661290322582,-1.0,-1.0860215053763453,0,0,0,1,-1,-1,-1,-1,True
GBPUSD,2024-01-17 12:00:00,1,0.9457894736842063,0.2063157894736788,0.18947368421052102,0,0,0,1,-1,-1,-1,-1,True
GBPUSD,2024-01-18 12:00:00,-1,4.165803108808342,-1.0,-1.0829015544041456,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-01-19 00:00:00,1,0.784469096671911,0.22820919175909304,0.20285261489696957,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-01-19 12:00:00,-1,2.8742514970058335,-1.0,-1.0479041916167648,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-01-20 00:00:00,1,1.7839805825243604,0.4781553398058433,0.4393203883495317,0,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-01-23 00:00:00,-1,2.104477611940237,-1.0,-1.0597014925373132,0,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-01-23 12:00:00,-1,1.2967980295566293,1.2967980295566293,1.257389162561555,1,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-01-25 00:00:00,-1,2.302447552447557,-0.3951048951048863,-0.4230769230769145,0,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-01-25 12:00:00,1,3.1484641638223563,-1.0,-1.0546075085324214,0,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-01-26 00:00:00,1,2.409836065573817,-1.0,-1.0655737704918034,0,1,1,1,1,1,1,-1,True
GBPUSD,2024-01-26 12:00:00,1,1.3200899550224467,-1.0,-1.0239880059970008,0,1,1,1,1,1,1,-1,True
GBPUSD,2024-01-27 00:00:00,-1,1.9201077199282592,0.42728904847398774,0.3985637342908631,0,1,1,1,1,1,1,-1,True
GBPUSD,2024-01-30 00:00:00,1,0.8173652694611209,-1.0,-1.0319361277445112,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-01-30 12:00:00,-1,1.9191685912240006,-1.0,-1.0369515011547348,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-01-31 00:00:00,1,1.367647058823522,-1.0,-1.0294117647058818,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-01-31 12:00:00,-1,5.478658536585227,-1.0,-1.097560975609751,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-02-01 00:00:00,-1,0.7109704641350618,0.7109704641350618,0.6884669479606594,1,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-02-08 00:00:00,-1,3.996774193548509,1.2193548387096904,1.1161290322580735,0,0,1,1,-1,-1,-1,1,True
GBPUSD,2024-02-09 00:00:00,1,1.1858316221765264,-0.17659137577003206,-0.20944558521561624,0,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-02-09 12:00:00,-1,3.2593984962408094,-1.0,-1.0601503759398523,0,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-02-10 00:00:00,-1,2.7774725274725256,-1.0,-1.0879120879120912,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-02-12 12:00:00,-1,1.695652173913083,-1.0,-1.0409207161125336,0,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-02-13 00:00:00,1,3.2794117647057477,-1.0,-1.078431372549018,0,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-02-14 00:00:00,-1,1.0348004094165593,0.4042988741043885,0.3879222108495267,0,-1,-1,-1,1,1,1,-1,True
GBPUSD,2024-02-15 12:00:00,-1,1.9249999999999698,-1.0,-1.0666666666666678,0,0,0,1,1,1,1,-1,True
GBPUSD,2024-02-16 00:00:00,1,0.8333333333333398,0.22045855379187995,0.1922398589065187,0,0,0,1,1,1,1,1,True
GBPUSD,2024-02-16 12:00:00,-1,13.130136986303457,-1.0,-1.2191780821918117,0,0,0,1,1,1,1,1,True
GBPUSD,2024-02-17 00:00:00,-1,1.813688212927643,-1.0,-1.0608365019011377,0,0,0,1,1,1,1,1,True
GBPUSD,2024-02-19 12:00:00,-1,5.911764705882252,-1.0,-1.0855614973262016,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-02-20 12:00:00,-1,1.872093023255838,-1.0,-1.0620155038759684,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-02-23 00:00:00,1,2.3379721669979245,0.7335984095427247,0.7017892644135006,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-02-23 12:00:00,-1,25.535714285722726,-1.0,-1.3809523809525035,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-02-24 00:00:00,-1,1.669724770642086,-0.2874617737003463,-0.3363914373089074,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-02-26 12:00:00,1,1.4240000000000037,-0.37599999999998435,-0.4186666666666519,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-02-27 00:00:00,-1,3.792452830188574,3.792452830188574,3.6918238993709624,1,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-02-28 00:00:00,1,1.9384615384615875,-1.0,-1.0820512820512864,0,0,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-02-29 12:00:00,-1,2.8283898305085673,-1.0,-1.067796610169494,0,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-03-01 00:00:00,-1,0.7349177330895926,-1.0,-1.0292504570383907,0,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-03-02 00:00:00,1,0.8074766355140093,0.8074766355140093,0.7775700934579356,1,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-03-07 12:00:00,-1,10.689873417720639,-1.0,-1.2025316455696027,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-03-11 12:00:00,-1,0.521220159151244,0.521220159151244,0.4787798408488573,1,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-03-13 00:00:00,1,2.1392931392930765,-0.020790020790017624,-0.05405405405404949,0,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-03-14 00:00:00,-1,4.474137931034314,-1.0,-1.1379310344827527,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-03-14 12:00:00,-1,1.3064516129031565,1.3064516129031565,1.2491039426522619,1,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-03-15 12:00:00,1,5.401639344262257,-1.0,-1.0874316939890711,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-03-16 00:00:00,1,6.669230769229989,-1.0,-1.2461538461538313,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-03-18 12:00:00,-1,1.4864864864864,1.4864864864864,1.3423423423422776,1,1,1,1,0,-1,-1,-1,True
GBPUSD,2024-03-20 00:00:00,-1,5.847133757961638,-1.0,-1.101910828025473,0,1,1,1,0,-1,-1,-1,True
GBPUSD,2024-03-21 12:00:00,-1,2.480088495575189,1.8923303834808085,1.8687315634218116,0,1,1,1,0,-1,-1,1,True
GBPUSD,2024-03-26 00:00:00,-1,7.799999999999378,-1.0,-1.1599999999999822,0,0,1,1,0,-1,-1,1,True
GBPUSD,2024-03-26 12:00:00,-1,0.9696428571428977,0.9696428571428977,0.9125000000000433,1,0,1,1,0,-1,-1,1,True
GBPUSD,2024-03-28 00:00:00,-1,3.029605263157501,-1.0,-1.1052631578947238,0,1,1,1,0,-1,-1,1,True
GBPUSD,2024-03-29 00:00:00,-1,2.927835051546376,2.113402061855651,2.0584192439862345,0,-1,-1,-1,0,-1,-1,-1,True
GBPUSD,2024-03-29 12:00:00,1,2.545454545454458,-1.0,-1.0692640692640683,0,-1,-1,-1,0,-1,-1,-1,True
GBPUSD,2024-03-30 00:00:00,-1,1.4068965517241063,1.4068965517241063,1.3517241379310052,1,-1,-1,-1,0,-1,-1,-1,True
GBPUSD,2024-04-02 12:00:00,1,3.3926470588236377,2.344117647058938,2.2970588235295244,0,1,1,1,0,-1,-1,-1,True
GBPUSD,2024-04-03 00:00:00,-1,11.234693877553068,-1.0,-1.3265306122449783,0,1,1,1,0,-1,-1,1,True
GBPUSD,2024-04-03 12:00:00,-1,4.037383177570342,-1.0,-1.1495327102803872,0,1,1,1,0,-1,-1,1,True
GBPUSD,2024-04-04 12:00:00,-1,7.010526315789425,-1.0,-1.0842105263157888,0,0,1,1,0,-1,-1,1,True
GBPUSD,2024-04-05 00:00:00,-1,0.8508968609865629,0.8508968609865629,0.8150224215246787,1,-1,-1,-1,0,-1,-1,-1,True
GBPUSD,2024-04-06 00:00:00,1,0.8298387096773785,0.3532258064516358,0.3274193548387325,0,-1,-1,-1,0,-1,-1,-1,True
GBPUSD,2024-04-09 00:00:00,1,0.8518099547511607,0.8518099547511607,0.8156108597285352,1,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-04-10 00:00:00,-1,1.9458204334365874,1.9458204334365874,1.8962848297214148,1,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-04-11 00:00:00,-1,0.3138111888111861,0.3138111888111861,0.3044871794871768,1,0,0,1,-1,-1,-1,-1,True
GBPUSD,2024-04-12 00:00:00,-1,2.468749999999705,2.468749999999705,2.4020833333330436,1,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-04-16 00:00:00,1,8.432038834950585,-1.0,-1.1553398058252298,0,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-04-16 12:00:00,1,1.8259557344065018,-1.0,-1.0321931589537228,0,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-04-17 00:00:00,-1,1.87499999999998,-1.0,-1.038461538461539,0,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-04-17 12:00:00,-1,4.0263157894733155,-1.0,-1.0647773279352175,0,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-04-19 12:00:00,1,1.24461839530327,-1.0,-1.0313111545988247,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-04-20 00:00:00,-1,1.0182370820668987,0.05673758865247126,0.0405268490374764,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-04-23 00:00:00,1,2.481113320079597,1.6620278330020606,1.630218687872835,0,0,1,1,0,0,0,-1,True
GBPUSD,2024-04-24 12:00:00,-1,3.909090909090909,-1.0,-1.0538720538720554,0,0,1,1,0,0,0,1,True
GBPUSD,2024-04-25 00:00:00,-1,5.875,-1.0,-1.1481481481481524,0,0,1,1,0,0,0,1,True
GBPUSD,2024-04-26 00:00:00,-1,5.182499999999974,-1.0,-1.0799999999999998,0,0,0,1,0,0,0,1,True
GBPUSD,2024-04-26 12:00:00,-1,3.4721311475409466,-1.0,-1.0524590163934426,0,0,0,1,0,0,0,1,True
GBPUSD,2024-04-29 12:00:00,-1,8.20958083832299,-1.0,-1.0958083832335295,0,-1,-1,-1,1,1,1,-1,True
GBPUSD,2024-05-03 00:00:00,1,0.879999999999971,0.879999999999971,0.8562962962962675,1,1,1,1,1,1,1,1,True
GBPUSD,2024-05-04 00:00:00,-1,0.6124161073825272,0.07046979865770654,0.052572706935111804,0,1,1,1,1,1,1,1,True
GBPUSD,2024-05-07 00:00:00,-1,1.95299145299146,1.95299145299146,1.9074074074074132,1,0,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-05-09 00:00:00,-1,4.512820512820026,-1.0,-1.1367521367521234,0,0,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-05-10 12:00:00,-1,6.94318181818195,-1.0,-1.1212121212121224,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-05-11 00:00:00,1,2.0277777777778576,2.0277777777778576,1.9537037037037814,1,1,1,1,-1,-1,-1,-1,True
GBPUSD,2024-05-14 12:00:00,1,0.8133802816900619,0.8133802816900619,0.7758215962440519,1,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-05-16 12:00:00,-1,2.764044943820317,-1.0,-1.0359550561797766,0,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-05-17 00:00:00,1,2.50000000000004,1.0609318996416612,1.003584229390762,0,-1,-1,-1,1,1,1,-1,True
GBPUSD,2024-05-21 00:00:00,-1,2.082802547770391,-1.0,-1.101910828025473,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-05-22 00:00:00,-1,2.360946745562005,-1.0,-1.0946745562130196,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-05-22 12:00:00,-1,1.1669884169884406,0.3281853281853373,0.2972972972973062,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-05-23 12:00:00,1,1.771954674220918,-1.0,-1.0453257790368267,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-05-24 00:00:00,-1,1.030898876404448,-1.0,-1.02996254681648,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-05-24 12:00:00,1,2.1615566037735428,1.2995283018867632,1.2617924528301596,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-05-29 00:00:00,-1,0.9300699300699362,0.9300699300699362,0.8927738927738981,1,-1,-1,-1,0,-1,-1,-1,True
GBPUSD,2024-05-30 12:00:00,1,3.072164948453624,1.2989690721650027,1.2439862542955862,0,-1,-1,-1,0,-1,-1,-1,True
GBPUSD,2024-05-31 12:00:00,1,4.425531914893372,-1.0,-1.1134751773049538,0,1,1,1,0,-1,-1,1,True
GBPUSD,2024-06-03 12:00:00,1,2.5695652173910806,1.260869565217285,1.2144927536230845,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-06-04 12:00:00,-1,2.2752212389380517,-0.6442477876106426,-0.6725663716814394,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-06-06 00:00:00,1,0.7068062827225636,0.136125654450284,0.09424083769635656,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-06-06 12:00:00,-1,1.558290155440394,-1.0,-1.041450777202073,0,-1,-1,-1,-1,-1,-1,1,True
GBPUSD,2024-06-07 00:00:00,1,2.073089700996562,-1.0,-1.0531561461793988,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-06-08 00:00:00,-1,0.4229968782518472,-0.08220603537979759,-0.09885535900102566,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-06-11 00:00:00,-1,5.657894736841465,-1.0,-1.1403508771929651,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-06-12 00:00:00,-1,4.462499999999849,-1.0,-1.1333333333333233,0,1,1,1,-1,-1,-1,1,True
GBPUSD,2024-06-14 00:00:00,-1,1.035250463821876,1.035250463821876,1.0055658627087034,1,0,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-06-18 12:00:00,-1,1.9134146341463698,-1.0,-1.0390243902439025,0,0,0,0,-1,-1,-1,1,True
GBPUSD,2024-06-19 00:00:00,-1,4.69148936170171,-1.0,-1.1134751773049538,0,-1,-1,-1,-1,-1,-1,-1,True
GBPUSD,2024-06-22 00:00:00,1,3.1601941747573647,2.4563106796117404,2.3786407766991173,0,0,0,0,-1,-1,-1,-1,True
GBPUSD,2024-06-25 12:00:00,-1,2.7825000000001294,2.7825000000001294,2.7025000000001294,1,0,0,0,0,0,-1,1,True
GBPUSD,2024-06-26 00:00:00,1,2.9666666666662884,-1.0,-1.1185185185185023,0,-1,-1,-1,0,0,-1,1,True
GBPUSD,2024-06-27 12:00:00,1,2.512367491165962,0.24028268551236306,0.18374558303886704,0,0,0,0,0,0,-1,-1,True
GBPUSD,2024-06-28 00:00:00,-1,2.3115671641790723,-1.0,-1.0597014925373132,0,1,1,1,0,0,-1,1,True
GBPUSD,2024-06-28 12:00:00,1,2.5874999999999626,-1.0,-1.0799999999999998,0,1,1,1,0,0,-1,1,True
GBPUSD,2024-06-29 00:00:00,-1,2.6707317073171724,-1.0,-1.0780487804878092,0,1,1,1,0,0,-1,-1,True
GBPUSD,2024-07-02 00:00:00,-1,0.9892638036809795,-1.0,-1.0245398773006131,0,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-07-02 12:00:00,1,3.0353403141361834,3.0353403141361834,2.993455497382256,1,-1,-1,-1,1,1,1,1,True
GBPUSD,2024-07-05 00:00:00,-1,2.7560975609759666,-1.0,-1.1300813008130248,0,0,0,0,1,1,1,1,True
GBPUSD,2024-07-09 00:00:00,-1,1.6134868421053519,0.2565789473684278,0.20394736842105818,0,-1,-1,-1,0,0,-1,1,True
GBPUSD,2024-07-15 12:00:00,-1,4.983333333333348,-1.0,-1.0888888888888877,0,-1,-1,-1,0,0,-1,1,True
GBPUSD,2024-07-16 00:00:00,-1,1.7235294117647049,-1.0,-1.06274509803922,0,-1,-1,-1,0,0,-1,-1,True
GBPUSD,2024-07-16 12:00:00,1,2.8210227272726884,-1.0,-1.0909090909090917,0,-1,-1,-1,0,0,-1,-1,True
GBPUSD,2024-07-17 00:00:00,1,0.8244274809161228,0.8244274809161228,0.7837150127227385,1,1,1,1,0,0,-1,1,True
GBPUSD,2024-07-22 12:00:00,-1,1.9028571428572632,1.9028571428572632,1.8114285714286875,1,0,-1,-1,-1,-1,-1,-1,True
