dia,i,fin,lado,entrada,stop,obj,riesgo,hora,dist_niv,dist_niv_R,sitio,dist_obj,atrae_contra,atrae_favor,cuerpo,cuerpo_pct,mecha_arriba,mecha_abajo,mecha_niv,mecha_niv_R,dentro,exceso,rango_asia,atr,dsem,R,motivo,rr,neto,ts,mecha_rechazo,ac,limpio,R240,M240,R360,M360,min_tp,min_sl,prim_sl,prim_tp
2022-10-04,205506,205558,-1,0.988,0.98893,0.98614,9.299999999999864,9,30.79999999999972,3.311827956989265,1.712962962962958,18.599999999999728,inf,3.8172043010752623,4.300000000000415,0.5733333333333669,0.0666666666666568,0.3599999999999763,40.39999999999933,4.344086021505367,0,33.29999999999944,43.1999999999999,9.40833333333312,1,2.0,TP,2.0,1.870967741935482,2022-10-04,0.0666666666666568,99.0,0,2.0,TP,2.0,TP,89.0,149.0,,89.0
2022-10-05,205813,205846,1,0.99476,0.99441,0.99905,3.4999999999996145,11,11.700000000000044,3.342857142857524,-0.375,42.90000000000016,12.54285714285854,14.828571428573142,1.2999999999996348,0.2166666666665895,0.6,0.1833333333334104,14.199999999999768,4.057142857143238,0,12.900000000000134,31.20000000000012,7.633333333333472,2,-1.0,SL,12.257142857144252,-1.3428571428571807,2022-10-05,0.1833333333334104,12.54285714285854,0,-1.0,SL,-1.0,SL,,6.0,6.0,
2022-10-07,206357,206422,1,0.97758,0.97712,0.98119,4.60000000000016,8,10.400000000000407,2.260869565217402,-0.4046692607004111,36.10000000000002,inf,2.4347826086955893,1.40000000000029,0.350000000000111,0.5,0.1499999999998889,14.00000000000068,3.043478260869607,0,10.300000000000864,25.69999999999961,4.362499999999945,4,-1.0,SL,7.847826086956254,-1.2608695652173822,2022-10-07,0.1499999999998889,99.0,0,-1.0,SL,-1.0,SL,103.0,5.0,5.0,
2022-10-10,206658,206706,1,0.97068,0.96988,0.97531,8.00000000000023,9,8.900000000000574,1.1125000000000398,-0.2379679144385202,46.30000000000023,inf,3.1249999999999827,5.399999999999849,0.6428571428571618,0.0952380952380637,0.2619047619047745,16.5000000000004,2.062499999999991,0,13.300000000000534,37.39999999999965,6.762500000000078,0,-1.0,SL,5.787499999999863,-1.1499999999999957,2022-10-10,0.2619047619047745,99.0,0,-1.0,SL,-1.0,SL,,7.0,7.0,
2022-10-11,206989,206994,-1,0.97334,0.97389,0.97224,5.5000000000005045,13,10.5999999999995,1.9272727272724592,1.1999999999999875,11.000000000001007,2.2363636363635484,8.781818181817378,4.00000000000067,0.555555555555607,0.0,0.444444444444393,15.100000000000112,2.745454545454314,0,10.9999999999999,53.00000000000082,6.791666666666704,1,2.0,TP,2.0,1.7818181818182015,2022-10-11,0.0,2.2363636363635484,0,1.9999999999997984,TP,1.9999999999997984,TP,14.0,261.0,,14.0
2022-10-13,207518,207570,1,0.96926,0.96843,0.97219,8.299999999999974,9,2.19999999999998,0.2650602409638538,-0.0811808118081176,29.29999999999988,2.9879518072289706,0.3975903614457138,1.4999999999998348,0.2777777777777549,0.0370370370370751,0.6851851851851699,9.500000000000064,1.1445783132530234,0,3.4000000000000696,27.099999999999905,5.479166666666571,3,3.530120481927708,TP,3.530120481927708,3.385542168674695,2022-10-13,0.6851851851851699,2.9879518072289706,0,3.530120481927708,TP,3.530120481927708,TP,93.0,291.0,,93.0
2022-10-14,207818,207858,1,0.97563,0.97481,0.98086,8.199999999999319,10,5.3000000000003045,0.646341463414725,-0.1127659574468167,52.29999999999957,0.4146341463415063,6.024390243903007,5.899999999999794,0.7564102564102272,0.0256410256410511,0.2179487179487216,16.9000000000008,2.0609756097563667,0,10.900000000000354,46.99999999999926,8.029166666666717,4,-1.0,SL,6.378048780488282,-1.1463414634146465,2022-10-14,0.2179487179487216,0.4146341463415063,0,-1.0,SL,-1.0,SL,,18.0,18.0,
2022-10-18,208422,208430,1,0.98275,0.98209,0.98663,6.599999999999939,13,4.500000000000615,0.6818181818182812,0.1039260969977033,38.79999999999994,8.62121212121216,3.7121212121211737,5.199999999999649,0.7222222222221194,0.1250000000000385,0.152777777777842,1.7999999999995795,0.2727272727272115,1,0.5999999999994898,43.30000000000056,7.216666666666668,1,0.5606060606060377,cierre,5.878787878787925,0.3787878787878542,2022-10-18,0.152777777777842,8.62121212121216,0,5.878787878787925,TP,5.878787878787925,TP,130.0,,,130.0
2022-10-19,208663,208716,1,0.98305,0.98212,0.98721,9.299999999999864,9,0.99999999999989,0.1075268817204198,-0.024630541871918,41.60000000000052,0.9892473118280056,4.612903225806536,6.399999999999739,0.8888888888889231,0.0,0.1111111111110768,9.299999999999864,1.0,0,5.399999999999849,40.60000000000064,6.166666666666543,2,-1.0,SL,4.473118279570015,-1.129032258064518,2022-10-19,0.1111111111110768,0.9892473118280056,0,-1.0,SL,-1.0,SL,,46.0,46.0,
2022-10-20,208936,209004,-1,0.97896,0.97948,0.97792,5.199999999999649,8,0.6000000000006,0.1153846153847385,1.017341040462445,10.3999999999993,2.4807692307692104,5.846153846154323,1.99999999999978,0.3846153846153682,0.3461538461537887,0.2692307692308431,4.80000000000036,0.9230769230770544,0,1.99999999999978,34.600000000000186,6.370833333333483,3,2.0,TP,2.0,1.7692307692307536,2022-10-20,0.3461538461537887,2.4807692307692104,0,2.0000000000002136,TP,2.0000000000002136,TP,45.0,261.0,,45.0
2022-10-21,209227,209291,1,0.97666,0.97605,0.97886,6.099999999999994,8,3.4000000000000696,0.5573770491803398,0.1338582677165389,21.9999999999998,2.0,0.7704918032788228,4.19999999999976,0.763636363636404,0.0545454545454141,0.1818181818181818,1.7999999999995795,0.2950819672130461,1,0.700000000000145,25.399999999999867,3.8708333333333416,4,3.606557377049151,TP,3.606557377049151,3.4098360655737405,2022-10-21,0.1818181818181818,2.0,0,3.606557377049151,TP,3.606557377049151,TP,44.0,133.0,,44.0
2022-10-24,209537,209579,1,0.983,0.98202,0.9899,9.799999999999809,10,4.60000000000016,0.4693877551020662,0.0625000000000018,69.00000000000017,inf,3.397959183673592,6.300000000000194,0.6057692307692256,0.0576923076923631,0.3365384615384112,5.199999999999649,0.5306122448979338,1,1.7000000000000348,73.60000000000034,10.095833333333182,0,-1.0,SL,7.040816326530767,-1.122448979591839,2022-10-24,0.3365384615384112,99.0,0,-1.0,SL,-1.0,SL,,1.0,1.0,
2022-10-25,209813,209866,1,0.98644,0.98556,0.98984,8.799999999999919,9,2.100000000000435,0.2386363636364152,-0.0658307210031479,34.000000000000696,0.2954545454545913,3.306818181818176,6.599999999999939,0.9705882352940888,0.0,0.0294117647059111,9.900000000000464,1.125000000000063,0,6.000000000000449,31.90000000000026,4.825000000000014,1,-1.0,SL,3.8636363636364783,-1.1363636363636376,2022-10-25,0.0294117647059111,0.2954545454545913,0,-1.0,SL,-1.0,SL,339.0,21.0,21.0,
2022-10-26,210109,210154,-1,1.00269,1.0042,0.9996700000000004,15.099999999999005,10,56.100000000001145,3.715231788079792,3.047445255474521,30.19999999999801,inf,3.317880794702252,12.399999999999078,0.7701863354037224,0.0,0.2298136645962775,70.20000000000026,4.649006622516881,0,61.299999999999685,27.399999999999647,8.658333333333434,2,-1.0,SL,2.0,-1.079470198675502,2022-10-26,0.0,99.0,0,-1.0,SL,-1.0,SL,274.0,24.0,24.0,
2022-10-27,210383,210442,1,1.00608,1.0055,1.00934,5.800000000000249,9,0.8999999999992347,0.1551724137929648,-0.0283911671924058,32.59999999999818,2.2758620689653983,4.775862068965207,4.100000000000215,0.6507936507935501,0.0,0.3492063492064499,7.200000000000539,1.2413793103448671,0,0.5999999999994898,31.69999999999895,5.658333333333024,3,-1.0,SL,5.62068965517186,-1.206896551724129,2022-10-27,0.3492063492064499,2.2758620689653983,0,-1.0,SL,-1.0,SL,,121.0,121.0,
2022-10-28,210673,210726,1,0.99494,0.99442,0.9998,5.20000000000076,9,8.399999999999519,1.615384615384287,-0.2089552238805838,48.59999999999975,inf,1.5576923076920368,2.19999999999998,0.3283582089552461,0.1791044776118018,0.492537313432952,13.900000000000023,2.673076923076537,0,10.400000000000407,40.20000000000023,7.875000000000057,4,-1.0,SL,9.346153846152434,-1.230769230769197,2022-10-28,0.492537313432952,99.0,0,-1.0,SL,-1.0,SL,,11.0,11.0,
2022-10-31,210973,211037,1,0.9921,0.9913,0.99656,8.00000000000023,8,7.000000000000339,0.8750000000000173,-0.1861702127659671,44.60000000000019,inf,3.0499999999999097,3.1000000000003247,0.6595744680850611,0.3404255319149388,0.0,14.00000000000068,1.7500000000000346,0,9.000000000000119,37.59999999999985,5.654166666666654,0,-1.0,SL,5.574999999999864,-1.1499999999999957,2022-10-31,0.0,99.0,0,-0.4624999999999635,cierre,-1.0,SL,,253.0,253.0,
2022-11-01,211297,211325,-1,0.99321,0.99434,0.99095,11.299999999999644,11,6.299999999999084,0.5575221238937418,0.8879003558719016,22.599999999999287,1.4690265486726082,2.141592920354128,9.000000000000119,0.957446808510598,0.0106382978722914,0.0319148936171104,4.00000000000067,0.3539823008850262,1,2.700000000001035,56.199999999999584,5.733333333333423,1,-1.0,SL,2.0,-1.10619469026549,2022-11-01,0.0106382978722914,1.4690265486726082,0,-1.0,SL,-1.0,SL,146.0,22.0,22.0,
2022-11-02,211553,211612,-1,0.98966,0.99034,0.9883,6.800000000000139,9,2.9999999999996696,0.4411764705881776,0.8954703832752702,13.60000000000028,2.705882352941215,6.455882352941051,3.3000000000005247,0.412500000000111,0.4499999999999445,0.1374999999999445,3.900000000000015,0.5735294117646963,1,0.3000000000008551,28.69999999999928,5.60833333333339,2,-1.0,SL,2.0,-1.1764705882352904,2022-11-02,0.4499999999999445,2.705882352941215,0,-1.0,SL,-1.0,SL,311.0,52.0,52.0,
2022-11-03,211850,211899,1,0.97561,0.97465,0.98394,9.599999999999609,9,16.800000000000146,1.7500000000000868,-0.2526315789473689,83.3000000000006,inf,5.593750000000213,5.3000000000003045,0.6708860759493476,0.1645569620253965,0.1645569620252559,25.399999999999867,2.645833333333427,0,17.50000000000029,66.50000000000044,7.745833333333516,3,-1.0,SL,8.67708333333375,-1.125000000000005,2022-11-03,0.1645569620252559,99.0,0,-1.0,SL,-1.0,SL,,13.0,13.0,
2022-11-04,212158,212185,-1,0.97966,0.98034,0.9783,6.800000000000139,11,0.2000000000002,0.0294117647059111,1.0040650406504106,13.60000000000028,6.294117647058785,0.2941176470587851,4.80000000000036,0.7272727272727885,0.212121212121258,0.0606060606059535,6.800000000000139,1.0,0,3.8000000000004697,49.19999999999924,7.079166666666599,4,2.0,TP,2.0,1.8235294117647096,2022-11-04,0.212121212121258,6.294117647058785,0,2.0,TP,2.0,TP,44.0,52.0,,44.0
2022-11-07,212406,212449,-1,0.99938,1.00025,0.99764,8.700000000000374,10,38.5000000000002,4.425287356321672,2.018518518518522,17.400000000000748,inf,7.402298850574396,7.499999999999174,0.7575757575757236,0.1010101010100964,0.1414141414141799,46.99999999999926,5.402298850574396,0,42.9999999999997,37.80000000000005,9.475000000000083,0,2.0,TP,2.0,1.8620689655172475,2022-11-07,0.1010101010100964,99.0,0,2.0,TP,2.0,TP,110.0,279.0,,110.0
2022-11-08,212701,212737,1,1.00032,0.99926,1.00308,10.600000000000607,10,8.00000000000134,0.7547169811321585,0.2247191011236326,27.599999999998737,2.6132075471697087,0.3584905660375501,9.20000000000143,0.9787234042554172,0.0212765957445828,0.0,1.5999999999993797,0.1509433962263479,1,1.0999999999994348,35.60000000000007,7.624999999999946,1,-1.0,SL,2.603773584905392,-1.1132075471698049,2022-11-08,0.0,2.6132075471697087,0,-1.0,SL,-1.0,SL,310.0,61.0,61.0,
2022-11-09,213000,213025,1,1.00506,1.00375,1.0088,13.100000000001444,11,5.399999999999849,0.4122137404579583,-0.1687500000000021,37.39999999999854,3.129770992366061,3.488549618320198,12.100000000001554,1.0,0.0,0.0,17.500000000001403,1.3358778625953798,0,11.700000000001154,31.999999999998696,8.15416666666661,2,-0.0763358778625786,cierre,2.854961832060643,-0.167938931297683,2022-11-09,0.0,3.129770992366061,0,-1.0,SL,-1.0,SL,,140.0,140.0,
2022-11-10,213254,213313,1,1.00094,0.99952,1.00428,14.199999999999768,9,0.4999999999988347,0.0352112676055523,0.0147492625368387,33.40000000000121,1.1760563380281526,1.718309859154956,11.999999999999789,0.7017543859649044,0.0877192982456698,0.2105263157894258,15.100000000000112,1.063380281690166,1,5.20000000000076,33.90000000000004,5.641666666666803,3,-1.0,SL,2.352112676056461,-1.0845070422535226,2022-11-10,0.2105263157894258,1.1760563380281526,0,-1.0,SL,-1.0,SL,326.0,27.0,27.0,
2022-11-11,213542,213601,-1,1.02379,1.02498,1.02141,11.900000000000244,9,3.2999999999994145,0.277310924369693,1.046089385474852,23.800000000000487,inf,1.3529411764704675,6.6000000000010495,0.5409836065574636,0.1803278688523665,0.2786885245901699,18.700000000000383,1.5714285714285714,0,8.20000000000043,71.60000000000055,7.891666666666833,4,-1.0,SL,2.0,-1.1008403361344516,2022-11-11,0.1803278688523665,99.0,0,-1.0,SL,-1.0,SL,,23.0,23.0,
2022-11-14,213863,213889,1,1.02924,1.02863,1.03501,6.099999999999994,11,5.300000000001415,0.8688524590166262,-0.1011450381679676,57.70000000000053,inf,3.55737704918034,2.5999999999992696,0.5199999999999112,0.2599999999999556,0.2200000000001332,10.40000000000152,1.7049180327871358,0,5.800000000000249,52.39999999999911,9.216666666666354,0,-1.0,SL,9.459016393442718,-1.19672131147541,2022-11-14,0.2200000000001332,99.0,0,-1.0,SL,-1.0,SL,346.0,16.0,16.0,
2022-11-15,214122,214177,-1,1.04061,1.04162,1.03859,10.099999999999554,9,62.40000000000023,6.178217821782474,2.9746835443037725,20.199999999999108,inf,4.722772277227873,5.899999999998684,0.4503816793892392,0.3664122137405072,0.1832061068702536,73.09999999999927,7.237623762376486,0,67.50000000000034,31.60000000000052,10.412500000000303,1,-1.0,SL,2.0,-1.118811881188124,2022-11-15,0.3664122137405072,99.0,0,-1.0,SL,-1.0,SL,385.0,126.0,126.0,
2022-11-16,214412,214465,-1,1.03924,1.04015,1.03742,9.099999999999664,9,5.599999999998939,0.6153846153845215,1.0998217468805496,18.199999999999328,4.912087912088065,5.901098901098981,5.9000000000009045,0.5900000000000244,0.2699999999999622,0.1400000000000133,14.199999999999768,1.5604395604395926,0,11.099999999999444,56.100000000001145,9.537499999999662,2,-1.0,SL,2.0,-1.1318681318681367,2022-11-16,0.2699999999999622,4.912087912088065,0,-1.0,SL,-1.0,SL,378.0,14.0,14.0,
2022-11-17,214721,214753,1,1.03622,1.03512,1.03981,10.999999999998789,11,2.5999999999992696,0.236363636363596,0.0675324675324501,35.89999999999982,0.7000000000000202,1.1636363636366462,2.9999999999996696,0.5555555555555098,0.31481481481483,0.1296296296296601,7.399999999999629,0.6727272727273131,1,0.2999999999997449,38.49999999999909,7.433333333333181,3,-1.0,SL,3.263636363636707,-1.1090909090909211,2022-11-17,0.1296296296296601,0.7000000000000202,0,-1.0,SL,-1.0,SL,,26.0,26.0,
2022-11-21,215292,215329,1,1.02383,1.02314,1.0333,6.900000000000794,10,18.89999999999948,2.7391304347822167,-0.2493403693931282,94.70000000000088,inf,12.028985507244954,5.800000000000249,0.4142857142857777,0.2285714285713651,0.3571428571428571,29.69999999999917,4.304347826086341,0,21.100000000000563,75.80000000000142,8.295833333333187,0,-1.0,SL,13.72463768115797,-1.1739130434782408,2022-11-21,0.3571428571428571,99.0,0,-1.0,SL,-1.0,SL,,3.0,3.0,
2022-11-22,215566,215617,-1,1.02657,1.02736,1.0249899999999998,7.900000000000684,9,2.2999999999995246,0.2911392405062437,0.9181494661921872,15.800000000001369,0.9746835443036338,0.4050632911390484,2.40000000000018,0.2790697674418544,0.3255813953488732,0.3953488372092723,4.60000000000127,0.5822784810127685,1,0.1000000000006551,28.099999999999792,6.441666666667048,1,-1.0,SL,2.0,-1.151898734177202,2022-11-22,0.3255813953488732,0.9746835443036338,0,-1.0,SL,-1.0,SL,,7.0,7.0,
2022-11-23,215842,215905,-1,1.03374,1.03407,1.0330800000000002,3.2999999999994145,8,1.500000000000945,0.4545454545458215,1.0421348314607006,6.599999999998829,inf,8.848484848486521,1.7999999999984695,0.4736842105258544,0.0526315789477067,0.4736842105264388,3.8000000000004697,1.1515151515154982,0,1.8999999999991248,35.60000000000007,4.566666666666423,2,-1.0,SL,2.0,-1.3636363636364282,2022-11-23,0.0526315789477067,99.0,0,-1.0,SL,-1.0,SL,21.0,3.0,3.0,
2022-11-28,216713,216763,-1,1.04234,1.04363,1.03976,12.900000000000134,9,39.80000000000094,3.085271317829499,1.934272300469521,25.800000000000267,inf,3.441860465116243,7.099999999999884,0.865853658536526,0.0243902439023267,0.1097560975611473,51.70000000000119,4.007751937984547,0,44.10000000000025,42.599999999999305,7.562500000000046,0,-1.0,SL,2.0,-1.0930232558139523,2022-11-28,0.0243902439023267,99.0,0,-1.0,SL,-1.0,SL,424.0,4.0,4.0,
2022-11-30,217306,217338,-1,1.03691,1.03808,1.0345700000000002,11.699999999998932,11,8.300000000001084,0.7094017094018668,1.1976190476190742,23.399999999997867,1.290598290598323,1.5726495726497705,6.099999999999994,0.7261904761903252,0.214285714285752,0.0595238095239228,19.000000000000128,1.623931623931783,0,10.40000000000152,41.999999999999815,7.320833333333184,2,0.0683760683761429,cierre,2.0,-0.0341880341879689,2022-11-30,0.214285714285752,1.290598290598323,0,-1.0,SL,-1.0,SL,300.0,176.0,176.0,
2022-12-02,217852,217914,-1,1.05353,1.05434,1.05191,8.099999999999774,8,3.99999999999956,0.4938271604937865,0.8837209302325747,16.199999999999548,inf,0.2098765432098867,5.399999999999849,0.9310344827585548,0.0689655172414453,0.0,3.1000000000003247,0.3827160493827668,1,1.2999999999996348,34.40000000000109,5.074999999999848,4,2.0,TP,2.0,1.851851851851848,2022-12-02,0.0689655172414453,99.0,0,2.000000000000274,TP,2.000000000000274,TP,12.0,52.0,,12.0
2022-12-07,218736,218776,-1,1.04693,1.04851,1.0437699999999996,15.800000000001369,10,7.0000000000014495,0.4430379746835977,0.7586206896551329,31.600000000002737,0.4367088607595061,0.6455696202531218,11.6000000000005,0.9430894308943,0.0,0.0569105691056998,7.800000000000029,0.4936708860759085,1,3.2999999999994145,29.000000000001247,7.183333333333208,2,-1.0,SL,2.0,-1.0759493670886011,2022-12-07,0.0,0.4367088607595061,0,-1.0,SL,-1.0,SL,,34.0,34.0,
2022-12-08,219009,219064,-1,1.05183,1.05261,1.05027,7.800000000000029,9,0.4000000000004,0.0512820512821023,0.9839999999999852,15.600000000000058,2.6923076923076703,3.8717948717948873,3.4000000000000696,0.5,0.0,0.5,6.399999999999739,0.8205128205127841,1,2.6999999999999247,25.000000000001688,5.287500000000223,3,-1.0,SL,2.0,-1.1538461538461533,2022-12-08,0.0,2.6923076923076703,0,-1.0,SL,-1.0,SL,69.0,35.0,35.0,
2022-12-09,219334,219352,1,1.05585,1.05499,1.05865,8.599999999998609,12,6.800000000000139,0.7906976744187487,0.1954022988505703,28.00000000000136,3.2093023255817674,0.7209302325583317,7.200000000000539,0.7826086956522054,0.2173913043477946,0.0,0.7999999999985796,0.0930232558138033,1,0.4000000000004,34.800000000001496,5.04583333333336,4,-0.3023255813953128,cierre,3.2558139534890564,-0.4418604651162656,2022-12-09,0.0,3.2093023255817674,0,-1.0,SL,-1.0,SL,,121.0,121.0,
2022-12-12,219596,219640,-1,1.05454,1.05516,1.0533,6.200000000000649,10,10.099999999999554,1.6290322580642735,1.3412162162161927,12.4000000000013,inf,1.322580645161221,1.80000000000069,0.2337662337663423,0.6623376623374414,0.1038961038962162,16.999999999998128,2.7419354838703787,0,11.799999999999589,29.600000000000737,6.720833333333601,0,-1.0,SL,2.0,-1.1935483870967538,2022-12-12,0.6623376623374414,99.0,0,-1.0,SL,-1.0,SL,393.0,22.0,22.0,
2022-12-13,219858,219927,-1,1.05569,1.05598,1.0551100000000002,2.8999999999990145,8,2.20000000000109,0.7586206896558061,1.0932203389831003,5.799999999998029,5.931034482760443,14.620689655177456,1.4999999999987246,0.3488372093019052,0.302325581395673,0.3488372093024217,5.00000000000167,1.7241379310356444,0,3.5000000000007248,23.599999999999177,3.633333333333451,1,2.0,TP,2.0,1.5862068965515834,2022-12-13,0.302325581395673,5.931034482760443,0,2.0,TP,2.0,TP,4.0,17.0,,4.0
2022-12-14,220167,220214,-1,1.06404,1.06443,1.0632600000000003,3.899999999998904,10,0.0,0.0,1.0,7.799999999997809,8.384615384617444,20.46153846154446,1.5999999999993797,0.2539682539681029,0.4920634920634417,0.2539682539684553,4.699999999999704,1.205128205128468,1,0.6999999999979245,20.700000000000163,6.454166666666761,2,-1.0,SL,2.0,-1.307692307692394,2022-12-14,0.4920634920634417,8.384615384617444,0,-1.0,SL,-1.0,SL,330.0,2.0,2.0,
2022-12-15,220449,220502,1,1.06419,1.06354,1.06827,6.500000000000394,9,3.60000000000138,0.5538461538463325,-0.0967741935484256,40.80000000000084,3.2769230769228246,4.599999999999795,4.599999999999049,0.5897435897434656,0.0128205128205967,0.3974358974359376,12.4000000000013,1.907692307692392,0,6.500000000000394,37.199999999999456,4.400000000000052,3,-1.0,SL,6.276923076922825,-1.1846153846153733,2022-12-15,0.3974358974359376,3.2769230769228246,0,-1.0,SL,-1.0,SL,333.0,3.0,3.0,
2022-12-16,220761,220789,1,1.06262,1.0618,1.06624,8.199999999998209,11,0.0999999999984346,0.0121951219510312,0.0027548209365959,36.200000000001786,2.52439024390274,3.707317073171729,4.39999999999996,0.7457627118642856,0.1016949152545115,0.1525423728812028,9.099999999999664,1.109756097561177,1,2.60000000000149,36.30000000000022,7.854166666666773,4,-1.0,SL,4.414634146342646,-1.146341463414666,2022-12-16,0.1525423728812028,2.52439024390274,0,-1.0,SL,-1.0,SL,,138.0,138.0,
2022-12-19,221025,221077,-1,1.06383,1.0644,1.06269,5.699999999999594,9,4.300000000001525,0.7543859649126019,1.0826923076923392,11.399999999999189,inf,7.438596491228638,3.1999999999987594,0.7111111111110892,0.0,0.2888888888889108,11.2000000000001,1.964912280701912,0,4.39999999999996,51.99999999999872,5.67916666666668,0,-1.0,SL,2.0,-1.2105263157894883,2022-12-19,0.0,99.0,0,-1.0,SL,-1.0,SL,78.0,29.0,29.0,
2022-12-21,221610,221653,-1,1.0626,1.06337,1.06106,7.699999999999374,10,1.99999999999978,0.2597402597402523,0.906542056074778,15.399999999998748,2.597402597402811,4.168831168831424,4.80000000000036,0.7164179104476326,0.1641791044776515,0.1194029850747159,4.699999999999704,0.6103896103896216,1,2.100000000000435,21.400000000000308,5.829166666666552,2,2.0,TP,2.0,1.844155844155832,2022-12-21,0.1641791044776515,2.597402597402811,0,2.000000000000288,TP,2.000000000000288,TP,154.0,224.0,,154.0
2022-12-22,221905,221941,-1,1.06462,1.06529,1.0632799999999996,6.700000000001705,10,3.300000000001635,0.4925373134329545,0.9261744966442584,13.40000000000341,inf,0.1044776119399621,4.39999999999996,0.517647058823514,0.1764705882354016,0.3058823529410843,2.5999999999992696,0.3880597014923295,1,1.0999999999983243,44.69999999999974,7.054166666666713,3,-1.0,SL,2.0,-1.1791044776118946,2022-12-22,0.1764705882354016,99.0,0,-1.0,SL,-1.0,SL,51.0,6.0,6.0,
2022-12-23,222169,222228,-1,1.0625,1.06315,1.0612,6.500000000000394,9,12.799999999999478,1.9692307692305693,1.5019607843136948,13.000000000000789,1.9230769230767653,1.7230769230768337,3.20000000000098,0.4444444444445472,0.0,0.5555555555554528,18.299999999999983,2.815384615384442,0,14.499999999999512,25.50000000000052,3.720833333333469,4,2.0,TP,2.0,1.8153846153846267,2022-12-23,0.0,1.9230769230767653,0,2.0,TP,2.0,TP,16.0,339.0,,16.0
2022-12-28,223010,223075,-1,1.06499,1.06555,1.0638700000000003,5.599999999998939,8,2.39999999999796,0.4285714285711453,0.9130434782609396,11.199999999997878,1.8392857142858203,3.214285714286366,2.6999999999999247,0.5400000000000444,0.3199999999999112,0.1400000000000444,2.20000000000109,0.3928571428574119,1,0.2000000000013102,27.599999999998737,3.004166666666733,2,2.0,TP,2.0,1.7857142857142452,2022-12-28,0.3199999999999112,1.8392857142858203,0,2.0,TP,2.0,TP,69.0,320.0,,69.0
2022-12-29,223311,223363,-1,1.06365,1.06436,1.06223,7.099999999999884,9,0.700000000000145,0.0985915492957966,0.9733840304182444,14.199999999999768,2.9577464788732746,1.2253521126759723,2.500000000000835,0.6097560975611473,0.1219512195119045,0.2682926829269481,5.399999999999849,0.7605633802816814,1,1.40000000000029,26.299999999999105,4.429166666666539,3,-1.0,SL,2.0,-1.169014084507045,2022-12-29,0.1219512195119045,2.9577464788732746,0,-1.0,SL,-1.0,SL,,28.0,28.0,
2022-12-30,223639,223649,-1,1.06756,1.06793,1.06682,3.699999999999815,13,6.399999999999739,1.729729729729746,1.2229965156794218,7.399999999999629,3.945945945946189,4.729729729730346,2.6999999999999247,0.4153846153845786,0.0,0.5846153846154214,13.499999999999623,3.64864864864873,0,6.699999999999484,28.700000000001506,5.466666666666582,4,-1.0,SL,2.0,-1.3243243243243406,2022-12-30,0.0,3.945945945946189,0,-1.0,SL,-1.0,SL,62.0,11.0,11.0,
2023-01-02,223870,223930,1,1.06786,1.06631,1.07087,15.499999999999403,8,4.500000000000615,0.2903225806452121,0.1300578034682251,30.09999999999957,inf,0.238709677419352,11.799999999999589,0.7515923566878377,0.0191082802547599,0.2292993630574023,10.900000000000354,0.7032258064516628,1,3.8000000000004697,34.600000000000186,4.958333333333528,0,0.2322580645160837,cierre,1.9419354838710148,0.1548387096773711,2023-01-02,0.2292993630574023,99.0,0,0.3612903225805906,cierre,-0.0129032258065366,cierre,,470.0,470.0,
2023-01-03,224192,224217,1,1.05389,1.05354,1.06833,3.5000000000007248,11,111.0000000000011,31.714285714279463,-3.3233532934133074,144.4000000000001,inf,31.714285714279463,2.500000000000835,0.4464285714288051,0.2857142857142291,0.2678571428569658,115.00000000000064,32.85714285713624,0,113.00000000000088,33.39999999999898,9.024999999999912,1,-1.0,SL,41.25714285713434,-1.342857142857072,2023-01-03,0.2678571428569658,99.0,0,-1.0,SL,-1.0,SL,,2.0,2.0,
2023-01-04,224443,224503,-1,1.05937,1.05979,1.0585299999999995,4.20000000000087,8,15.300000000000312,3.6428571428564633,1.4015748031496282,8.40000000000174,0.8571428571430082,15.095238095235,1.80000000000069,0.2368421052632194,0.7236842105262927,0.0394736842104878,27.000000000001467,6.428571428570447,0,16.700000000000603,38.09999999999869,5.958333333333417,2,-1.0,SL,2.0,-1.2857142857142263,2023-01-04,0.7236842105262927,0.8571428571430082,0,-1.0,SL,-1.0,SL,432.0,3.0,3.0,
2023-01-06,225041,225077,1,1.05072,1.05038,1.05363,3.4000000000000696,10,3.1999999999987594,0.9411764705878513,-0.1235521235520712,29.09999999999968,inf,2.235294117646636,1.40000000000029,0.3333333333333333,0.4047619047618292,0.2619047619048374,5.699999999999594,1.6764705882351405,0,3.699999999999815,25.90000000000092,6.420833333333486,4,-1.0,SL,8.558823529411496,-1.352941176470581,2023-01-06,0.2619047619048374,99.0,0,-1.0,SL,-1.0,SL,231.0,30.0,30.0,
2023-01-09,225314,225363,-1,1.06948,1.07005,1.06834,5.699999999999594,9,8.699999999999264,1.5263157894736636,1.185501066098062,11.399999999999189,inf,9.35087719298322,4.299999999999304,0.6142857142856826,0.0,0.3857142857143174,13.399999999998968,2.3508771929824426,0,8.899999999998354,46.90000000000083,7.26249999999993,0,2.0,TP,2.0,1.7894736842105117,2023-01-09,0.0,99.0,0,2.0,TP,2.0,TP,13.0,262.0,,13.0
