ins,regla,k,dia,lado,rgo_u,R,mot,neta,dias
XAUUSD,B,2,2025-10-14,1,3480.500000000002,-0.04433271081741211,cierre,-0.04576928602212407,20
XAUUSD,B,2,2025-12-11,1,1369.7000000000025,2.0,TP,1.9963495655983061,20
XAUUSD,B,2,2026-01-19,1,3255.500000000002,2.0,TP,1.99846413761327,7
XAUUSD,B,2,2026-03-02,1,4817.5,-1.0,SL,-1.0010378827192528,12
XAUUSD,B,2,2026-03-19,-1,5950.4,-0.3122311105135789,cierre,-0.31307139015864477,20
XAUUSD,B,2,2026-05-27,-1,2747.430000000004,1.6534361203015158,cierre,1.6516162377203398,20
XAUUSD,B,3,2023-02-01,1,536.0300000000007,-1.0,SL,-1.009327836128575,2
XAUUSD,B,3,2023-02-15,-1,1239.269999999999,-0.6807717446561286,cierre,-0.6848063779483087,20
XAUUSD,B,3,2023-03-17,1,1742.3699999999985,0.0727744394129839,cierre,0.06990478486199873,20
XAUUSD,B,3,2023-05-04,1,778.3999999999992,-1.0,SL,-1.0064234326824255,10
XAUUSD,B,3,2023-05-25,-1,1002.0899999999983,0.28690037820954256,cierre,0.281910806414594,20
XAUUSD,B,3,2023-07-18,1,754.5999999999981,-1.0,SL,-1.0066260270341902,20
XAUUSD,B,3,2023-08-16,-1,635.2700000000004,-0.2639822437703649,cierre,-0.27185291293465724,20
XAUUSD,B,3,2023-09-26,-1,468.6699999999996,-1.0,SL,-1.0106684874218534,16
XAUUSD,B,3,2023-10-19,1,1637.6,0.042440156326331496,cierre,0.039386907669760905,20
XAUUSD,B,3,2023-11-27,1,823.3299999999986,0.653286045692497,cierre,0.647213146611934,20
XAUUSD,B,3,2024-01-17,-1,598.900000000001,0.23109033227583728,cierre,0.2227416931040223,20
XAUUSD,B,3,2024-03-01,1,874.1000000000008,1.9355908934904462,cierre,1.9298707241734345,20
XAUUSD,B,3,2024-04-02,1,1341.5999999999985,0.03987775790101308,cierre,0.0361508646392361,20
XAUUSD,B,3,2024-05-20,1,1340.300000000002,-1.0,SL,-1.0037305080952026,14
XAUUSD,B,3,2024-07-05,1,972.4099999999999,0.5383531637889359,cierre,0.5332112997603883,20
XAUUSD,B,3,2024-08-16,1,1426.7999999999984,0.4960120549481344,cierre,0.4925077095598529,20
XAUUSD,B,3,2024-09-20,1,1364.8900000000003,0.7297364622790121,cierre,0.7260731634051102,20
XAUUSD,B,3,2024-10-22,1,1467.9100000000017,-1.0,SL,-1.0034062033775912,15
XAUUSD,B,3,2024-11-13,-1,2178.0999999999995,-0.6666360589504607,cierre,-0.6689316376658548,20
XAUUSD,B,3,2024-12-18,-1,1411.0100000000011,-0.8367835805557708,cierre,-0.8403271415510862,20
XAUUSD,B,3,2025-01-21,1,1112.3000000000002,1.713206868650543,cierre,1.708711678504,20
XAUUSD,B,3,2025-03-13,1,1537.4000000000024,1.2282424873162459,cierre,1.2249902432678526,20
XAUUSD,B,3,2025-04-11,1,2802.5,-0.004139161462978963,cierre,-0.00592328278322874,20
XAUUSD,B,3,2025-05-14,-1,2607.4000000000024,-0.6830175653908107,cierre,-0.6849351844749558,20
XAUUSD,B,3,2025-06-13,1,1607.6000000000022,-1.0,SL,-1.0031102264244838,10
XAUUSD,B,3,2025-07-22,1,1484.2999999999984,-1.0,SL,-1.003368591255137,6
XAUUSD,B,3,2025-08-28,1,1045.3999999999996,3.0,TP,2.995217141763918,17
XAUUSD,B,3,2025-09-23,1,1515.1999999999998,3.0,TP,2.996700105596621,16
XAUUSD,B,3,2025-10-16,1,5080.999999999999,-0.30767565439874034,cierre,-0.3086597126549891,20
XAUUSD,B,3,2025-12-11,1,1369.7000000000025,2.3300722786011465,cierre,2.326421844199453,20
XAUUSD,B,3,2026-01-19,1,3255.500000000002,0.9841806174166778,cierre,0.9826447550299476,20
XAUUSD,B,3,2026-03-02,1,4817.5,-1.0,SL,-1.0010378827192528,12
XAUUSD,B,3,2026-03-19,-1,5950.4,-0.3122311105135789,cierre,-0.31307139015864477,20
XAUUSD,B,3,2026-05-27,-1,2747.430000000004,1.6534361203015158,cierre,1.6516162377203398,20
XAUUSD,C,1,2023-01-04,1,305.1099999999997,1.0,TP,0.9836124676346235,5
XAUUSD,C,1,2023-01-12,1,292.829999999999,1.0,TP,0.9829252467301847,2
XAUUSD,C,1,2023-01-17,-1,206.90000000000055,-1.0,SL,-1.0241662638956017,2
XAUUSD,C,1,2023-01-24,1,254.50000000000045,-1.0,SL,-1.0196463654223968,5
XAUUSD,C,1,2023-02-01,1,494.3299999999999,-1.0,SL,-1.010114700706006,2
XAUUSD,C,1,2023-02-09,-1,247.97000000000025,1.0,TP,0.9798362705165947,4
XAUUSD,C,1,2023-02-21,-1,128.09999999999945,1.0,TP,0.9609679937548788,2
XAUUSD,C,1,2023-02-24,-1,230.19999999999982,-1.0,SL,-1.0217202432667245,3
XAUUSD,C,1,2023-03-03,1,252.11000000000013,-1.0,SL,-1.0198326127484034,2
XAUUSD,C,1,2023-03-09,1,212.36999999999853,1.0,TP,0.9764561849602108,1
XAUUSD,C,1,2023-03-13,1,843.3000000000015,1.0,TP,0.9940709118937507,5
XAUUSD,C,1,2023-03-21,-1,666.5999999999985,-1.0,SL,-1.0075007500750075,10
XAUUSD,C,1,2023-04-06,-1,254.3899999999985,-1.0,SL,-1.0196548606470381,4
XAUUSD,C,1,2023-04-14,-1,450.39999999999964,-1.0,SL,-1.011101243339254,14
XAUUSD,C,1,2023-05-05,-1,621.5399999999977,1.0,TP,0.9919554654567686,9
XAUUSD,C,1,2023-05-25,-1,409.3999999999983,-1.0,SL,-1.0122129946262823,5
XAUUSD,C,1,2023-06-02,-1,339.50000000000045,1.0,TP,0.9852724594992637,14
XAUUSD,C,1,2023-06-27,-1,198.4999999999991,-1.0,SL,-1.0251889168765744,6
XAUUSD,C,1,2023-07-06,-1,241.60000000000082,-1.0,SL,-1.0206953642384105,3
XAUUSD,C,1,2023-07-12,1,313.09999999999945,1.0,TP,0.9840306611306292,6
XAUUSD,C,1,2023-07-21,-1,259.5699999999988,1.0,TP,0.9807373733482296,8
XAUUSD,C,1,2023-08-04,1,131.4300000000003,-1.0,SL,-1.0380430647492962,2
XAUUSD,C,1,2023-08-09,-1,244.29999999999836,1.0,TP,0.9795333606221857,6
XAUUSD,C,1,2023-08-23,1,254.20000000000073,1.0,TP,0.980330448465775,5
XAUUSD,C,1,2023-09-05,-1,204.36999999999898,1.0,TP,0.97553456965308,7
XAUUSD,C,1,2023-09-15,1,218.40000000000146,1.0,TP,0.9771062271062273,3
XAUUSD,C,1,2023-09-21,-1,277.4700000000007,1.0,TP,0.9819800338775364,4
XAUUSD,C,1,2023-09-28,-1,398.6699999999996,1.0,TP,0.9874582988436551,3
XAUUSD,C,1,2023-10-06,1,197.74000000000115,1.0,TP,0.974714271265298,1
XAUUSD,C,1,2023-10-11,1,210.60000000000173,1.0,TP,0.9762583095916432,2
XAUUSD,C,1,2023-10-18,1,350.0299999999993,1.0,TP,0.9857155100991344,2
XAUUSD,C,1,2023-10-23,-1,252.87000000000035,-1.0,SL,-1.0197730058923558,4
XAUUSD,C,1,2023-10-31,-1,230.59999999999945,1.0,TP,0.9783174327840416,5
XAUUSD,C,1,2023-11-08,-1,283.27,-1.0,SL,-1.0176510043421472,6
XAUUSD,C,1,2023-11-20,-1,155.6100000000015,-1.0,SL,-1.032131611078979,1
XAUUSD,C,1,2023-11-24,1,120.90000000000146,1.0,TP,0.9586435070306043,1
XAUUSD,C,1,2023-11-28,1,402.00000000000045,1.0,TP,0.9875621890547264,4
XAUUSD,C,1,2023-12-05,-1,1260.8700000000022,-0.19094752036292387,cierre,-0.1949130362368839,20
XAUUSD,C,1,2024-01-10,-1,177.92999999999893,-1.0,SL,-1.0281009385713484,1
XAUUSD,C,1,2024-01-16,-1,303.50000000000136,-1.0,SL,-1.016474464579901,12
XAUUSD,C,1,2024-02-05,-1,325.39999999999964,1.0,TP,0.9846342962507683,6
XAUUSD,C,1,2024-02-15,1,200.17000000000053,1.0,TP,0.9750212319528402,3
XAUUSD,C,1,2024-02-23,1,156.59999999999854,1.0,TP,0.9680715197956574,5
XAUUSD,C,1,2024-03-04,1,753.8000000000011,1.0,TP,0.9933669408331123,4
XAUUSD,C,1,2024-03-12,-1,320.39999999999964,-1.0,SL,-1.015605493133583,6
XAUUSD,C,1,2024-03-22,-1,472.20000000000255,-1.0,SL,-1.0105887335874628,4
XAUUSD,C,1,2024-04-01,1,643.6000000000013,1.0,TP,0.9922311995027968,4
XAUUSD,C,1,2024-04-08,1,712.3999999999978,1.0,TP,0.9929814710836609,4
XAUUSD,C,1,2024-04-17,-1,377.33000000000175,-1.0,SL,-1.013251000450534,2
XAUUSD,C,1,2024-04-22,-1,913.5999999999967,-1.0,SL,-1.0054728546409808,19
XAUUSD,C,1,2024-05-20,1,518.8700000000017,-1.0,SL,-1.0096363250910632,3
XAUUSD,C,1,2024-05-27,1,254.89000000000033,-1.0,SL,-1.0196163050727765,3
XAUUSD,C,1,2024-06-05,1,394.670000000001,-1.0,SL,-1.0126688119188183,2
XAUUSD,C,1,2024-06-11,1,288.4999999999991,1.0,TP,0.9826689774696706,7
XAUUSD,C,1,2024-06-21,-1,436.1999999999989,-1.0,SL,-1.011462631820266,10
XAUUSD,C,1,2024-07-11,1,525.630000000001,1.0,TP,0.9904876053497708,3
XAUUSD,C,1,2024-07-18,-1,386.3299999999981,1.0,TP,0.9870576967877203,1
XAUUSD,C,1,2024-07-25,-1,677.6999999999998,-1.0,SL,-1.0073778958241109,4
XAUUSD,C,1,2024-08-05,-1,674.8900000000003,-1.0,SL,-1.0074086147372163,7
XAUUSD,C,1,2024-08-16,1,748.2900000000018,1.0,TP,0.9933180985981371,20
XAUUSD,C,1,2024-09-17,-1,203.59999999999673,-1.0,SL,-1.0245579567779965,1
XAUUSD,C,1,2024-09-20,1,704.989999999998,1.0,TP,0.9929077008184513,19
XAUUSD,C,1,2024-10-18,1,481.90999999999804,1.0,TP,0.9896246187047374,7
XAUUSD,C,1,2024-10-30,1,421.4300000000003,-1.0,SL,-1.0118643665614693,1
XAUUSD,C,1,2024-11-06,-1,909.8000000000002,1.0,TP,0.994504286656408,6
XAUUSD,C,1,2024-11-18,1,572.6999999999998,1.0,TP,0.9912694255281997,3
XAUUSD,C,1,2024-11-22,1,670.3999999999996,-1.0,SL,-1.0074582338902147,1
XAUUSD,C,1,2024-11-29,1,291.3000000000011,-1.0,SL,-1.0171644352900788,5
XAUUSD,C,1,2024-12-09,1,467.6899999999978,1.0,TP,0.9893091577754495,2
XAUUSD,C,1,2024-12-13,-1,782.8999999999996,-0.37667645931791793,cierre,-0.38306297100523434,20
XAUUSD,C,1,2025-01-15,1,360.7400000000007,1.0,TP,0.9861396019293674,4
XAUUSD,C,1,2025-01-22,1,530.1000000000022,1.0,TP,0.9905678173929447,7
XAUUSD,C,1,2025-02-04,1,693.4999999999991,1.0,TP,0.992790194664744,4
XAUUSD,C,1,2025-02-13,1,636.1999999999989,-1.0,SL,-1.0078591637849732,11
XAUUSD,C,1,2025-03-03,1,596.9300000000021,1.0,TP,0.9916238084867572,8
XAUUSD,C,1,2025-03-18,1,495.52999999999884,1.0,TP,0.9899097935543761,8
XAUUSD,C,1,2025-03-31,1,682.2000000000025,-1.0,SL,-1.0073292289651128,3
XAUUSD,C,1,2025-04-04,-1,1295.4999999999973,-1.0,SL,-1.0038595137012736,4
XAUUSD,C,1,2025-04-11,1,1654.4000000000005,1.0,TP,0.996977756286267,5
XAUUSD,C,1,2025-04-23,-1,2121.1000000000013,-0.12667955306209197,cierre,-0.12903682051765747,20
XAUUSD,C,1,2025-05-23,1,777.859999999996,-1.0,SL,-1.0064278919085696,3
XAUUSD,C,1,2025-06-02,1,1101.2000000000035,-1.0,SL,-1.0045405012713404,19
XAUUSD,C,1,2025-07-01,1,926.0999999999967,1.0,TP,0.9946010150091783,15
XAUUSD,C,1,2025-07-24,-1,707.5,1.0,TP,0.9929328621908127,4
XAUUSD,C,1,2025-08-01,1,889.2000000000007,1.0,TP,0.9943769680611786,20
XAUUSD,C,1,2025-09-01,1,720.3999999999996,1.0,TP,0.99305941143809,2
XAUUSD,C,1,2025-09-05,1,747.6999999999998,1.0,TP,0.9933128259997325,2
XAUUSD,C,1,2025-09-15,1,469.2000000000007,-1.0,SL,-1.0106564364876385,3
XAUUSD,C,1,2025-09-19,1,570.2399999999989,1.0,TP,0.9912317620650953,1
XAUUSD,C,1,2025-09-23,1,796.2000000000035,1.0,TP,0.993720170811354,5
XAUUSD,C,1,2025-10-06,1,1212.3000000000002,1.0,TP,0.9958756083477687,5
XAUUSD,C,1,2025-10-14,1,1403.9000000000033,1.0,TP,0.9964384927701403,2
XAUUSD,C,1,2025-10-21,-1,2569.430000000002,0.22475802026130112,cierre,0.22281206337592188,20
XAUUSD,C,1,2025-11-24,1,1126.4400000000023,1.0,TP,0.9955612371719754,5
XAUUSD,C,1,2025-12-05,1,684.6000000000004,-1.0,SL,-1.007303534910897,2
XAUUSD,C,1,2025-12-10,1,578.0000000000018,1.0,TP,0.9913494809688581,1
XAUUSD,C,1,2025-12-12,1,948.0000000000018,1.0,TP,0.9947257383966245,6
XAUUSD,C,1,2025-12-23,1,1473.0000000000018,-1.0,SL,-1.0033944331296674,3
XAUUSD,C,1,2025-12-31,-1,856.1899999999969,-1.0,SL,-1.0058398252724279,2
XAUUSD,C,1,2026-01-06,1,1487.6000000000022,1.0,TP,0.9966388814197364,6
XAUUSD,C,1,2026-01-19,1,1334.6000000000004,1.0,TP,0.9962535591188371,2
XAUUSD,C,1,2026-01-22,1,1803.4000000000015,1.0,TP,0.9972274592436509,3
XAUUSD,C,1,2026-01-28,1,4036.5700000000015,-1.0,SL,-1.0012386754100635,2
XAUUSD,C,1,2026-02-02,-1,7935.0,-0.8375551354757409,cierre,-0.8381852551984882,20
XAUUSD,C,1,2026-03-03,-1,3340.100000000002,1.0,TP,0.9985030388311728,12
XAUUSD,C,1,2026-03-20,-1,3769.399999999996,1.0,TP,0.9986735289435984,1
XAUUSD,C,1,2026-03-24,1,4481.000000000004,0.4306627984824803,cierre,0.4295469761214002,20
XAUUSD,C,1,2026-04-23,-1,798.100000000004,1.0,TP,0.9937351209121664,3
XAUUSD,C,1,2026-04-29,-1,1575.9000000000015,-1.0,SL,-1.0031727901516594,5
XAUUSD,C,1,2026-05-14,-1,777.2299999999996,1.0,TP,0.9935668978294713,1
XAUUSD,C,1,2026-05-25,1,780.7000000000062,-1.0,SL,-1.0064045087741769,1
XAUUSD,C,1,2026-05-27,-1,1283.5000000000036,-1.0,SL,-1.003895597974289,2
XAUUSD,C,1,2026-06-01,-1,1101.4999999999964,1.0,TP,0.9954607353608715,4
XAUUSD,C,1,2026-06-09,-1,924.4999999999982,1.0,TP,0.9945916711736074,1
XAUUSD,C,1,2026-06-15,1,1393.5999999999967,-1.0,SL,-1.0035878300803673,4
XAUUSD,C,1,2026-06-23,-1,1097.430000000004,1.0,TP,0.9954439007499339,1
XAUUSD,C,1,2026-06-26,1,1261.5999999999985,-1.0,SL,-1.0039632213062777,2
XAUUSD,C,1,2026-07-02,1,1625.1999999999998,-1.0,SL,-1.0030765444253016,11
XAUUSD,C,1,2026-07-21,1,950.5999999999995,-0.36787292236482033,cierre,-0.37313275825794046,8
XAUUSD,C,2,2023-01-04,1,305.1099999999997,2.0,TP,1.9836124676346236,7
XAUUSD,C,2,2023-01-17,-1,206.90000000000055,-1.0,SL,-1.0241662638956017,2
XAUUSD,C,2,2023-01-24,1,254.50000000000045,-1.0,SL,-1.0196463654223968,5
XAUUSD,C,2,2023-02-01,1,494.3299999999999,-1.0,SL,-1.010114700706006,2
XAUUSD,C,2,2023-02-09,-1,247.97000000000025,2.0,TP,1.9798362705165948,11
XAUUSD,C,2,2023-02-28,1,201.099999999999,2.0,TP,1.9751367478866235,8
XAUUSD,C,2,2023-03-13,1,843.3000000000015,1.079094035337363,cierre,1.0731649472311138,20
XAUUSD,C,2,2023-04-12,1,260.1999999999998,-1.0,SL,-1.019215987701768,3
XAUUSD,C,2,2023-04-21,-1,291.3999999999987,-1.0,SL,-1.017158544955388,3
XAUUSD,C,2,2023-05-02,1,394.0000000000009,-1.0,SL,-1.012690355329949,12
XAUUSD,C,2,2023-05-25,-1,409.3999999999983,-1.0,SL,-1.0122129946262823,5
XAUUSD,C,2,2023-06-02,-1,339.50000000000045,0.8555817378497786,cierre,0.8408541973490423,20
XAUUSD,C,2,2023-07-03,1,208.20000000000164,2.0,TP,1.9759846301633046,8
XAUUSD,C,2,2023-07-18,1,323.27,-1.0,SL,-1.0154669471339748,7
XAUUSD,C,2,2023-07-31,1,194.0300000000002,-1.0,SL,-1.0257692109467609,1
XAUUSD,C,2,2023-08-02,-1,315.9699999999998,-0.2394847612115078,cierre,-0.2553090483273732,20
XAUUSD,C,2,2023-09-05,-1,204.36999999999898,-1.0,SL,-1.0244654303469198,11
XAUUSD,C,2,2023-09-21,-1,277.4700000000007,2.0,TP,1.9819800338775364,5
XAUUSD,C,2,2023-09-29,-1,313.86999999999944,-1.0,SL,-1.0159301621690509,9
XAUUSD,C,2,2023-10-13,1,649.1300000000001,0.08334231972023869,cierre,0.07563970237086337,20
XAUUSD,C,2,2023-11-14,1,316.6300000000001,2.0,TP,1.9842086978492246,10
XAUUSD,C,2,2023-11-29,1,325.1999999999998,2.0,TP,1.9846248462484626,3
XAUUSD,C,2,2023-12-05,-1,1260.8700000000022,-0.19094752036292387,cierre,-0.1949130362368839,20
XAUUSD,C,2,2024-01-10,-1,177.92999999999893,-1.0,SL,-1.0281009385713484,1
XAUUSD,C,2,2024-01-16,-1,303.50000000000136,-1.0,SL,-1.016474464579901,12
XAUUSD,C,2,2024-02-05,-1,325.39999999999964,-1.0,SL,-1.0153657037492316,19
XAUUSD,C,2,2024-03-04,1,753.8000000000011,2.0,TP,1.9933669408331123,19
XAUUSD,C,2,2024-04-02,1,517.5,2.0,TP,1.9903381642512077,8
XAUUSD,C,2,2024-04-17,-1,377.33000000000175,-1.0,SL,-1.013251000450534,2
XAUUSD,C,2,2024-04-22,-1,913.5999999999967,-1.0,SL,-1.0054728546409808,19
XAUUSD,C,2,2024-05-20,1,518.8700000000017,-1.0,SL,-1.0096363250910632,3
XAUUSD,C,2,2024-05-27,1,254.89000000000033,-1.0,SL,-1.0196163050727765,3
XAUUSD,C,2,2024-06-05,1,394.670000000001,-1.0,SL,-1.0126688119188183,2
XAUUSD,C,2,2024-06-11,1,288.4999999999991,2.0,TP,1.9826689774696706,18
XAUUSD,C,2,2024-07-11,1,525.630000000001,-1.0,SL,-1.0095123946502291,10
XAUUSD,C,2,2024-07-30,1,408.5699999999997,-1.0,SL,-1.0122378050272902,4
XAUUSD,C,2,2024-08-08,1,481.97000000000116,2.0,TP,1.989625910326369,8
XAUUSD,C,2,2024-08-22,-1,353.2999999999993,-1.0,SL,-1.0141522785168413,2
XAUUSD,C,2,2024-08-30,-1,256.3299999999981,-1.0,SL,-1.0195061054109937,5
XAUUSD,C,2,2024-09-10,1,310.09999999999764,2.0,TP,1.983876168977749,3
XAUUSD,C,2,2024-09-17,-1,203.59999999999673,-1.0,SL,-1.0245579567779965,1
XAUUSD,C,2,2024-09-20,1,704.989999999998,1.4128001815628648,cierre,1.405707882381316,20
XAUUSD,C,2,2024-10-22,1,343.6000000000013,-1.0,SL,-1.0145518044237485,1
XAUUSD,C,2,2024-10-25,1,318.60999999999876,-1.0,SL,-1.0156931671950034,8
XAUUSD,C,2,2024-11-11,-1,908.6000000000013,-1.0,SL,-1.0055029716046666,9
XAUUSD,C,2,2024-11-25,-1,915.1999999999998,-1.0,SL,-1.0054632867132867,12
XAUUSD,C,2,2024-12-13,-1,782.8999999999996,-0.37667645931791793,cierre,-0.38306297100523434,20
XAUUSD,C,2,2025-01-15,1,360.7400000000007,2.0,TP,1.9861396019293673,7
XAUUSD,C,2,2025-01-27,-1,460.6999999999971,-1.0,SL,-1.0108530497069677,3
XAUUSD,C,2,2025-02-04,1,693.4999999999991,1.0870944484498914,cierre,1.0798846431146354,20
XAUUSD,C,2,2025-03-10,-1,457.79999999999745,-1.0,SL,-1.0109217999126257,2
XAUUSD,C,2,2025-03-13,1,804.4000000000005,2.0,TP,1.993784186971656,13
XAUUSD,C,2,2025-04-04,-1,1295.4999999999973,-1.0,SL,-1.0038595137012736,4
XAUUSD,C,2,2025-04-11,1,1654.4000000000005,-0.007011605415859853,cierre,-0.010033849129592928,20
XAUUSD,C,2,2025-05-14,-1,884.9000000000024,-1.0,SL,-1.0056503559724264,4
XAUUSD,C,2,2025-05-21,1,1104.7000000000025,0.49035937358558424,cierre,0.48583325789806725,20
XAUUSD,C,2,2025-06-24,-1,740.2300000000014,-1.0,SL,-1.0067546573362334,19
XAUUSD,C,2,2025-07-22,1,860.5700000000024,-1.0,SL,-1.005810102606412,3
XAUUSD,C,2,2025-07-28,-1,612.2000000000025,-1.0,SL,-1.0081672655994773,5
XAUUSD,C,2,2025-08-07,1,387.00000000000273,-1.0,SL,-1.0129198966408268,2
XAUUSD,C,2,2025-08-14,-1,355.9999999999991,-1.0,SL,-1.0140449438202248,6
XAUUSD,C,2,2025-08-26,1,339.70000000000255,2.0,TP,1.9852811304091846,4
XAUUSD,C,2,2025-09-02,1,958.5700000000043,2.0,TP,1.994783896846344,14
XAUUSD,C,2,2025-09-23,1,796.2000000000035,2.0,TP,1.9937201708113539,9
XAUUSD,C,2,2025-10-07,1,1009.369999999999,2.0,TP,1.995046415090601,6
XAUUSD,C,2,2025-10-16,1,1871.300000000001,-1.0,SL,-1.0026719392935393,3
XAUUSD,C,2,2025-10-27,-1,1459.400000000005,-1.0,SL,-1.0034260655063725,11
XAUUSD,C,2,2025-11-12,1,977.5999999999931,-1.0,SL,-1.0051145662847791,2
XAUUSD,C,2,2025-11-24,1,1126.4400000000023,2.0,TP,1.9955612371719755,18
XAUUSD,C,2,2025-12-22,1,1340.9000000000015,-1.0,SL,-1.0037288388395853,4
XAUUSD,C,2,2025-12-31,-1,856.1899999999969,-1.0,SL,-1.0058398252724279,2
XAUUSD,C,2,2026-01-06,1,1487.6000000000022,2.0,TP,1.9966388814197364,11
XAUUSD,C,2,2026-01-22,1,1803.4000000000015,2.0,TP,1.997227459243651,4
XAUUSD,C,2,2026-01-30,-1,7056.100000000006,-0.5492028174203878,cierre,-0.5499114241578207,20
XAUUSD,C,2,2026-03-02,1,1553.100000000004,-1.0,SL,-1.0032193677161805,1
XAUUSD,C,2,2026-03-05,-1,1228.199999999997,-1.0,SL,-1.0040709982087608,3
XAUUSD,C,2,2026-03-12,-1,1277.1700000000055,2.0,TP,1.9960850943883743,4
XAUUSD,C,2,2026-03-19,-1,3727.399999999998,-0.49844395557224896,cierre,-0.49978537318237937,20
XAUUSD,C,2,2026-04-21,-1,1073.0299999999988,2.0,TP,1.9953402980345376,9
XAUUSD,C,2,2026-05-06,1,1776.9999999999982,-1.0,SL,-1.0028137310073157,7
XAUUSD,C,2,2026-05-25,1,780.7000000000062,-1.0,SL,-1.0064045087741769,1
XAUUSD,C,2,2026-05-27,-1,1283.5000000000036,-1.0,SL,-1.003895597974289,2
XAUUSD,C,2,2026-06-01,-1,1101.4999999999964,2.0,TP,1.9954607353608715,6
XAUUSD,C,2,2026-06-10,-1,2912.5,-1.0,SL,-1.0017167381974248,3
XAUUSD,C,2,2026-06-17,-1,980.5000000000018,2.0,TP,1.9949005609382968,5
XAUUSD,C,2,2026-06-26,1,1261.5999999999985,-1.0,SL,-1.0039632213062777,2
XAUUSD,C,2,2026-07-02,1,1625.1999999999998,-1.0,SL,-1.0030765444253016,11
XAUUSD,C,2,2026-07-21,1,950.5999999999995,-0.36787292236482033,cierre,-0.37313275825794046,8
XAUUSD,C,3,2023-01-04,1,305.1099999999997,3.0,TP,2.9836124676346234,15
XAUUSD,C,3,2023-02-01,1,494.3299999999999,-1.0,SL,-1.010114700706006,2
XAUUSD,C,3,2023-02-09,-1,247.97000000000025,1.2526918578860373,cierre,1.2325281284026322,20
XAUUSD,C,3,2023-03-10,1,578.9300000000003,2.102153973710116,cierre,2.09351735097507,20
XAUUSD,C,3,2023-04-12,1,260.1999999999998,-1.0,SL,-1.019215987701768,3
XAUUSD,C,3,2023-04-21,-1,291.3999999999987,-1.0,SL,-1.017158544955388,3
XAUUSD,C,3,2023-05-02,1,394.0000000000009,-1.0,SL,-1.012690355329949,12
XAUUSD,C,3,2023-05-25,-1,409.3999999999983,-1.0,SL,-1.0122129946262823,5
XAUUSD,C,3,2023-06-02,-1,339.50000000000045,0.8555817378497786,cierre,0.8408541973490423,20
XAUUSD,C,3,2023-07-03,1,208.20000000000164,3.0,TP,2.9759846301633046,13
XAUUSD,C,3,2023-07-21,-1,259.5699999999988,2.7803675309165317,cierre,2.7611049042647613,20
XAUUSD,C,3,2023-08-23,1,254.20000000000073,0.6025570416994478,cierre,0.5828874901652228,20
XAUUSD,C,3,2023-09-21,-1,277.4700000000007,3.0,TP,2.9819800338775364,7
XAUUSD,C,3,2023-10-03,-1,262.77000000000044,-1.0,SL,-1.0190280473417817,4
XAUUSD,C,3,2023-10-11,1,210.60000000000173,3.0,TP,2.976258309591643,5
XAUUSD,C,3,2023-10-19,1,517.5999999999999,0.13427357032457587,cierre,0.12461360123647695,20
XAUUSD,C,3,2023-11-20,-1,155.6100000000015,-1.0,SL,-1.032131611078979,1
XAUUSD,C,3,2023-11-24,1,120.90000000000146,3.0,TP,2.9586435070306045,2
XAUUSD,C,3,2023-11-29,1,325.1999999999998,3.0,TP,2.9846248462484626,3
XAUUSD,C,3,2023-12-05,-1,1260.8700000000022,-0.19094752036292387,cierre,-0.1949130362368839,20
XAUUSD,C,3,2024-01-10,-1,177.92999999999893,-1.0,SL,-1.0281009385713484,1
XAUUSD,C,3,2024-01-16,-1,303.50000000000136,-1.0,SL,-1.016474464579901,12
XAUUSD,C,3,2024-02-05,-1,325.39999999999964,-1.0,SL,-1.0153657037492316,19
XAUUSD,C,3,2024-03-04,1,753.8000000000011,2.2001857256566684,cierre,2.1935526664897806,20
XAUUSD,C,3,2024-04-03,1,531.7000000000007,0.345307504231703,cierre,0.3359037050968525,20
XAUUSD,C,3,2024-05-06,1,463.6999999999989,0.5794694845805566,cierre,0.5686866508518527,20
XAUUSD,C,3,2024-06-05,1,394.670000000001,-1.0,SL,-1.0126688119188183,2
XAUUSD,C,3,2024-06-11,1,288.4999999999991,1.6370883882149105,cierre,1.6197573656845812,20
XAUUSD,C,3,2024-07-11,1,525.630000000001,-1.0,SL,-1.0095123946502291,10
XAUUSD,C,3,2024-07-30,1,408.5699999999997,-1.0,SL,-1.0122378050272902,4
XAUUSD,C,3,2024-08-08,1,481.97000000000116,1.8550947154387127,cierre,1.8447206257650817,20
XAUUSD,C,3,2024-09-10,1,310.09999999999764,3.0,TP,2.983876168977749,8
XAUUSD,C,3,2024-09-23,1,437.51000000000204,2.073529747891458,cierre,2.0621014376814055,20
XAUUSD,C,3,2024-10-22,1,343.6000000000013,-1.0,SL,-1.0145518044237485,1
XAUUSD,C,3,2024-10-25,1,318.60999999999876,-1.0,SL,-1.0156931671950034,8
XAUUSD,C,3,2024-11-11,-1,908.6000000000013,-1.0,SL,-1.0055029716046666,9
XAUUSD,C,3,2024-11-25,-1,915.1999999999998,-1.0,SL,-1.0054632867132867,12
XAUUSD,C,3,2024-12-13,-1,782.8999999999996,-0.37667645931791793,cierre,-0.38306297100523434,20
XAUUSD,C,3,2025-01-15,1,360.7400000000007,3.0,TP,2.9861396019293673,12
XAUUSD,C,3,2025-02-04,1,693.4999999999991,1.0870944484498914,cierre,1.0798846431146354,20
