slf,rr,riesgo,sl,tp,ajuste,fuera,f1,f2,R,dias
0.25,2.0,0.005,53.92000000000007,26.960000000000036,0.0,0.0,0.0,0.0029,-0.10721962689692653,
0.5,5.0,0.0075,107.84000000000015,21.56800000000003,0.0,0.0,0.0,0.00115,-0.057613228027730896,
0.5,5.0,0.005,107.84000000000015,21.56800000000003,0.0,0.0,0.0,0.0,-0.057613228027730896,
0.5,3.0,0.005,107.84000000000015,35.946666666666715,0.0,0.0,0.0,0.0008,-0.05410424333829368,
0.35,5.0,0.005,75.4880000000001,15.09760000000002,0.0,0.0,0.0,0.0,-0.0701380853087084,
0.35,5.0,0.0075,75.4880000000001,15.09760000000002,0.0,0.0,0.0,0.0004,-0.0701380853087084,
0.25,5.0,0.005,53.92000000000007,10.784000000000015,0.0,0.0,0.0,0.0,-0.08325990122169638,
0.25,5.0,0.01,53.92000000000007,10.784000000000015,0.0,0.0,0.0,0.0023,-0.08325990122169638,
0.35,3.0,0.005,75.4880000000001,25.1626666666667,0.0,0.0,0.0,0.00045,-0.08505486463572504,
0.25,5.0,0.0075,53.92000000000007,10.784000000000015,0.0,0.0,0.0,5e-05,-0.08325990122169638,
0.75,5.0,0.0075,161.76000000000022,32.35200000000005,0.0,0.0,0.0,0.0033,-0.033510819796057044,
0.75,2.0,0.005,161.76000000000022,80.88000000000011,0.0,2.2124999999999996e-06,0.00015,0.01475,-0.027463461235716434,103.0
0.75,3.0,0.005,161.76000000000022,53.92000000000007,0.0,0.0,0.0,0.0011,-0.050438197841758604,
0.75,5.0,0.005,161.76000000000022,32.35200000000005,0.0,0.0,0.0,0.0,-0.033510819796057044,
1.0,3.0,0.005,215.6800000000003,71.89333333333343,0.0,0.0,0.0,0.00095,-0.027399819608183756,
1.0,5.0,0.0075,215.6800000000003,43.13600000000006,0.0,0.0,0.0,0.003,-0.02612841652854616,
1.0,5.0,0.005,215.6800000000003,43.13600000000006,0.0,0.0,0.0,0.0,-0.02612841652854616,
