i_base,i_ent,k,alcista,entrada,objetivo,stop,nat,sim,rr,ts,vent,riesgo_u,R,coste_R,R_neto,tf,ins
2318,2319,1,True,4527.045,4543.095,4522.735,0.0,0.0,3.723897911832643,2026-05-26 05:59:00,FUERA,431.00000000004,-1.0,0.08120649651971404,-1.0812064965197141,H1,XAUUSD
2319,2320,1,False,4530.775,4522.735,4536.025,1.0,1.0,1.5314285714285645,2026-05-26 06:59:00,FUERA,525.0,1.5314285714285645,0.06666666666666667,1.4647619047618978,H1,XAUUSD
2322,2323,1,True,4522.615,4538.868,4512.058,1.0,1.0,1.539547219854214,2026-05-26 09:59:00,FUERA,1055.699999999979,1.539547219854214,0.03315335796154277,1.506393861892671,H1,XAUUSD
2325,2326,1,True,4520.078,4536.125,4500.475,0.0,0.0,0.8185991940008936,2026-05-26 12:59:00,NY,1960.3000000000065,-1.0,0.017854410039279643,-1.0178544100392797,H1,XAUUSD
2327,2328,1,True,4515.185,4531.155,4507.625,0.0,0.0,2.112433862433664,2026-05-26 14:59:00,FUERA,756.00000000004,-1.0,0.046296296296293844,-1.0462962962962938,H1,XAUUSD
2329,2330,1,True,4504.715,4515.425,4499.505,0.0,0.0,2.0556621880998005,2026-05-26 16:59:00,FUERA,521.0000000000036,-1.0,0.06717850287907823,-1.0671785028790781,H1,XAUUSD
2331,2332,1,True,4499.165,4507.485,4482.365,1.0,1.0,0.49523809523807255,2026-05-26 18:59:00,CTRL_B,1680.0000000000182,0.49523809523807255,0.020833333333333107,0.47440476190473946,H1,XAUUSD
2333,2334,1,False,4505.065,4497.565,4510.365,0.0,0.0,1.415094339622593,2026-05-26 20:59:00,FUERA,530.0000000000182,-1.0,0.06603773584905434,-1.0660377358490543,H1,XAUUSD
2341,2342,1,True,4497.225,4517.005,4491.355,0.0,0.0,3.3696763202720694,2026-05-27 05:59:00,FUERA,587.00000000008,-1.0,0.05962521294718097,-1.059625212947181,H1,XAUUSD
2343,2344,1,True,4481.825,4498.865,4475.605,0.0,0.0,2.739549839228178,2026-05-27 07:59:00,LONDRES,622.0000000000255,-1.0,0.056270096463020204,-1.0562700964630203,H1,XAUUSD
2348,2349,1,False,4438.765,4424.755,4466.315,1.0,1.0,0.5085299455535603,2026-05-27 12:59:00,NY,2754.9999999999272,0.5085299455535603,0.012704174228675471,0.49582577132488487,H1,XAUUSD
2353,2354,1,False,4450.145,4434.005,4454.185,0.0,1.0,3.9950495049506123,2026-05-27 17:59:00,CTRL_B,403.99999999999636,-1.0,0.08663366336633742,-1.0866336633663374,H1,XAUUSD
2356,2357,1,False,4451.875,4448.565,4458.688,0.0,1.0,0.4858359019522018,2026-05-27 20:59:00,FUERA,681.3000000000102,-1.0,0.051372376339350476,-1.0513723763393505,H1,XAUUSD
2357,2358,1,False,4457.088,4449.845,4465.495,1.0,1.0,0.8615439514689368,2026-05-27 22:59:00,FUERA,840.7000000000153,0.8615439514689368,0.0416319733555363,0.8199119781134006,H1,XAUUSD
2368,2369,1,False,4393.405,4385.615,4398.845,0.0,0.0,1.4319852941175064,2026-05-28 09:59:00,FUERA,544.0000000000509,-1.0,0.06433823529411162,-1.0643382352941115,H1,XAUUSD
2372,2373,1,False,4429.995,4379.375,4438.895,0.0,0.0,5.687640449437842,2026-05-28 13:59:00,NY,890.0000000000546,-1.0,0.039325842696626805,-1.0393258426966268,H1,XAUUSD
2381,2382,1,True,4494.735,4499.265,4488.685,1.0,1.0,0.7487603305787107,2026-05-28 23:59:00,FUERA,604.9999999999272,0.7487603305787107,0.05785123966942844,0.6909090909092823,H1,XAUUSD
2382,2383,1,False,4495.935,4488.685,4500.375,0.0,0.0,1.63288288288303,2026-05-29 00:59:00,FUERA,443.99999999996,-1.0,0.07882882882883593,-1.078828828828836,H1,XAUUSD
2385,2386,1,True,4501.085,4511.015,4494.535,1.0,1.0,1.5160305343511473,2026-05-29 03:59:00,CTRL_A,655.0000000000182,1.5160305343511473,0.05343511450381531,1.462595419847332,H1,XAUUSD
2390,2391,1,True,4514.705,4526.235,4509.675,1.0,1.0,2.292246520874817,2026-05-29 08:59:00,LONDRES,502.99999999997453,2.292246520874817,0.06958250497018245,2.2226640159046345,H1,XAUUSD
2395,2396,1,False,4536.685,4512.515,4540.645,0.0,0.0,6.103535353535316,2026-05-29 13:59:00,NY,396.00000000000364,-1.0,0.08838383838383757,-1.0883838383838376,H1,XAUUSD
2400,2401,1,True,4552.965,4568.135,4549.585,0.0,0.0,4.48816568047325,2026-05-29 18:59:00,CTRL_B,338.0000000000109,-1.0,0.10355029585798482,-1.1035502958579848,H1,XAUUSD
2404,2405,1,False,4539.335,4517.555,4545.485,0.0,1.0,3.5414634146343142,2026-05-31 23:59:00,FUERA,614.9999999999636,-1.0,0.05691056910569443,-1.0569105691056944,H1,XAUUSD
2405,2406,1,False,4540.495,4534.618,4545.695,1.0,1.0,1.1301923076922507,2026-06-01 00:59:00,FUERA,519.9999999999818,1.1301923076922507,0.06730769230769466,1.062884615384556,H1,XAUUSD
2409,2410,1,True,4514.145,4525.385,4508.395,0.0,0.0,1.9547826086956142,2026-06-01 04:59:00,FUERA,575.0,-1.0,0.06086956521739131,-1.0608695652173914,H1,XAUUSD
2410,2411,1,False,4517.915,4508.395,4525.055,1.0,1.0,1.333333333333206,2026-06-01 05:59:00,FUERA,714.0000000000327,1.333333333333206,0.049019607843135006,1.284313725490071,H1,XAUUSD
2412,2413,1,True,4502.935,4518.435,4492.195,0.0,0.0,1.4432029795157357,2026-06-01 07:59:00,LONDRES,1074.0000000000691,-1.0,0.03258845437616178,-1.0325884543761619,H1,XAUUSD
2416,2417,1,False,4505.635,4495.795,4512.785,1.0,1.0,1.3762237762238665,2026-06-01 11:59:00,FUERA,714.9999999999636,1.3762237762238665,0.04895104895105144,1.327272727272815,H1,XAUUSD
2417,2418,1,True,4501.945,4512.785,4497.225,0.0,0.0,2.296610169491875,2026-06-01 12:59:00,NY,471.9999999999345,-1.0,0.07415254237289165,-1.0741525423728917,H1,XAUUSD
2433,2434,1,False,4516.828,4497.635,4527.975,0.0,0.0,1.7218085583565375,2026-06-02 05:59:00,FUERA,1114.6999999999935,-1.0,0.03139858257827237,-1.0313985825782723,H1,XAUUSD
2439,2440,1,False,4527.425,4524.455,4534.515,1.0,1.0,0.41889985895630377,2026-06-02 11:59:00,FUERA,709.0000000000146,0.41889985895630377,0.04936530324400463,0.36953455571229915,H1,XAUUSD
2442,2443,1,True,4503.885,4524.725,4490.105,0.0,0.0,1.5123367198838285,2026-06-02 14:59:00,FUERA,1378.0000000000655,-1.0,0.02539912917271287,-1.025399129172713,H1,XAUUSD
2443,2444,1,False,4501.865,4490.105,4508.395,1.0,1.0,1.800918836140741,2026-06-02 15:59:00,FUERA,653.0000000000655,1.800918836140741,0.05359877488514011,1.747320061255601,H1,XAUUSD
2446,2447,1,True,4487.165,4492.875,4478.535,0.0,0.0,0.6616454229432172,2026-06-02 18:59:00,CTRL_B,863.0000000000109,-1.0,0.04055619930475036,-1.0405561993047503,H1,XAUUSD
2451,2452,1,False,4485.855,4461.905,4496.515,1.0,1.0,2.2467166979360322,2026-06-03 00:59:00,FUERA,1066.0000000000764,2.2467166979360322,0.03283302063789633,2.213883677298136,H1,XAUUSD
2454,2455,1,False,4484.215,4472.555,4487.375,0.0,1.0,3.689873417721643,2026-06-03 03:59:00,CTRL_A,315.99999999998545,-1.0,0.11075949367089118,-1.110759493670891,H1,XAUUSD
2457,2458,1,True,4462.755,4473.915,4455.025,0.0,0.0,1.4437257438550029,2026-06-03 06:59:00,FUERA,773.0000000000473,-1.0,0.045278137128069676,-1.0452781371280697,H1,XAUUSD
2460,2461,1,True,4442.955,4458.995,4438.735,1.0,1.0,3.80094786729834,2026-06-03 09:59:00,FUERA,422.00000000002547,3.80094786729834,0.08293838862558742,3.718009478672753,H1,XAUUSD
2461,2462,1,False,4458.755,4438.735,4467.055,0.0,1.0,2.412048192771084,2026-06-03 10:59:00,FUERA,830.0000000000182,-1.0,0.042168674698794255,-1.0421686746987942,H1,XAUUSD
2462,2463,1,False,4462.125,4440.795,4467.905,1.0,1.0,3.6903114186852712,2026-06-03 11:59:00,FUERA,577.9999999999745,3.6903114186852712,0.06055363321799575,3.6297577854672753,H1,XAUUSD
2463,2464,1,True,4460.155,4467.905,4448.025,0.0,0.0,0.6389117889530033,2026-06-03 12:59:00,NY,1213.000000000011,-1.0,0.028854080791425957,-1.028854080791426,H1,XAUUSD
2468,2469,1,False,4438.685,4433.545,4448.265,0.0,0.0,0.5365344467641301,2026-06-03 17:59:00,CTRL_B,957.9999999999927,-1.0,0.036534446764092135,-1.0365344467640922,H1,XAUUSD
2469,2470,1,True,4441.805,4448.265,4434.735,1.0,1.0,0.9137199434228389,2026-06-03 18:59:00,CTRL_B,707.0000000000618,0.9137199434228389,0.04950495049504518,0.8642149929277937,H1,XAUUSD
2477,2478,1,False,4463.575,4455.265,4476.895,0.0,0.0,0.6238738738738067,2026-06-04 03:59:00,CTRL_A,1332.0000000000618,-1.0,0.026276276276275056,-1.0262762762762752,H1,XAUUSD
2480,2481,1,True,4467.545,4482.265,4462.665,0.0,1.0,3.0163934426229355,2026-06-04 06:59:00,FUERA,488.0000000000109,-1.0,0.07172131147540824,-1.0717213114754083,H1,XAUUSD
2482,2483,1,True,4463.205,4470.665,4458.415,1.0,1.0,1.5574112734864496,2026-06-04 08:59:00,LONDRES,478.99999999999636,1.5574112734864496,0.07306889352818427,1.4843423799582653,H1,XAUUSD
2487,2488,1,False,4495.555,4490.915,4515.175,1.0,1.0,0.236493374108071,2026-06-04 13:59:00,NY,1961.999999999989,0.236493374108071,0.017838939857288582,0.21865443425078243,H1,XAUUSD
2492,2493,1,True,4477.925,4482.565,4472.605,1.0,0.0,0.8721804511276088,2026-06-04 18:59:00,CTRL_B,532.0000000000618,0.8721804511276088,0.06578947368420288,0.8063909774434059,H1,XAUUSD
2502,2503,1,False,4439.715,4437.395,4449.875,1.0,0.0,0.228346456692888,2026-06-05 05:59:00,FUERA,1015.9999999999854,0.228346456692888,0.03444881889763829,0.1938976377952497,H1,XAUUSD
2506,2507,1,False,4464.725,4458.575,4469.265,1.0,1.0,1.354625550660924,2026-06-05 09:59:00,FUERA,453.99999999999636,1.354625550660924,0.07709251101321647,1.2775330396477074,H1,XAUUSD
2511,2512,1,True,4369.535,4420.975,4344.405,0.0,0.0,2.046955829685646,2026-06-05 14:59:00,FUERA,2513.000000000011,-1.0,0.013927576601671248,-1.0139275766016713,H1,XAUUSD
2513,2514,1,True,4344.455,4372.475,4322.955,0.0,0.0,1.3032558139535086,2026-06-05 16:59:00,FUERA,2150.0,-1.0,0.01627906976744186,-1.0162790697674418,H1,XAUUSD
2514,2515,1,False,4341.595,4322.955,4347.145,1.0,1.0,3.3585585585585074,2026-06-05 17:59:00,CTRL_B,555.0000000000182,3.3585585585585074,0.06306306306306099,3.2954954954954463,H1,XAUUSD
2520,2521,1,False,4341.975,4316.685,4353.085,1.0,1.0,2.27632763276334,2026-06-08 00:59:00,FUERA,1110.9999999999673,2.27632763276334,0.03150315031503243,2.244824482448308,H1,XAUUSD
2523,2524,1,True,4316.775,4330.495,4303.405,0.0,0.0,1.0261780104712317,2026-06-08 03:59:00,CTRL_A,1336.999999999989,-1.0,0.026178010471204403,-1.0261780104712044,H1,XAUUSD
2524,2525,1,False,4312.425,4303.405,4321.565,1.0,1.0,0.9868708971554717,2026-06-08 04:59:00,FUERA,913.9999999999418,0.9868708971554717,0.03829321663019938,0.9485776805252724,H1,XAUUSD
2527,2528,1,False,4294.345,4291.675,4316.805,1.0,0.0,0.11887800534283474,2026-06-08 07:59:00,LONDRES,2246.0000000000036,0.11887800534283474,0.015583259127337464,0.10329474621549728,H1,XAUUSD
2533,2534,1,False,4326.815,4319.995,4346.615,1.0,,0.34444444444442657,2026-06-08 13:59:00,NY,1980.0000000000182,0.34444444444442657,0.017676767676767513,0.32676767676765905,H1,XAUUSD
2534,2535,1,True,4330.895,4346.615,4314.805,0.0,,0.9770043505282289,2026-06-08 14:59:00,FUERA,1609.0000000000146,-1.0,0.021752641392168853,-1.021752641392169,H1,XAUUSD
2536,2537,1,False,4340.465,4322.325,4346.205,1.0,1.0,3.1602787456447765,2026-06-08 16:59:00,FUERA,573.9999999999782,3.1602787456447765,0.06097560975609988,3.0993031358886767,H1,XAUUSD
2537,2538,1,True,4338.895,4346.205,4331.785,0.0,0.0,1.028129395217847,2026-06-08 17:59:00,CTRL_B,711.0000000000582,-1.0,0.049226441631500896,-1.049226441631501,H1,XAUUSD
2538,2539,1,False,4334.495,4331.785,4345.755,1.0,,0.24067495559502522,2026-06-08 18:59:00,CTRL_B,1126.0000000000218,0.24067495559502522,0.031083481349910586,0.20959147424511462,H1,XAUUSD
2546,2547,1,False,4336.425,4327.868,4342.065,1.0,0.0,1.5171985815604028,2026-06-09 03:59:00,CTRL_A,563.9999999999418,1.5171985815604028,0.062056737588658886,1.4551418439717438,H1,XAUUSD
2547,2548,1,True,4332.075,4342.065,4324.005,1.0,1.0,1.2379182156134005,2026-06-09 04:59:00,FUERA,806.9999999999709,1.2379182156134005,0.04337050805452449,1.194547707558876,H1,XAUUSD
2554,2555,1,False,4339.665,4324.755,4343.705,0.0,1.0,3.690594059405938,2026-06-09 11:59:00,FUERA,403.99999999999636,-1.0,0.08663366336633742,-1.0866336633663374,H1,XAUUSD
2566,2567,1,True,4217.975,4246.858,4198.705,0.0,0.0,1.4988583290087782,2026-06-10 00:59:00,FUERA,1927.0000000000437,-1.0,0.018162947586922266,-1.0181629475869223,H1,XAUUSD
2572,2573,1,False,4203.775,4173.045,4221.558,1.0,1.0,1.7280548838778016,2026-06-10 06:59:00,FUERA,1778.3000000000357,1.7280548838778016,0.019681718495191642,1.70837316538261,H1,XAUUSD
2576,2577,1,True,4174.435,4179.335,4155.435,0.0,0.0,0.25789473684208614,2026-06-10 10:59:00,FUERA,1900.0,-1.0,0.018421052631578946,-1.018421052631579,H1,XAUUSD
2578,2579,1,True,4146.675,4175.895,4130.345,1.0,1.0,1.789344764237623,2026-06-10 12:59:00,NY,1632.9999999999927,1.789344764237623,0.021432945499081542,1.7679118187385414,H1,XAUUSD
2584,2585,1,True,4101.335,4134.805,4096.848,0.0,0.0,7.459326944506276,2026-06-10 18:59:00,CTRL_B,448.700000000008,-1.0,0.07800312012480361,-1.0780031201248037,H1,XAUUSD
2588,2589,1,True,4046.855,4072.505,4023.585,1.0,1.0,1.1022776106575036,2026-06-10 23:59:00,FUERA,2326.999999999998,1.1022776106575036,0.015040825096691031,1.0872367855608125,H1,XAUUSD
2598,2599,1,True,4091.585,4112.485,4077.295,0.0,0.0,1.462561231630489,2026-06-11 09:59:00,FUERA,1428.9999999999964,-1.0,0.02449265220433876,-1.0244926522043387,H1,XAUUSD
2602,2603,1,False,4083.005,4057.325,4092.415,1.0,1.0,2.7290116896918906,2026-06-11 13:59:00,NY,940.9999999999854,2.7290116896918906,0.0371944739638688,2.6918172157280216,H1,XAUUSD
2603,2604,1,True,4073.355,4092.415,4052.465,1.0,1.0,0.9123982766874132,2026-06-11 14:59:00,FUERA,2088.9999999999873,0.9123982766874132,0.01675442795595989,0.8956438487314533,H1,XAUUSD
2605,2606,1,False,4080.095,4070.225,4107.455,0.0,0.0,0.36074561403508204,2026-06-11 16:59:00,FUERA,2736.0000000000127,-1.0,0.012792397660818654,-1.0127923976608186,H1,XAUUSD
2607,2608,1,False,4161.525,4071.445,4171.455,0.0,0.0,9.071500503524353,2026-06-11 18:59:00,CTRL_B,993.0000000000291,-1.0,0.03524672708962636,-1.0352467270896264,H1,XAUUSD
2616,2617,1,True,4189.725,4204.815,4189.345,0.0,1.0,39.71052631577606,2026-06-12 04:59:00,FUERA,38.000000000010914,-1.0,0.9210526315786828,-1.9210526315786827,H1,XAUUSD
2621,2622,1,False,4221.635,4191.745,4227.725,1.0,1.0,4.90804597701143,2026-06-12 09:59:00,FUERA,609.0000000000146,4.90804597701143,0.05747126436781472,4.850574712643616,H1,XAUUSD
2623,2624,1,True,4206.725,4225.435,4197.325,0.0,0.0,1.9904255319147819,2026-06-12 11:59:00,FUERA,940.0000000000546,-1.0,0.03723404255318933,-1.0372340425531894,H1,XAUUSD
2626,2627,1,True,4203.805,4210.125,4176.945,1.0,1.0,0.2352941176470429,2026-06-12 14:59:00,FUERA,2686.000000000058,0.2352941176470429,0.013030528667162785,0.2222635889798801,H1,XAUUSD
2630,2631,1,False,4215.378,4213.575,4235.148,1.0,0.0,0.09119878603944581,2026-06-12 18:59:00,CTRL_B,1977.0000000000437,0.09119878603944581,0.01770359129994903,0.07349519473949678,H1,XAUUSD
2635,2636,1,False,4292.325,4280.885,4308.105,0.0,0.0,0.7249683143219128,2026-06-15 00:59:00,FUERA,1577.9999999999745,-1.0,0.0221799746514579,-1.022179974651458,H1,XAUUSD
2639,2640,1,True,4328.225,4330.975,4320.565,1.0,0.0,0.35900783289813654,2026-06-15 04:59:00,FUERA,766.0000000000764,0.35900783289813654,0.04569190600521737,0.31331592689291915,H1,XAUUSD
2649,2650,1,False,4356.515,4341.065,4369.485,1.0,1.0,1.1912104857364307,2026-06-15 14:59:00,FUERA,1296.9999999999345,1.1912104857364307,0.026985350809561888,1.1642251349268689,H1,XAUUSD
2650,2651,1,True,4356.115,4369.485,4349.345,0.0,0.0,1.9748892171345385,2026-06-15 15:59:00,FUERA,676.9999999999527,-1.0,0.05169867060561661,-1.0516986706056166,H1,XAUUSD
2654,2655,1,True,4320.525,4327.855,4316.365,0.0,,1.762019230769275,2026-06-15 19:59:00,FUERA,415.99999999998545,-1.0,0.08413461538461833,-1.0841346153846183,H1,XAUUSD
2656,2657,1,True,4311.458,4321.855,4305.755,1.0,1.0,1.8230755742593039,2026-06-15 22:59:00,FUERA,570.299999999952,1.8230755742593039,0.061371208136073906,1.76170436612323,H1,XAUUSD
2660,2661,1,True,4318.455,4325.715,4307.325,1.0,1.0,0.6522911051213071,2026-06-16 02:59:00,CTRL_A,1113.000000000011,0.6522911051213071,0.03144654088050284,0.6208445642408043,H1,XAUUSD
2664,2665,1,True,4323.745,4330.465,4313.105,1.0,1.0,0.6315789473684256,2026-06-16 06:59:00,FUERA,1064.0000000000327,0.6315789473684256,0.03289473684210425,0.5986842105263214,H1,XAUUSD
2667,2668,1,False,4345.165,4332.575,4348.285,0.0,1.0,4.035256410256598,2026-06-16 09:59:00,FUERA,311.9999999999891,-1.0,0.1121794871794911,-1.112179487179491,H1,XAUUSD
2673,2674,1,False,4335.035,4313.005,4343.315,0.0,,2.6606280193237226,2026-06-16 15:59:00,FUERA,827.9999999999745,-1.0,0.04227053140096748,-1.0422705314009675,H1,XAUUSD
2674,2675,1,False,4340.525,4320.965,4346.795,0.0,1.0,3.119617224880084,2026-06-16 16:59:00,FUERA,627.0000000000437,-1.0,0.05582137161084141,-1.0558213716108413,H1,XAUUSD
2675,2676,1,True,4340.195,4346.795,4325.105,1.0,0.0,0.4373757455268589,2026-06-16 17:59:00,CTRL_B,1509.0000000000146,0.4373757455268589,0.02319416832339275,0.4141815772034661,H1,XAUUSD
2680,2681,1,False,4330.735,4328.745,4338.245,1.0,0.0,0.2649800266311217,2026-06-16 23:59:00,FUERA,751.0000000000218,0.2649800266311217,0.04660452729693606,0.21837549933418562,H1,XAUUSD
2684,2685,1,True,4332.055,4344.335,4328.555,0.0,0.0,3.5085714285713556,2026-06-17 03:59:00,CTRL_A,350.0,-1.0,0.1,-1.1,H1,XAUUSD
2686,2687,1,False,4326.325,4317.415,4334.105,1.0,0.0,1.145244215938322,2026-06-17 05:59:00,FUERA,777.9999999999745,1.145244215938322,0.044987146529564453,1.1002570694087577,H1,XAUUSD
2687,2688,1,True,4331.575,4334.105,4320.315,0.0,0.0,0.22468916518647392,2026-06-17 06:59:00,FUERA,1126.0000000000218,-1.0,0.031083481349910586,-1.0310834813499106,H1,XAUUSD
2688,2689,1,False,4325.045,4320.315,4332.735,1.0,0.0,0.6150845253577008,2026-06-17 07:59:00,LONDRES,768.99999999996,0.6150845253577008,0.04551365409623124,0.5695708712614695,H1,XAUUSD
2695,2696,1,False,4344.205,4323.895,4363.875,0.0,0.0,1.0325368581596042,2026-06-17 14:59:00,FUERA,1967.0000000000073,-1.0,0.017793594306049758,-1.0177935943060497,H1,XAUUSD
2697,2698,1,False,4359.278,4343.555,4366.355,0.0,0.0,2.2217041119120355,2026-06-17 16:59:00,FUERA,707.6999999999316,-1.0,0.04945598417408984,-1.0494559841740898,H1,XAUUSD
2702,2703,1,False,4266.238,4234.775,4270.925,0.0,0.0,6.7128227010884,2026-06-17 22:59:00,FUERA,468.6999999999898,-1.0,0.0746746319607441,-1.074674631960744,H1,XAUUSD
2706,2707,1,False,4310.725,4306.645,4329.865,1.0,1.0,0.21316614420062965,2026-06-18 02:59:00,CTRL_A,1913.9999999999418,0.21316614420062965,0.01828631138976022,0.19487983281086943,H1,XAUUSD
2708,2709,1,False,4315.865,4308.915,4323.865,0.0,1.0,0.8687499999999773,2026-06-18 04:59:00,FUERA,800.0,-1.0,0.04375,-1.04375,H1,XAUUSD
2710,2711,1,True,4306.325,4324.855,4296.005,0.0,0.0,1.7955426356589408,2026-06-18 06:59:00,FUERA,1031.999999999971,-1.0,0.0339147286821715,-1.0339147286821715,H1,XAUUSD
2713,2714,1,True,4268.275,4292.655,4259.535,0.0,0.0,2.7894736842106083,2026-06-18 09:59:00,FUERA,873.9999999999782,-1.0,0.04004576659039002,-1.04004576659039,H1,XAUUSD
2716,2717,1,False,4246.465,4239.648,4269.025,0.0,0.0,0.30217198581561,2026-06-18 12:59:00,NY,2255.999999999949,-1.0,0.01551418439716347,-1.0155141843971636,H1,XAUUSD
2717,2718,1,False,4256.375,4240.205,4276.515,1.0,1.0,0.802879841112205,2026-06-18 13:59:00,NY,2014.0000000000327,0.802879841112205,0.01737835153922514,0.7855014895729798,H1,XAUUSD
2718,2719,1,True,4252.175,4276.515,4236.845,0.0,0.0,1.5877364644488103,2026-06-18 14:59:00,FUERA,1532.9999999999927,-1.0,0.022831050228310612,-1.0228310502283107,H1,XAUUSD
2724,2725,1,False,4208.875,4201.145,4219.335,1.0,1.0,0.739005736137623,2026-06-18 20:59:00,FUERA,1046.0000000000036,0.739005736137623,0.033460803059273306,0.7055449330783496,H1,XAUUSD
2727,2728,1,True,4190.125,4207.798,4183.738,0.0,0.0,2.767026773133014,2026-06-19 00:59:00,FUERA,638.6999999999716,-1.0,0.05479881008298349,-1.0547988100829835,H1,XAUUSD
2728,2729,1,True,4184.725,4197.945,4183.495,0.0,0.0,10.747967479670132,2026-06-19 01:59:00,FUERA,123.0000000000473,-1.0,0.28455284552834587,-1.284552845528346,H1,XAUUSD
2732,2733,1,True,4139.275,4155.065,4121.438,1.0,1.0,0.8852385490833871,2026-06-19 05:59:00,FUERA,1783.6999999999534,0.8852385490833871,0.019622133766889562,0.8656164153164975,H1,XAUUSD
2738,2739,1,True,4152.385,4162.845,4141.695,1.0,1.0,0.9784845650139886,2026-06-19 11:59:00,FUERA,1069.000000000051,0.9784845650139886,0.03274087932647178,0.9457436856875169,H1,XAUUSD
2740,2741,1,False,4151.195,4147.025,4182.825,1.0,0.0,0.13183686373696044,2026-06-19 13:59:00,NY,3163.000000000011,0.13183686373696044,0.011065444198545646,0.12077141953841479,H1,XAUUSD
2750,2751,1,True,4181.565,4189.768,4170.375,1.0,1.0,0.7330652368186527,2026-06-22 04:59:00,FUERA,1118.99999999996,0.7330652368186527,0.03127792672028709,0.7017873100983656,H1,XAUUSD
2754,2755,1,True,4197.355,4201.665,4188.405,1.0,0.0,0.48156424581011037,2026-06-22 08:59:00,LONDRES,894.9999999999818,0.48156424581011037,0.03910614525139744,0.44245810055871293,H1,XAUUSD
2760,2761,1,False,4198.025,4182.735,4210.645,1.0,1.0,1.2115689381932642,2026-06-22 14:59:00,FUERA,1262.00000000008,1.2115689381932642,0.027733755942945942,1.1838351822503181,H1,XAUUSD
2769,2770,1,True,4193.145,4195.095,4178.095,1.0,0.0,0.12956810631227872,2026-06-23 00:59:00,FUERA,1505.0000000000182,0.12956810631227872,0.02325581395348809,0.10631229235879062,H1,XAUUSD
2777,2778,1,True,4104.975,4124.645,4090.545,1.0,1.0,1.3631323631323407,2026-06-23 08:59:00,LONDRES,1443.000000000029,1.3631323631323407,0.024255024255023766,1.338877338877317,H1,XAUUSD
2779,2780,1,False,4119.465,4103.715,4133.055,0.0,0.0,1.1589403973509809,2026-06-23 10:59:00,FUERA,1359.0000000000146,-1.0,0.02575423105224402,-1.025754231052244,H1,XAUUSD
2780,2781,1,True,4122.965,4133.055,4117.145,0.0,1.0,1.733676975945129,2026-06-23 11:59:00,FUERA,581.9999999999709,-1.0,0.060137457044676546,-1.0601374570446764,H1,XAUUSD
2785,2786,1,False,4134.035,4123.118,4143.565,1.0,1.0,1.1455403987407926,2026-06-23 16:59:00,FUERA,952.9999999999745,1.1455403987407926,0.036726128016790066,1.1088142707240025,H1,XAUUSD
2792,2793,1,False,4097.055,4080.495,4111.965,1.0,1.0,1.1106639839034582,2026-06-24 00:59:00,FUERA,1490.9999999999854,1.1106639839034582,0.023474178403756096,1.087189805499702,H1,XAUUSD
2795,2796,1,True,4062.455,4095.815,4050.185,1.0,1.0,2.718826405867985,2026-06-24 03:59:00,CTRL_A,1226.9999999999982,2.718826405867985,0.028524857375713163,2.690301548492272,H1,XAUUSD
2800,2801,1,True,4076.065,4090.665,4072.935,0.0,0.0,4.664536741213865,2026-06-24 08:59:00,LONDRES,313.0000000000109,-1.0,0.11182108626197693,-1.1118210862619768,H1,XAUUSD
2805,2806,1,True,4037.975,4048.665,3964.305,0.0,0.0,0.145106556264423,2026-06-24 13:59:00,NY,7367.000000000007,-1.0,0.004750916248133564,-1.0047509162481336,H1,XAUUSD
2810,2811,1,True,3981.215,4011.085,3958.695,1.0,1.0,1.3263765541740637,2026-06-24 18:59:00,CTRL_B,2251.999999999998,1.3263765541740637,0.015541740674955607,1.3108348134991081,H1,XAUUSD
2813,2814,1,False,3995.898,3984.485,4008.545,0.0,1.0,0.9024274531509504,2026-06-24 22:59:00,FUERA,1264.6999999999935,-1.0,0.027674547323476066,-1.027674547323476,H1,XAUUSD
2815,2816,1,True,3990.985,4018.385,3978.035,0.0,0.0,2.1158301158300783,2026-06-25 00:59:00,FUERA,1295.0000000000273,-1.0,0.027027027027026456,-1.0270270270270265,H1,XAUUSD
2829,2830,1,True,4011.725,4033.885,3998.955,1.0,1.0,1.7353171495693298,2026-06-25 14:59:00,FUERA,1276.9999999999982,1.7353171495693298,0.02740798747063434,1.7079091620986955,H1,XAUUSD
2831,2832,1,False,4028.445,4004.795,4043.785,0.0,1.0,1.5417209908735703,2026-06-25 16:59:00,FUERA,1533.999999999969,-1.0,0.022816166883963953,-1.022816166883964,H1,XAUUSD
2834,2835,1,True,4026.525,4043.918,4021.645,0.0,0.0,3.5641393442622213,2026-06-25 19:59:00,FUERA,488.0000000000109,-1.0,0.07172131147540824,-1.0717213114754083,H1,XAUUSD
2838,2839,1,True,4020.075,4030.175,4011.275,0.0,0.0,1.1477272727273498,2026-06-26 00:59:00,FUERA,879.9999999999727,-1.0,0.03977272727272851,-1.0397727272727284,H1,XAUUSD
2839,2840,1,False,4020.795,4011.275,4029.335,1.0,1.0,1.1147540983606583,2026-06-26 01:59:00,FUERA,853.9999999999964,1.1147540983606583,0.040983606557377227,1.073770491803281,H1,XAUUSD
2843,2844,1,False,4007.785,3998.485,4021.135,0.0,0.0,0.6966292134831067,2026-06-26 05:59:00,FUERA,1335.0000000000364,-1.0,0.026217228464418763,-1.0262172284644189,H1,XAUUSD
