i,ts,lado,entrada,stop,objetivo,riesgo_u,rr,n_obj,tf_obj,tomas,R,motivo,R_neto,ins,coste_R
309,2020-01-07 09:44:00,-1,8861.32,8868.17,8827.64,6.850000000000364,4.916788321167664,1,4H,2,4.916788321167664,TP,4.697810218977895,NAS100,0.2189781021897694
340,2020-01-07 11:14:00,-1,1.31602,1.31647,1.3133,4.500000000000615,6.044444444443743,1,12H,1,6.044444444443743,TP,5.711111111110455,GBPUSD,0.3333333333332878
315,2020-01-07 11:14:00,-1,8856.32,8864.1,8827.64,7.780000000000655,3.686375321336488,1,4H,2,3.686375321336488,TP,3.4935732647812343,NAS100,0.1928020565552537
340,2020-01-07 11:14:00,-1,1.11744,1.11785,1.11571,4.100000000000215,4.219512195121753,1,12H,1,-1.0,SL,-1.292682926829253,EURUSD,0.29268292682925295
324,2020-01-07 13:29:00,1,8853.89,8847.36,8887.99,6.529999999998836,5.222052067382304,1,1D,1,-1.0,SL,-1.229709035222093,NAS100,0.22970903522209302
327,2020-01-07 14:14:00,1,8843.21,8832.9,8887.99,10.30999999999949,4.343355965082722,1,1D,1,-1.0,SL,-1.1454898157129072,NAS100,0.14548981571290728
348,2020-01-07 19:29:00,1,8854.69,8843.87,8887.99,10.819999999999709,3.0776340110905887,1,1D,1,-1.0,SL,-1.1386321626617413,NAS100,0.13863216266174125
388,2020-01-07 23:14:00,-1,1.3113,1.31201,1.30633,7.099999999999884,7.0,1,1D,1,-1.0,SL,-1.2112676056338063,GBPUSD,0.21126760563380625
359,2020-01-07 23:59:00,1,8735.41,8709.42,8875.64,25.98999999999978,5.395536744901914,2,12H,2,-1.0,SL,-1.0577145055790693,NAS100,0.057714505579069354
391,2020-01-07 23:59:00,1,107.996,107.818,108.629,17.799999999999727,3.5561797752810085,2,4H,1,-1.0,SL,-1.0730337078651697,USDJPY,0.07303370786516966
391,2020-01-07 23:59:00,1,1.31134,1.31048,1.31643,8.599999999998609,5.918604651163793,1,4H,1,5.918604651163793,TP,5.744186046512603,GBPUSD,0.174418604651191
394,2020-01-08 00:44:00,1,107.772,107.64099999999999,108.629,13.100000000001444,6.5419847328237015,2,4H,1,6.5419847328237015,TP,6.442748091602338,USDJPY,0.09923664122136311
403,2020-01-08 02:59:00,-1,1.31326,1.31408,1.30633,8.199999999998209,8.451219512197094,1,1D,1,-1.0,SL,-1.1829268292683326,GBPUSD,0.18292682926833265
367,2020-01-08 03:44:00,-1,3224.434,3228.5,3208.634,4.0659999999998035,3.8858829316283683,1,1D,1,-1.0,SL,-1.1475651746187971,SPX500,0.1475651746187971
369,2020-01-08 04:14:00,-1,3226.955,3229.955,3208.634,3.0,6.106999999999971,1,1D,1,-1.0,SL,-1.2,SPX500,0.19999999999999998
373,2020-01-08 05:14:00,-1,3225.155,3227.652,3208.634,2.4969999999998436,6.6163396075295235,1,1D,1,-1.0,SL,-1.2402883460152334,SPX500,0.2402883460152333
386,2020-01-08 06:44:00,1,8794.38,8787.13,8875.64,7.25,11.208275862068996,2,12H,2,11.208275862068996,TP,11.001379310344857,NAS100,0.20689655172413793
423,2020-01-08 07:59:00,1,108.421,108.37599999999999,108.63,4.500000000001592,4.6444444444425566,1,1D,1,4.6444444444425566,TP,4.35555555555377,USDJPY,0.2888888888887867
423,2020-01-08 07:59:00,-1,1.31522,1.31632,1.30633,10.999999999998789,8.08181818181913,1,1D,1,-1.0,SL,-1.1363636363636513,GBPUSD,0.13636363636365137
393,2020-01-08 08:29:00,1,8809.21,8801.69,8875.64,7.519999999998618,8.833776595746343,2,12H,2,8.833776595746343,TP,8.634308510639924,NAS100,0.19946808510641964
398,2020-01-08 09:44:00,1,8816.52,8810.5,8875.64,6.020000000000437,9.820598006643637,2,12H,2,9.820598006643637,TP,9.571428571427708,NAS100,0.24916943521592877
434,2020-01-08 10:44:00,1,1.11328,1.11267,1.11682,6.099999999999994,5.803278688524394,1,4H,1,-1.0,SL,-1.19672131147541,EURUSD,0.19672131147541
401,2020-01-08 12:14:00,1,3240.94,3238.94,3248.5,2.0,3.7799999999999727,1,12H,1,-1.0,SL,-1.3,SPX500,0.3
441,2020-01-08 12:29:00,-1,1.3109,1.31205,1.30633,11.499999999999844,3.973913043478283,1,1D,1,-1.0,SL,-1.1304347826086973,GBPUSD,0.13043478260869742
451,2020-01-08 14:59:00,1,1.31248,1.3118400000000001,1.31694,6.399999999999739,6.968750000000141,1,4H,2,-1.0,SL,-1.2343750000000095,GBPUSD,0.23437500000000955
420,2020-01-08 16:59:00,-1,3257.6,3262.546,3208.634,4.945999999999913,9.90012131014977,1,1D,1,-1.0,SL,-1.1213101496158533,SPX500,0.12131014961585333
463,2020-01-08 17:59:00,1,1.31048,1.30999,1.31694,4.900000000001015,13.183673469384843,1,4H,2,-1.0,SL,-1.3061224489795284,GBPUSD,0.30612244897952845
424,2020-01-08 17:59:00,-1,3258.234,3260.8,3208.634,2.5660000000002583,19.32969602493956,1,1D,1,-1.0,SL,-1.2338269680436242,SPX500,0.23382696804362416
465,2020-01-08 18:29:00,1,1.31014,1.3095,1.31694,6.399999999999739,10.625000000000304,1,4H,2,-1.0,SL,-1.2343750000000095,GBPUSD,0.23437500000000955
430,2020-01-08 19:29:00,-1,3257.837,3260.2,3208.634,2.362999999999829,20.82225983918897,1,1D,1,-1.0,SL,-1.2539145154464848,SPX500,0.25391451544648475
480,2020-01-08 22:14:00,1,1.30958,1.30907,1.31694,5.1000000000001044,14.431372549019377,1,4H,2,-1.0,SL,-1.2941176470588176,GBPUSD,0.2941176470588175
548,2020-01-09 15:14:00,1,1.30509,1.3043,1.31187,7.900000000000684,8.582278481011926,1,4H,1,-1.0,SL,-1.1898734177215025,GBPUSD,0.18987341772150254
591,2020-01-10 01:59:00,1,1.30631,1.30585,1.31187,4.60000000000127,12.086956521735814,2,4H,1,-1.0,SL,-1.326086956521649,GBPUSD,0.3260869565216491
615,2020-01-10 07:59:00,1,1.30595,1.3054000000000001,1.31233,5.499999999998284,11.600000000003714,1,12H,1,-1.0,SL,-1.2727272727273578,GBPUSD,0.2727272727273578
691,2020-01-13 02:59:00,-1,1.3034,1.30396,1.30126,5.60000000000116,3.8214285714274387,1,12H,2,-1.0,SL,-1.2678571428570873,GBPUSD,0.2678571428570874
667,2020-01-13 10:14:00,-1,9004.91,9010.21,8966.91,5.299999999999272,7.169811320755701,2,4H,1,-1.0,SL,-1.283018867924567,NAS100,0.28301886792456715
732,2020-01-13 13:14:00,-1,109.875,109.92200000000001,109.012,4.7000000000011255,18.361702127655168,1,1D,1,-1.0,SL,-1.276595744680785,USDJPY,0.27659574468078485
741,2020-01-13 15:29:00,1,1.29882,1.2976,1.30269,12.199999999999989,3.1721311475408376,1,4H,2,-1.0,SL,-1.1229508196721312,GBPUSD,0.12295081967213126
692,2020-01-13 18:59:00,-1,3280.94,3283.049,3256.055,2.1089999999999236,11.799431009957857,1,1D,1,-1.0,SL,-1.2844950213371369,SPX500,0.2844950213371369
705,2020-01-13 19:44:00,-1,9057.22,9062.9,8913.2,5.680000000000291,25.35563380281536,1,1D,1,-1.0,SL,-1.26408450704224,NAS100,0.26408450704224
792,2020-01-14 04:14:00,1,1.2993,1.29881,1.30269,4.899999999998794,6.918367346940486,2,4H,2,-1.0,SL,-1.3061224489796672,GBPUSD,0.30612244897966717
800,2020-01-14 06:14:00,1,1.29903,1.29854,1.30269,4.899999999998794,7.469387755103872,2,4H,2,-1.0,SL,-1.3061224489796672,GBPUSD,0.30612244897966717
806,2020-01-14 07:44:00,1,1.29713,1.29639,1.30269,7.399999999999629,7.513513513513903,2,4H,2,-1.0,SL,-1.2027027027027128,GBPUSD,0.20270270270271287
758,2020-01-14 13:14:00,-1,3285.737,3288.243,3267.34,2.505999999999858,7.341181165203901,1,12H,2,-1.0,SL,-1.239425379090197,SPX500,0.2394253790901971
767,2020-01-14 15:29:00,-1,3283.043,3285.1,3267.34,2.056999999999789,7.633932912008549,1,12H,2,-1.0,SL,-1.2916869227029955,SPX500,0.2916869227029954
777,2020-01-14 15:29:00,-1,9052.51,9057.72,8987.83,5.209999999999127,12.414587332055879,1,12H,3,-1.0,SL,-1.287907869481814,NAS100,0.28790786948181407
772,2020-01-14 16:44:00,-1,3285.534,3288.055,3267.34,2.520999999999731,7.216977389925388,1,12H,2,-1.0,SL,-1.238000793336003,SPX500,0.23800079333600319
777,2020-01-14 17:59:00,-1,3291.052,3293.346,3267.34,2.293999999999869,10.336530078466147,1,12H,2,-1.0,SL,-1.2615518744551153,SPX500,0.2615518744551152
905,2020-01-15 08:29:00,1,1.11231,1.11175,1.11469,5.599999999998939,4.250000000000892,1,1D,1,4.250000000000892,TP,4.0357142857151365,EURUSD,0.21428571428575488
834,2020-01-15 09:59:00,-1,3282.049,3284.4,3267.34,2.3510000000001128,6.256486601445822,2,12H,2,-1.0,SL,-1.2552105487026675,SPX500,0.25521054870266746
914,2020-01-15 10:44:00,1,1.2992,1.29871,1.3045,4.899999999998794,10.816326530615076,1,1D,1,10.816326530615076,TP,10.510204081635408,GBPUSD,0.30612244897966717
842,2020-01-15 11:59:00,-1,3285.546,3287.355,3267.34,1.8090000000001965,10.064123825316583,2,12H,2,-1.0,SL,-1.331674958540594,SPX500,0.33167495854059414
923,2020-01-15 12:59:00,-1,1.3006,1.30112,1.29733,5.20000000000076,6.288461538460397,1,12H,1,-1.0,SL,-1.2884615384614964,GBPUSD,0.2884615384614963
855,2020-01-15 15:14:00,-1,3292.452,3297.252,3267.34,4.799999999999727,5.231666666666981,2,12H,2,-1.0,SL,-1.125000000000007,SPX500,0.1250000000000071
865,2020-01-15 15:14:00,-1,9063.67,9076.4,8987.83,12.729999999999563,5.957580518460546,2,12H,3,-1.0,SL,-1.1178318931657543,NAS100,0.11783189316575424
936,2020-01-15 16:14:00,-1,1.30201,1.3027199999999999,1.29733,7.099999999999884,6.591549295774468,1,12H,1,-1.0,SL,-1.2112676056338063,GBPUSD,0.21126760563380625
873,2020-01-15 19:44:00,-1,3293.455,3295.8,3278.049,2.3450000000002547,6.569722814498199,3,4H,2,-1.0,SL,-1.2558635394456013,SPX500,0.2558635394456012
883,2020-01-15 19:44:00,-1,9055.11,9059.69,8987.83,4.579999999999927,14.689956331878106,2,12H,3,-1.0,SL,-1.327510917030573,NAS100,0.3275109170305729
902,2020-01-16 02:14:00,-1,9055.29,9059.99,8987.83,4.699999999998909,14.353191489365237,2,12H,3,-1.0,SL,-1.3191489361702868,NAS100,0.3191489361702869
907,2020-01-16 03:29:00,1,9051.82,9046.36,9079.72,5.459999999999127,5.10989010989086,1,4H,1,5.10989010989086,TP,4.835164835165541,NAS100,0.27472527472531866
953,2020-01-16 14:59:00,-1,9093.59,9103.1,8966.91,9.510000000000218,13.32071503680309,1,1D,2,-1.0,SL,-1.157728706624602,NAS100,0.15772870662460206
1033,2020-01-16 16:29:00,-1,1.30641,1.30737,1.30252,9.599999999998499,4.052083333334146,1,4H,1,-1.0,SL,-1.1562500000000244,GBPUSD,0.15625000000002442
1036,2020-01-16 17:14:00,-1,1.30755,1.30838,1.30252,8.300000000001084,6.0602409638547385,1,4H,1,-1.0,SL,-1.1807228915662416,GBPUSD,0.18072289156624144
1284,2020-01-21 07:14:00,1,1.30074,1.30003,1.31184,7.099999999999884,15.633802816901506,1,1D,2,-1.0,SL,-1.2112676056338063,GBPUSD,0.21126760563380625
1289,2020-01-21 08:29:00,1,1.30063,1.29943,1.31184,11.999999999998678,9.341666666667647,1,1D,2,9.341666666667647,TP,9.216666666667633,GBPUSD,0.12500000000001377
1289,2020-01-21 08:29:00,1,1.10896,1.10854,1.11425,4.199999999998649,12.595238095242186,1,1D,1,-1.0,SL,-1.2857142857143775,EURUSD,0.28571428571437757
1319,2020-01-21 15:59:00,1,1.10977,1.10879,1.11425,9.799999999999809,4.571428571428701,1,1D,1,-1.0,SL,-1.122448979591839,EURUSD,0.12244897959183912
1225,2020-01-21 19:29:00,-1,9153.7,9163.19,9113.66,9.489999999999782,4.21917808219197,1,4H,2,-1.0,SL,-1.1580611169652302,NAS100,0.1580611169652302
1249,2020-01-22 03:14:00,-1,9211.52,9223.09,9101.3,11.569999999999709,9.526361279170608,1,12H,1,-1.0,SL,-1.129645635263616,NAS100,0.12964563526361605
1377,2020-01-22 06:29:00,1,1.30564,1.305,1.31184,6.399999999999739,9.68750000000037,1,1D,2,-1.0,SL,-1.2343750000000095,GBPUSD,0.23437500000000955
1279,2020-01-22 10:44:00,-1,9212.95,9219.3,9101.3,6.349999999998545,17.58267716535859,1,12H,1,-1.0,SL,-1.236220472440999,NAS100,0.236220472440999
1242,2020-01-22 10:44:00,-1,3331.64,3333.7,3306.64,2.0599999999999454,12.13592233009741,1,12H,1,-1.0,SL,-1.2912621359223377,SPX500,0.2912621359223378
1395,2020-01-22 10:59:00,-1,1.30608,1.3066,1.30343,5.20000000000076,5.096153846152754,1,4H,1,-1.0,SL,-1.2884615384614964,GBPUSD,0.2884615384614963
1400,2020-01-22 12:14:00,1,1.10805,1.10761,1.11179,4.3999999999999595,8.500000000000252,1,12H,3,-1.0,SL,-1.2727272727272751,EURUSD,0.2727272727272752
1405,2020-01-22 13:29:00,-1,1.31275,1.31361,1.30343,8.599999999998609,10.837209302327329,1,4H,1,-1.0,SL,-1.174418604651191,GBPUSD,0.174418604651191
1415,2020-01-22 15:59:00,1,1.10754,1.1070200000000001,1.11179,5.199999999998539,8.173076923079387,1,12H,3,-1.0,SL,-1.2307692307692957,EURUSD,0.2307692307692956
1337,2020-01-23 02:59:00,1,9186.9,9182.09,9225.17,4.809999999999491,7.956340956341889,1,4H,1,-1.0,SL,-1.3118503118503448,NAS100,0.3118503118503449
1301,2020-01-23 03:14:00,-1,3318.9,3320.9,3306.64,2.0,6.130000000000109,1,1D,1,-1.0,SL,-1.3,SPX500,0.3
1338,2020-01-23 03:14:00,-1,9185.38,9190.69,9161.1,5.31000000000131,4.572504708096582,1,12H,1,4.572504708096582,TP,4.2900188323904365,NAS100,0.28248587570614503
1352,2020-01-23 06:44:00,1,9168.1,9160.58,9225.17,7.520000000000437,7.589095744680372,1,4H,1,-1.0,SL,-1.1994680851063715,NAS100,0.1994680851063714
1316,2020-01-23 06:59:00,-1,3313.534,3315.543,3306.64,2.0090000000000146,3.4315579890493693,1,1D,1,-1.0,SL,-1.2986560477849656,SPX500,0.29865604778496546
1484,2020-01-23 09:14:00,1,1.1084,1.10801,1.11179,3.900000000001125,8.692307692305196,2,1D,3,-1.0,SL,-1.307692307692219,EURUSD,0.30769230769221895
1327,2020-01-23 09:44:00,-1,3317.855,3320.046,3306.64,2.1909999999998035,5.118667275217321,1,1D,1,-1.0,SL,-1.2738475581926307,SPX500,0.2738475581926307
1364,2020-01-23 09:44:00,-1,9180.08,9184.92,9161.1,4.8400000000001455,3.921487603305577,1,12H,1,-1.0,SL,-1.3099173553718915,NAS100,0.3099173553718915
1365,2020-01-23 09:59:00,-1,9180.33,9186.09,9161.1,5.760000000000218,3.3385416666664645,1,12H,1,-1.0,SL,-1.2604166666666567,NAS100,0.2604166666666568
1331,2020-01-23 10:44:00,-1,3320.034,3321.852,3306.64,1.8179999999997563,7.3674367436754835,1,1D,1,7.3674367436754835,TP,7.037403740375109,SPX500,0.3300330033003743
1332,2020-01-23 10:59:00,1,3320.349,3318.434,3337.549,1.9149999999999636,8.981723237597986,1,12H,2,-1.0,SL,-1.3133159268929564,SPX500,0.31331592689295634
1340,2020-01-23 12:59:00,1,3315.6,3313.549,3337.549,2.050999999999931,10.70160897123394,1,12H,2,-1.0,SL,-1.2925402242808484,SPX500,0.29254022428084847
1501,2020-01-23 13:29:00,-1,1.10898,1.10957,1.107,5.899999999998684,3.3559322033907364,1,12H,1,-1.0,SL,-1.20338983050852,EURUSD,0.20338983050851994
1379,2020-01-23 13:29:00,1,9176.55,9171.82,9242.2,4.729999999999563,13.879492600424422,1,12H,1,-1.0,SL,-1.3171247357294162,NAS100,0.3171247357294162
1346,2020-01-23 14:29:00,1,3313.6,3309.543,3337.549,4.056999999999789,5.903130391915532,1,12H,2,-1.0,SL,-1.1478925314271706,SPX500,0.14789253142717063
1361,2020-01-23 18:14:00,1,3311.0,3308.449,3337.549,2.550999999999931,10.407291258330341,1,12H,2,-1.0,SL,-1.2352018816150592,SPX500,0.23520188161505928
1369,2020-01-23 20:14:00,-1,3323.3,3326.252,3306.64,2.951999999999771,5.643631436314906,1,1D,1,-1.0,SL,-1.203252032520341,SPX500,0.20325203252034096
1371,2020-01-23 20:44:00,-1,3324.255,3328.046,3306.64,3.7909999999997126,4.6465312582436225,1,1D,1,-1.0,SL,-1.1582695858612624,SPX500,0.15826958586126233
1537,2020-01-23 22:29:00,1,1.10542,1.10504,1.11179,3.8000000000004697,16.763157894734736,1,1D,1,-1.0,SL,-1.3157894736841715,EURUSD,0.3157894736841715
1385,2020-01-24 01:58:00,1,3327.546,3324.546,3337.549,3.0,3.3343333333333853,1,12H,2,-1.0,SL,-1.2,SPX500,0.19999999999999998
1477,2020-01-24 15:44:00,1,9226.5,9219.17,9276.69,7.329999999999927,6.84720327421569,1,4H,1,-1.0,SL,-1.204638472032744,NAS100,0.20463847203274418
1435,2020-01-24 15:44:00,1,3318.0,3316.0,3337.4,2.0,9.700000000000045,2,4H,2,-1.0,SL,-1.3,SPX500,0.3
1608,2020-01-24 16:14:00,-1,109.433,109.477,109.266,4.399999999999693,3.7954545454548465,1,12H,1,3.7954545454548465,TP,3.5000000000002807,USDJPY,0.29545454545456606
1638,2020-01-26 23:44:00,1,108.805,108.72099999999999,109.467,8.40000000000174,7.880952380950653,1,4H,1,3.1547619047610893,tiempo,2.9999999999992166,USDJPY,0.1547619047618727
1645,2020-01-27 01:29:00,1,108.997,108.945,109.467,5.200000000000671,9.03846153846035,1,4H,1,-1.0,SL,-1.2499999999999678,USDJPY,0.24999999999996775
1649,2020-01-27 02:29:00,1,108.934,108.886,109.467,4.800000000000182,11.104166666666272,1,4H,1,-1.0,SL,-1.270833333333323,USDJPY,0.2708333333333231
1472,2020-01-27 02:44:00,1,3261.343,3257.34,3330.152,4.002999999999702,17.189357981515194,1,4H,1,-1.0,SL,-1.1498875843117773,SPX500,0.14988758431177734
1701,2020-01-27 15:29:00,1,1.1018,1.10132,1.10398,4.799999999998139,4.541666666668575,1,12H,1,-1.0,SL,-1.2500000000000968,EURUSD,0.2500000000000969
1704,2020-01-27 16:14:00,1,1.30554,1.305,1.31065,5.399999999999849,9.462962962963541,1,12H,1,-1.0,SL,-1.2777777777777855,GBPUSD,0.2777777777777855
1569,2020-01-27 16:29:00,1,8949.8,8932.69,9043.19,17.109999999998763,5.4582115721804785,1,4H,2,5.4582115721804785,TP,5.370543541788888,NAS100,0.08766803039159021
1527,2020-01-27 16:29:00,1,3244.946,3239.143,3266.9,5.802999999999884,3.7832155781493397,1,4H,2,-1.0,SL,-1.1033947957952803,SPX500,0.10339479579528038
1711,2020-01-27 17:59:00,1,1.10152,1.10097,1.10398,5.5000000000005045,4.472727272726693,1,12H,1,-1.0,SL,-1.2181818181817983,EURUSD,0.21818181818179816
1716,2020-01-27 19:14:00,1,108.997,108.95599999999999,109.137,4.100000000001103,3.4146341463405587,1,4H,4,-1.0,SL,-1.3170731707316221,USDJPY,0.31707317073162206
1580,2020-01-27 19:14:00,1,8985.78,8970.6,9043.19,15.180000000000291,3.781949934123765,1,4H,2,-1.0,SL,-1.09881422924901,NAS100,0.09881422924900997
1552,2020-01-28 00:29:00,1,3248.3,3246.455,3266.9,1.8450000000002547,10.08130081300669,2,4H,2,-1.0,SL,-1.3252032520324755,SPX500,0.3252032520324754
1557,2020-01-28 01:44:00,1,3250.5,3247.952,3266.9,2.5479999999997744,6.436420722135614,2,4H,2,-1.0,SL,-1.2354788069073992,SPX500,0.23547880690739917
1781,2020-01-28 11:29:00,1,108.827,108.76299999999999,109.137,6.400000000000716,4.843749999999494,1,4H,4,4.843749999999494,TP,4.640624999999517,USDJPY,0.20312499999997727
1643,2020-01-29 00:59:00,-1,3275.349,3277.355,3258.236,2.005999999999858,8.530907278166248,1,4H,1,-1.0,SL,-1.2991026919242485,SPX500,0.2991026919242485
1647,2020-01-29 01:59:00,-1,3286.7,3290.755,3258.236,4.055000000000291,7.019482120837953,1,4H,1,-1.0,SL,-1.147965474722554,SPX500,0.1479654747225541
1649,2020-01-29 02:29:00,-1,3287.637,3289.9,3258.236,2.26299999999992,12.992045956695243,1,4H,1,-1.0,SL,-1.2651347768449055,SPX500,0.2651347768449055
1863,2020-01-29 07:59:00,1,1.10056,1.10017,1.10375,3.8999999999989043,8.179487179489545,1,1D,2,-1.0,SL,-1.307692307692394,EURUSD,0.30769230769239414
1718,2020-01-29 09:14:00,-1,9122.01,9132.19,9082.59,10.180000000000291,3.872298624754317,1,4H,2,-1.0,SL,-1.1473477406679722,NAS100,0.1473477406679722
1868,2020-01-29 09:14:00,1,1.10033,1.09935,1.10375,9.799999999999809,3.4897959183673932,1,1D,2,-1.0,SL,-1.122448979591839,EURUSD,0.12244897959183912
1684,2020-01-29 11:14:00,-1,3287.855,3291.2,3273.846,3.3449999999998,4.18804185351296,1,4H,3,-1.0,SL,-1.1793721973094278,SPX500,0.17937219730942777
1881,2020-01-29 12:29:00,1,1.30155,1.30098,1.30649,5.699999999999594,8.666666666667187,1,12H,3,-1.0,SL,-1.263157894736861,GBPUSD,0.26315789473686085
1883,2020-01-29 12:59:00,1,1.3008,1.30025,1.30649,5.5000000000005045,10.345454545453547,1,12H,3,-1.0,SL,-1.2727272727272476,GBPUSD,0.2727272727272477
1735,2020-01-29 13:29:00,-1,9137.43,9144.69,9082.59,7.260000000000218,7.553719008264256,1,4H,2,-1.0,SL,-1.2066115702479276,NAS100,0.20661157024792767
1895,2020-01-29 15:59:00,1,1.30017,1.29941,1.30649,7.600000000000939,8.315789473683026,1,12H,3,-1.0,SL,-1.1973684210526072,GBPUSD,0.19736842105260718
1704,2020-01-29 16:14:00,-1,3285.555,3288.043,3273.846,2.4880000000002838,4.706189710610328,1,4H,3,-1.0,SL,-1.241157556270069,SPX500,0.24115755627006896
1912,2020-01-29 20:14:00,1,1.10123,1.10086,1.10375,3.6999999999998145,6.810810810811362,1,1D,2,-1.0,SL,-1.3243243243243406,EURUSD,0.32432432432434055
1915,2020-01-29 20:59:00,1,1.30149,1.30087,1.30649,6.200000000000649,8.064516129031242,1,12H,3,-1.0,SL,-1.2419354838709424,GBPUSD,0.2419354838709424
1768,2020-01-29 23:29:00,-1,9123.1,9128.39,8942.61,5.289999999999054,34.119092627605305,1,1D,1,-1.0,SL,-1.2835538752363456,NAS100,0.2835538752363456
1726,2020-01-29 23:29:00,-1,3276.549,3279.1,3239.952,2.550999999999931,14.346138769110444,1,1D,1,-1.0,SL,-1.2352018816150592,SPX500,0.23520188161505928
1774,2020-01-30 00:59:00,-1,9093.63,9102.59,8942.61,8.960000000000946,16.85491071428378,1,1D,1,-1.0,SL,-1.1674107142856966,NAS100,0.16741071428569662
1732,2020-01-30 00:59:00,-1,3267.6,3270.8,3239.952,3.200000000000273,8.639999999999164,1,1D,1,-1.0,SL,-1.187499999999984,SPX500,0.187499999999984
1784,2020-01-30 03:29:00,-1,9065.14,9072.66,8942.61,7.520000000000437,16.293882978722305,1,1D,1,-1.0,SL,-1.1994680851063715,NAS100,0.1994680851063714
1742,2020-01-30 03:29:00,-1,3259.6,3262.549,3239.952,2.949000000000069,6.662597490674542,1,1D,1,-1.0,SL,-1.2034587995930777,SPX500,0.20345879959307764
1793,2020-01-30 05:44:00,-1,9039.78,9048.67,8942.61,8.889999999999418,10.930258717661017,1,1D,1,-1.0,SL,-1.1687289088864001,NAS100,0.16872890888640024
1751,2020-01-30 05:44:00,-1,3252.252,3255.6,3239.952,3.3479999999999563,3.673835125447995,1,1D,1,-1.0,SL,-1.1792114695340525,SPX500,0.1792114695340525
1959,2020-01-30 07:59:00,1,1.10116,1.10077,1.10276,3.8999999999989043,4.102564102565372,2,12H,2,4.102564102565372,TP,3.794871794872978,EURUSD,0.30769230769239414
1814,2020-01-30 10:59:00,-1,9032.49,9042.4,8942.61,9.909999999999854,9.069626639757873,1,1D,1,-1.0,SL,-1.15136226034309,NAS100,0.15136226034309
1985,2020-01-30 14:29:00,1,108.89,108.841,109.064,4.900000000000659,3.551020408162632,1,4H,3,-1.0,SL,-1.265306122448944,USDJPY,0.2653061224489439
1838,2020-01-30 16:59:00,-1,9067.2,9085.81,8942.61,18.609999999998763,6.694787748522753,1,1D,1,-1.0,SL,-1.0806018269747502,NAS100,0.08060182697475012
1909,2020-01-31 12:29:00,-1,9178.52,9189.5,9008.87,10.979999999999563,15.450819672131729,1,12H,1,-1.0,SL,-1.136612021857929,NAS100,0.13661202185792892
