dia,hora,lado,rngA,ent,stop,tp,rgo,rr,R,neta,res,dow
2021-09-21,2021-09-21 09:10:00,1,16.700000000000603,1.17271,1.17219,1.17399,5.199999999998539,2.46153846153948,2.46153846153948,2.186538461539403,TP,1
2021-09-24,2021-09-24 08:25:00,1,11.700000000001154,1.17359,1.17343,1.17414,1.5999999999993797,3.437500000001648,-1.0,-1.8937500000003464,SL,4
2021-09-30,2021-09-30 09:05:00,1,10.900000000000354,1.160645,1.1595900000000001,1.169,10.549999999998061,7.919431279622415,-1.0,-1.1355450236967073,SL,3
2021-09-30,2021-09-30 09:05:00,1,10.900000000000354,1.160645,1.15947,1.169,11.749999999999261,7.1106382978728835,-1.0,-1.1217021276595822,SL,3
2021-10-01,2021-10-01 08:55:00,-1,19.000000000000128,1.158125,1.15839,1.15756,2.649999999999597,2.1320754716989985,2.1320754716989985,1.5924528301894825,TP,4
2021-10-11,2021-10-11 08:25:00,-1,15.600000000000058,1.157705,1.1584699999999999,1.15413,7.6499999999990465,4.673202614379516,3.5359477124186856,3.349019607843499,abierta,0
2021-10-12,2021-10-12 09:00:00,-1,13.600000000000279,1.15578,1.15626,1.15476,4.8000000000003595,2.1249999999998845,-1.0,-1.2979166666666444,SL,1
2021-10-12,2021-10-12 09:00:00,-1,13.600000000000279,1.15578,1.15618,1.15489,3.9999999999995595,2.2250000000003887,-1.0,-1.3575000000000395,SL,1
2021-10-14,2021-10-14 08:35:00,-1,12.300000000000644,1.1608049999999999,1.16029,1.1596,5.149999999998212,2.339805825243338,-1.0,-1.2776699029127179,SL,3
2021-10-15,2021-10-15 08:45:00,-1,23.500000000000743,1.161085,1.16138,1.15969,2.9500000000015625,4.728813559318896,-1.0,-1.4847457627116076,SL,4
2021-10-18,2021-10-18 08:35:00,1,23.500000000000743,1.158235,1.15749,1.16012,7.449999999999957,2.5302013422820773,2.5302013422820773,2.338255033557244,TP,0
2021-10-26,2021-10-26 09:15:00,1,13.300000000000534,1.160475,1.15957,1.16649,9.049999999999336,6.646408839779608,-1.0,-1.1580110497237686,SL,1
2021-10-26,2021-10-26 09:15:00,1,13.300000000000534,1.160475,1.15946,1.16649,10.149999999999881,5.926108374384408,-1.0,-1.1408866995073907,SL,1
2021-10-27,2021-10-27 08:30:00,-1,11.299999999998533,1.1604999999999999,1.1607399999999999,1.16001,2.4000000000001798,2.0416666666660115,-1.0,-1.5958333333332888,SL,2
2021-10-27,2021-10-27 08:30:00,-1,11.299999999998533,1.1604999999999999,1.16071,1.16001,2.100000000000435,2.333333333332276,-1.0,-1.68095238095224,SL,2
2021-11-02,2021-11-02 09:50:00,1,13.400000000001189,1.15992,1.15934,1.16133,5.800000000000249,2.4310344827583634,-1.0,-1.2465517241379205,SL,1
2021-11-03,2021-11-03 09:05:00,-1,10.200000000000209,1.15873,1.15894,1.15809,2.100000000000435,3.0476190476182925,-1.0,-1.68095238095224,SL,2
2021-11-03,2021-11-03 09:05:00,-1,10.200000000000209,1.15873,1.15889,1.15809,1.5999999999993797,4.000000000001388,-1.0,-1.8937500000003464,SL,2
2021-11-11,2021-11-11 08:40:00,1,22.799999999998377,1.14673,1.1461000000000001,1.14805,6.299999999999084,2.0952380952383804,-1.0,-1.22698412698416,SL,3
2021-11-11,2021-11-11 10:10:00,1,22.799999999998377,1.14689,1.14616,1.14838,7.299999999998974,2.041095890411234,-1.0,-1.1958904109589317,SL,3
2021-11-18,2021-11-18 08:40:00,-1,22.100000000000453,1.13313,1.1339299999999999,1.13144,7.999999999999119,2.1125000000001943,-1.0,-1.1787500000000197,SL,3
2021-11-18,2021-11-18 08:40:00,-1,22.100000000000453,1.13313,1.13404,1.12635,9.099999999999664,7.450549450549735,-1.0,-1.157142857142863,SL,3
2021-11-22,2021-11-22 09:20:00,1,24.800000000000377,1.12778,1.12637,1.13692,14.099999999999113,6.482269503546455,-1.0,-1.1014184397163185,SL,0
2021-11-25,2021-11-25 09:10:00,-1,15.600000000000058,1.122195,1.12209,1.12126,1.0500000000002174,8.904761904761301,-1.0,-2.36190476190448,SL,3
2021-11-25,2021-11-25 09:10:00,-1,15.600000000000058,1.122195,1.12199,1.12126,2.0500000000001073,4.560975609756494,-1.0,-1.6975609756097194,SL,3
2021-12-01,2021-12-01 08:35:00,-1,20.900000000001473,1.13183,1.1342,1.12349,23.700000000002053,3.5189873417717594,-1.0,-1.0603375527426109,SL,2
2021-12-02,2021-12-02 08:40:00,1,24.299999999999322,1.1318899999999998,1.13123,1.13335,6.599999999998829,2.2121212121219664,2.2121212121219664,1.9954545454552615,TP,3
2021-12-14,2021-12-14 08:25:00,1,13.400000000001189,1.1276199999999998,1.12688,1.1314,7.399999999997409,5.108108108110055,5.108108108110055,4.914864864866744,TP,1
2021-12-17,2021-12-17 08:30:00,1,28.600000000000847,1.132675,1.13167,1.13488,10.050000000001447,2.1940298507459652,-1.0,-1.1422885572139099,SL,4
2021-12-17,2021-12-17 08:30:00,1,28.600000000000847,1.132675,1.13184,1.13488,8.350000000001412,2.64071856287382,-1.0,-1.1712574850299111,SL,4
