tf,ema,fib,rr,n,bruto,zb,neto,zn,coste
60,100,0.786,2.0,13343,-0.10559844113018062,-8.888202207694638,-0.3080559896727023,-25.774500469647958,0.20245754854252165
60,100,0.786,3.0,13305,-0.061104847801578356,-4.1573743660177875,-0.26388926606165886,-17.911543661499543,0.20278441826008042
60,200,0.382,1.0,17310,-0.30167533217793185,-41.62897900687166,-0.38937089641603856,-53.20434011638894,0.08769556423810676
60,200,0.382,2.0,16741,-0.30577623797861536,-31.26965883882798,-0.39546883012167156,-40.27013190729711,0.08969259214305624
60,200,0.382,3.0,16190,-0.3615812229771464,-31.404454231147213,-0.4531047871397533,-39.298588221027124,0.09152356416260685
60,200,0.5,1.0,17021,-0.2451677339756771,-32.99164219908211,-0.3530282042851677,-46.874017111173615,0.10786047030949053
60,200,0.5,2.0,16590,-0.2423146473779385,-23.94401896811008,-0.3520941540430301,-34.61546279837268,0.10977950666509162
60,200,0.5,3.0,16218,-0.2627944259464792,-21.578052561829022,-0.3741707005431942,-30.651292990170496,0.11137627459671498
60,200,0.618,1.0,16308,-0.22553348050036792,-29.56202253281204,-0.3639741559981844,-46.93338454514872,0.13844067549781647
60,200,0.618,2.0,16101,-0.17738028693869945,-16.817118773186237,-0.31701981473132274,-29.865750224134302,0.13963952779262326
60,200,0.618,3.0,15827,-0.1937827762684021,-15.192247643774419,-0.33492378707709025,-26.194858558461977,0.14114101080868816
60,200,0.705,1.0,15374,-0.22817744243528035,-29.057799957969035,-0.3979707685549185,-49.76383896446104,0.16979332611963813
60,200,0.705,2.0,15283,-0.15867303539880914,-14.555173612164491,-0.32910917524639316,-29.987081801301663,0.170436139847584
60,200,0.705,3.0,15156,-0.11454209553972024,-8.491062399003559,-0.2859008278825096,-21.127415933556147,0.17135873234278934
60,200,0.786,1.0,13652,-0.25432171110460006,-30.724544371444612,-0.4603482537285552,-54.5340014911311,0.2060265426239552
60,200,0.786,2.0,13595,-0.13012136815005518,-11.145273951105676,-0.33667261429217005,-28.638006953951233,0.20655124614211495
60,200,0.786,3.0,13561,-0.08531819187375562,-5.914070359459941,-0.2921865209091281,-20.193535482259595,0.20686832903537256
240,10,0.382,1.0,3657,-0.06699480448455018,-4.059953262851431,-0.10033029186160243,-6.078585936014539,0.03333548737705226
240,10,0.382,2.0,3520,-0.05738636363636364,-2.4445197577204074,-0.09139428582994193,-3.894679576725451,0.03400792219357829
240,10,0.382,3.0,3367,-0.11612711612711613,-4.05964641082364,-0.15081204560364544,-5.274665483464435,0.0346849294765293
240,10,0.5,1.0,3535,-0.03762376237623762,-2.2382216660905923,-0.0791020042316027,-4.701739640407651,0.04147824185536509
240,10,0.5,2.0,3480,-0.02413793103448276,-1.0130082586469136,-0.06597474980784535,-2.769699096763968,0.04183681877336257
