entrada,salida,px_ent,px_sal,lotes,atr,motivo,noches,bruto,coste,neto,capital
2025-08-29 19:48:00,2025-08-31 22:01:00,3450.298,3443.4310105263157,1.9171188270898216,6.666989473684225,stop,2,-1316.4834805427304,145.70103085882644,-1462.1845114015568,126351.92588869533
2025-09-01 03:00:00,2025-09-01 03:05:00,3484.535,3477.0352315789473,1.7309032095359957,7.299768421052646,stop,0,-1298.1373230776517,10.385419257215975,-1308.5227423348676,125043.40314636046
2025-09-02 01:16:00,2025-09-02 06:00:00,3489.7949999999996,3492.5350000000003,1.7398222114514867,7.187136842105271,tiempo,0,476.71128593782765,10.43893326870892,466.27235266911873,125509.67549902957
2025-09-02 14:44:00,2025-09-02 19:00:00,3508.428,3527.9880000000003,1.628622088055298,7.7064947368421075,tiempo,0,3185.584804236228,9.771732528331787,3175.813071707896,128685.48857073746
2025-09-03 00:24:00,2025-09-03 01:19:00,3540.049,3531.565294736842,1.5534773930582868,8.283705263157902,stop,0,-1317.9244335685314,9.32086435834972,-1327.2452979268812,127358.24327281058
2025-09-03 11:12:00,2025-09-03 16:00:00,3546.598,3563.498,1.464079167140655,8.69886315789474,tiempo,0,2474.2937924677203,8.78447500284393,2465.5093174648764,129823.75259027546
2025-09-03 17:00:00,2025-09-03 19:21:00,3572.575,3563.2098842105265,1.4164987717818096,9.165115789473687,stop,0,-1326.5675013383352,8.498992630690857,-1335.0664939690262,128488.68609630642
2025-09-05 12:32:00,2025-09-05 17:00:00,3578.375,3594.795,1.2387606309024894,10.372357894736854,tiempo,0,2034.0449559418967,7.432563785414937,2026.6123921564817,130515.29848846291
2025-09-08 07:04:00,2025-09-08 12:00:00,3600.105,3619.4350000000004,1.2392992327094616,10.531378947368447,tiempo,0,2395.565416827437,7.43579539625677,2388.12962143118,132903.4281098941
2025-09-08 13:00:00,2025-09-08 18:00:00,3626.015,3633.105,1.2549387352078414,10.590431578947381,tiempo,0,889.7515632623778,7.529632411247048,882.2219308511308,133785.65004074524
2025-09-09 01:35:00,2025-09-09 06:00:00,3646.3149999999996,3654.7090000000003,1.308899509881988,10.22123157894738,tiempo,0,1098.6902485950307,7.853397059291928,1090.8368515357388,134876.48689228098
2025-09-09 13:27:00,2025-09-09 14:07:00,3659.325,3648.9377473684212,1.323973123766305,10.187252631578954,stop,0,-1375.244331398086,7.94383874259783,-1383.1881701406837,133493.2987221403
2025-09-15 13:36:00,2025-09-15 18:00:00,3656.6349999999998,3681.355,1.4760512559843297,9.043947368421026,tiempo,0,3648.7987047933007,8.856307535905978,3639.9423972573945,137133.2411193977
2025-09-16 00:57:00,2025-09-16 01:20:00,3685.5449999999996,3676.9681684210523,1.6370538171501638,8.376831578947336,stop,0,-1404.0734875369824,9.822322902900982,-1413.8958104398835,135719.3453089578
2025-09-16 06:44:00,2025-09-16 11:00:00,3689.3689999999997,3692.7380000000003,1.6810504829130108,8.073484210526285,tiempo,0,566.3459076934937,10.086302897478065,556.2596047960157,136275.6049137538
2025-09-16 14:15:00,2025-09-16 14:32:00,3699.5649999999996,3691.1192631578947,1.652679530322739,8.245736842105233,stop,0,-1395.809639743939,9.916077181936434,-1405.7257169258755,134869.87919682794
2025-09-17 18:09:00,2025-09-17 18:12:00,3703.028,3694.761894736842,1.6720570188049673,8.066105263157864,stop,0,-1382.1399323443843,10.032342112829804,-1392.1722744572141,133477.70692237074
2025-09-22 06:34:00,2025-09-22 11:00:00,3707.508,3727.065,1.4078957652954422,9.480652631578936,tiempo,0,2753.4217481883306,8.447374591772654,2744.974373596558,136222.68129596728
2025-09-22 15:24:00,2025-09-22 20:00:00,3728.345,3747.2180000000003,1.402266693299074,9.714463157894734,tiempo,0,2646.497930263413,8.413600159794443,2638.0843301036184,138860.7656260709
2025-09-22 23:22:00,2025-09-23 02:49:00,3748.7349999999997,3738.9162210526315,1.44364234156833,9.618778947368412,stop,1,-1417.480503092041,59.18933600430153,-1476.6698390963427,137384.09578697456
2025-09-23 08:29:00,2025-09-23 13:00:00,3759.2349999999997,3783.9350000000004,1.3821249785305396,9.940063157894727,tiempo,0,3413.8486969705336,8.292749871183238,3405.5559470993503,140789.6517340739
2025-09-26 14:22:00,2025-09-26 19:00:00,3779.198,3778.148,1.2936470562662752,10.883157894736843,tiempo,0,-135.8329409079236,7.761882337597651,-143.59482324552124,140646.0569108284
2025-09-29 03:11:00,2025-09-29 08:00:00,3798.665,3805.7980000000002,1.2171446145554694,11.555410526315786,tiempo,0,868.1892535624487,7.302867687332816,860.8863858751159,141506.9432967035
2025-09-29 11:15:00,2025-09-29 16:00:00,3819.7749999999996,3830.0350000000003,1.2154524745178292,11.642326315789466,tiempo,0,1247.0542388553745,7.292714847106975,1239.7615240082675,142746.70482071178
2025-09-29 20:55:00,2025-09-30 02:00:00,3833.5049999999997,3847.675,1.2076117883590733,11.82057894736841,tiempo,1,1711.1859041048706,49.512083322722006,1661.6738207821486,144408.37864149394
2025-09-30 03:12:00,2025-09-30 07:56:00,3851.955,3840.339410526316,1.265010264904773,11.415589473684204,stop,0,-1469.3839917130013,7.590061589428638,-1476.9740533024299,142931.4045881915
2025-10-01 02:05:00,2025-10-01 02:54:00,3871.705,3858.6631894736843,1.113015990193071,12.841810526315772,stop,0,-1451.5743656857637,6.678095941158426,-1458.2524616269222,141473.1521265646
