dia,i,lado,tipo,nivel,entrada,stop,obj,riesgo,hora,ts,R,motivo,neto,dirH1,dirM15,favH1,favM15,diaD,Rinv,motInv,netoInv
2024-01-09,289986,-1,B,mínimo,1.09491,1.09509,1.0945500000000004,1.7999999999984695,8,2024-01-09 07:04:00,-1.0,SL,-1.7944444444451195,-1,1,True,False,2024-01-09,2.0,TP,1.2055555555548803
2024-01-10,290280,1,B,alto,1.09366,1.09311,1.0947600000000002,5.5000000000005045,8,2024-01-10 07:34:00,-1.0,SL,-1.2599999999999765,-1,1,False,True,2024-01-10,-1.0,SL,-1.2599999999999763
2024-01-16,291426,-1,B,mínimo,1.09122,1.09248,1.0887000000000004,12.599999999998168,9,2024-01-16 08:04:00,2.0,TP,1.88650793650792,-1,1,True,False,2024-01-16,-1.0,SL,-1.11349206349208
2024-01-26,293686,-1,A,mínimo,1.08275,1.08279,1.0826700000000005,0.3999999999981796,9,2024-01-26 08:29:00,-1.0,SL,-4.57500000001627,1,1,False,False,2024-01-26,-1.0,SL,-4.57500000001627
2024-01-29,293963,1,B,alto,1.0849,1.08444,1.0858199999999998,4.599999999999049,8,2024-01-29 07:34:00,-1.0,SL,-1.3108695652174556,-1,1,False,True,2024-01-29,2.0,TP,1.6891304347825444
2024-01-31,294533,1,A,mínimo,1.08163,1.0815,1.0818900000000005,1.3000000000018552,8,2024-01-31 07:04:00,2.0,TP,0.9000000000015698,-1,1,False,True,2024-01-31,-1.0,SL,-2.0999999999984302
2024-02-01,294847,-1,A,mínimo,1.07915,1.07933,1.0787900000000004,1.7999999999984695,10,2024-02-01 09:19:00,-1.0,SL,-1.7944444444451195,-1,1,True,False,2024-02-01,2.0,TP,1.2055555555548803
2024-02-05,295408,1,B,alto,1.07839,1.07786,1.0794499999999998,5.299999999999194,9,2024-02-05 08:04:00,-1.0,SL,-1.269811320754758,-1,1,False,True,2024-02-05,2.0,TP,1.730188679245242
2024-02-08,296263,-1,A,alto,1.07856,1.07876,1.07816,1.99999999999978,8,2024-02-08 07:24:00,2.0,TP,1.284999999999921,-1,1,True,False,2024-02-08,-1.0,SL,-1.7150000000000787
2024-02-13,297162,-1,A,alto,1.07716,1.07729,1.0768999999999995,1.3000000000018552,11,2024-02-13 10:19:00,-1.0,SL,-2.0999999999984302,1,1,False,False,2024-02-13,2.0,TP,0.9000000000015698
2024-02-20,298588,-1,A,alto,1.07791,1.07793,1.0778699999999997,0.2000000000013102,10,2024-02-20 09:14:00,-1.0,SL,-8.14999999995316,1,1,False,False,2024-02-20,2.0,TP,-5.14999999995316
2024-02-21,298870,1,A,mínimo,1.08063,1.08062,1.08065,0.1000000000006551,9,2024-02-21 08:44:00,-1.0,SL,-15.29999999990632,-1,-1,False,False,2024-02-21,2.0,TP,-12.29999999990632
2024-02-23,299437,-1,A,alto,1.08294,1.08304,1.08274,0.99999999999989,8,2024-02-23 07:59:00,-1.0,SL,-2.4300000000001574,1,1,False,False,2024-02-23,-1.0,SL,-2.4300000000001574
2024-02-23,299459,1,A,mínimo,1.08185,1.08151,1.08253,3.4000000000000696,10,2024-02-23 09:49:00,-1.0,SL,-1.420588235294109,-1,-1,False,False,2024-02-23,-1.0,SL,-1.420588235294109
2024-02-27,300039,-1,B,mínimo,1.0844,1.08528,1.08264,8.799999999999919,11,2024-02-27 10:09:00,-1.0,SL,-1.1625000000000014,1,-1,False,True,2024-02-27,2.0,TP,1.8374999999999986
2024-02-28,300290,1,A,mínimo,1.08239,1.0822,1.0827699999999998,1.8999999999991248,8,2024-02-28 07:04:00,-1.0,SL,-1.7526315789477152,-1,-1,False,False,2024-02-28,2.0,TP,1.2473684210522848
2024-03-01,300905,-1,B,mínimo,1.08001,1.08126,1.0775099999999995,12.500000000001954,11,2024-03-01 10:19:00,-1.0,SL,-1.114399999999982,1,-1,False,True,2024-03-01,2.0,TP,1.885600000000018
2024-03-04,301172,-1,B,mínimo,1.08394,1.08447,1.0828799999999996,5.300000000001415,9,2024-03-04 08:34:00,-1.0,SL,-1.2698113207546449,1,-1,False,True,2024-03-04,2.0,TP,1.7301886792453551
2024-03-11,302621,1,B,alto,1.09452,1.09411,1.09534,4.100000000000215,8,2024-03-11 07:24:00,-1.0,SL,-1.3487804878048597,1,-1,True,False,2024-03-11,2.0,TP,1.6512195121951403
2024-03-13,303195,-1,A,alto,1.09294,1.09317,1.09248,2.2999999999995246,8,2024-03-13 07:14:00,-1.0,SL,-1.6217391304349111,1,-1,False,True,2024-03-13,-1.0,SL,-1.6217391304349111
2024-03-19,304346,1,A,mínimo,1.08535,1.08518,1.08569,1.7000000000000348,8,2024-03-19 07:09:00,-1.0,SL,-1.841176470588218,-1,-1,False,False,2024-03-19,2.0,TP,1.158823529411782
2024-03-21,304922,1,A,mínimo,1.0927,1.0926,1.0929,0.99999999999989,8,2024-03-21 07:09:00,-1.0,SL,-2.4300000000001574,-1,-1,False,False,2024-03-21,2.0,TP,0.5699999999998426
2024-04-02,307187,1,A,mínimo,1.07276,1.07259,1.0731,1.7000000000000348,8,2024-04-02 06:04:00,2.0,TP,1.158823529411782,-1,-1,False,False,2024-04-02,-1.0,SL,-1.841176470588218
2024-04-05,308053,-1,B,mínimo,1.08234,1.08287,1.0812800000000002,5.299999999999194,8,2024-04-05 06:14:00,-1.0,SL,-1.269811320754758,1,-1,False,True,2024-04-05,2.0,TP,1.730188679245242
2024-04-11,309227,1,B,alto,1.07488,1.07431,1.07602,5.699999999999594,10,2024-04-11 08:09:00,-1.0,SL,-1.250877192982474,-1,1,False,True,2024-04-11,2.0,TP,1.749122807017526
2024-04-16,310069,1,A,mínimo,1.06087,1.06063,1.06135,2.40000000000018,8,2024-04-16 06:24:00,-1.0,SL,-1.5958333333332886,1,-1,True,False,2024-04-16,2.0,TP,1.4041666666667114
2024-04-17,310390,-1,B,alto,1.06354,1.0641,1.0624199999999997,5.60000000000116,11,2024-04-17 09:09:00,-1.0,SL,-1.25535714285709,1,1,False,False,2024-04-17,2.0,TP,1.74464285714291
2024-04-17,310354,1,B,mínimo,1.06134,1.0606,1.06282,7.399999999999629,8,2024-04-17 06:09:00,2.0,TP,1.806756756756747,1,-1,True,False,2024-04-17,-1.0,SL,-1.193243243243253
2024-04-19,310957,1,A,alto,1.0647,1.06451,1.0650799999999998,1.8999999999991248,10,2024-04-19 08:29:00,-1.0,SL,-1.7526315789477152,1,-1,True,False,2024-04-19,-1.0,SL,-1.7526315789477152
2024-04-23,311543,-1,B,alto,1.06608,1.06653,1.0651799999999998,4.500000000000615,11,2024-04-23 09:19:00,-1.0,SL,-1.3177777777777344,1,-1,False,True,2024-04-23,-1.0,SL,-1.3177777777777344
2024-04-25,312094,-1,B,alto,1.07135,1.07183,1.07039,4.80000000000036,9,2024-04-25 07:14:00,-1.0,SL,-1.2979166666666444,1,-1,False,True,2024-04-25,2.0,TP,1.7020833333333556
2024-04-30,312969,-1,B,mínimo,1.06956,1.07024,1.0682,6.800000000000139,10,2024-04-30 08:19:00,-1.0,SL,-1.2102941176470543,1,-1,False,True,2024-04-30,2.0,TP,1.7897058823529455
2024-05-02,313520,1,B,alto,1.07223,1.07136,1.07397,8.699999999999264,8,2024-05-02 06:14:00,-1.0,SL,-1.164367816091968,-1,1,False,True,2024-05-02,2.0,TP,1.835632183908032
2024-05-10,315249,-1,B,mínimo,1.07732,1.07758,1.0768000000000002,2.5999999999992696,8,2024-05-10 06:49:00,-1.0,SL,-1.5500000000001544,1,1,False,False,2024-05-10,2.0,TP,1.4499999999998456
2024-05-13,315526,1,B,alto,1.07747,1.07724,1.0779299999999998,2.2999999999995246,8,2024-05-13 06:04:00,-1.0,SL,-1.6217391304349111,-1,1,False,True,2024-05-13,2.0,TP,1.3782608695650889
2024-05-14,315819,-1,B,mínimo,1.07838,1.07875,1.0776399999999997,3.700000000002035,8,2024-05-14 06:29:00,-1.0,SL,-1.386486486486274,1,-1,False,True,2024-05-14,-1.0,SL,-1.386486486486274
2024-05-20,316963,1,B,alto,1.08837,1.08798,1.0891500000000005,3.900000000001125,8,2024-05-20 06:09:00,-1.0,SL,-1.366666666666561,1,0,True,False,2024-05-20,2.0,TP,1.633333333333439
2024-05-22,317550,-1,A,alto,1.08589,1.08614,1.08539,2.500000000000835,9,2024-05-22 07:04:00,2.0,TP,1.428000000000191,1,-1,False,True,2024-05-22,-1.0,SL,-1.571999999999809
2024-05-22,317553,-1,B,mínimo,1.08518,1.08554,1.0844600000000002,3.5999999999991594,9,2024-05-22 07:19:00,-1.0,SL,-1.397222222222315,1,-1,False,True,2024-05-22,-1.0,SL,-1.397222222222315
2024-05-23,317844,1,B,alto,1.08244,1.08124,1.0848400000000002,12.0000000000009,9,2024-05-23 07:34:00,2.0,TP,1.8808333333333425,-1,1,False,True,2024-05-23,-1.0,SL,-1.1191666666666578
2024-05-24,318117,-1,A,alto,1.0811,1.08143,1.08044,3.2999999999994145,8,2024-05-24 06:19:00,-1.0,SL,-1.4333333333334102,1,1,False,False,2024-05-24,2.0,TP,1.5666666666665898
2024-05-27,318416,-1,A,alto,1.08504,1.08505,1.08502,0.1000000000006551,9,2024-05-27 07:24:00,-1.0,SL,-15.29999999990632,1,1,False,False,2024-05-27,-1.0,SL,-15.29999999990632
2024-05-27,318402,-1,B,mínimo,1.08449,1.08477,1.0839299999999998,2.80000000000058,8,2024-05-27 06:14:00,-1.0,SL,-1.51071428571418,1,-1,False,True,2024-05-27,2.0,TP,1.48928571428582
2024-05-28,318689,-1,A,alto,1.08777,1.08795,1.0874099999999998,1.80000000000069,8,2024-05-28 06:24:00,2.0,TP,1.20555555555586,-1,1,True,False,2024-05-28,-1.0,SL,-1.7944444444441399
2024-06-03,319849,-1,A,alto,1.08539,1.08586,1.08445,4.699999999999704,9,2024-06-03 07:04:00,2.0,TP,1.6957446808510448,-1,1,True,False,2024-06-03,-1.0,SL,-1.3042553191489552
2024-06-07,320999,1,B,alto,1.08983,1.08927,1.0909500000000003,5.60000000000116,9,2024-06-07 07:14:00,-1.0,SL,-1.25535714285709,-1,1,False,True,2024-06-07,2.0,TP,1.74464285714291
2024-06-10,321285,-1,B,mínimo,1.07508,1.07549,1.07426,4.100000000000215,9,2024-06-10 07:04:00,-1.0,SL,-1.3487804878048597,1,1,False,False,2024-06-10,2.0,TP,1.6512195121951403
2024-06-11,321563,-1,A,alto,1.07685,1.07698,1.0765900000000002,1.2999999999996348,8,2024-06-11 06:14:00,-1.0,SL,-2.1000000000003087,1,-1,False,True,2024-06-11,2.0,TP,0.899999999999691
2024-06-11,321577,1,A,mínimo,1.07654,1.07618,1.0772600000000003,3.60000000000138,9,2024-06-11 07:24:00,-1.0,SL,-1.3972222222220698,-1,-1,False,False,2024-06-11,2.0,TP,1.6027777777779302
2024-06-12,321849,-1,A,alto,1.07437,1.07459,1.0739300000000005,2.199999999998869,8,2024-06-12 06:04:00,-1.0,SL,-1.650000000000334,-1,1,True,False,2024-06-12,-1.0,SL,-1.650000000000334
2024-06-19,323323,1,B,alto,1.07433,1.07377,1.0754500000000002,5.60000000000116,11,2024-06-19 09:19:00,-1.0,SL,-1.25535714285709,-1,1,False,True,2024-06-19,-1.0,SL,-1.25535714285709
2024-06-19,323284,1,A,mínimo,1.07383,1.07367,1.0741500000000004,1.6000000000016,8,2024-06-19 06:04:00,-1.0,SL,-1.8937499999991063,-1,1,False,True,2024-06-19,-1.0,SL,-1.8937499999991063
2024-06-21,323855,1,B,alto,1.07203,1.07164,1.0728100000000005,3.900000000001125,8,2024-06-21 06:09:00,-1.0,SL,-1.366666666666561,-1,1,False,True,2024-06-21,2.0,TP,1.633333333333439
2024-06-27,325010,1,B,alto,1.06978,1.06934,1.07066,4.39999999999996,8,2024-06-27 06:34:00,-1.0,SL,-1.3250000000000028,1,-1,True,False,2024-06-27,2.0,TP,1.6749999999999972
2024-06-27,325045,-1,A,alto,1.0696,1.06966,1.0694800000000002,0.5999999999994898,11,2024-06-27 09:29:00,-1.0,SL,-3.38333333333536,1,1,False,False,2024-06-27,-1.0,SL,-3.3833333333353597
2024-07-03,326169,-1,A,alto,1.07519,1.07531,1.0749500000000003,1.1999999999989797,9,2024-07-03 07:09:00,-1.0,SL,-2.19166666666768,1,1,False,False,2024-07-03,-1.0,SL,-2.19166666666768
2024-07-11,327891,-1,A,alto,1.08394,1.08399,1.0838399999999997,0.5000000000010552,10,2024-07-11 08:04:00,-1.0,SL,-3.859999999993964,1,1,False,False,2024-07-11,-1.0,SL,-3.8599999999939643
2024-07-15,328445,-1,A,alto,1.08948,1.08954,1.08936,0.5999999999994898,8,2024-07-15 06:14:00,2.0,TP,-0.3833333333353597,-1,1,True,False,2024-07-15,-1.0,SL,-3.3833333333353597
2024-07-16,328753,-1,A,alto,1.08972,1.08981,1.0895400000000002,0.8999999999992347,9,2024-07-16 07:54:00,-1.0,SL,-2.5888888888902395,1,1,False,False,2024-07-16,2.0,TP,0.4111111111097603
2024-07-22,329887,1,A,mínimo,1.08832,1.08826,1.08844,0.5999999999994898,8,2024-07-22 06:24:00,2.0,TP,-0.3833333333353597,-1,-1,False,False,2024-07-22,-1.0,SL,-3.3833333333353597
2024-07-30,331622,1,B,alto,1.08251,1.0822,1.08313,3.1000000000003247,9,2024-07-30 07:14:00,-1.0,SL,-1.4612903225805969,-1,1,False,True,2024-07-30,2.0,TP,1.5387096774194031
2024-08-01,332187,1,A,mínimo,1.08231,1.08219,1.0825500000000003,1.2000000000012,8,2024-08-01 06:19:00,-1.0,SL,-2.191666666665475,-1,-1,False,False,2024-08-01,2.0,TP,0.8083333333345251
2024-08-02,332472,-1,A,alto,1.08025,1.08042,1.07991,1.7000000000000348,8,2024-08-02 06:04:00,-1.0,SL,-1.841176470588218,1,1,False,False,2024-08-02,2.0,TP,1.158823529411782
2024-08-05,332782,-1,B,alto,1.09452,1.09629,1.0909799999999998,17.700000000000493,9,2024-08-05 07:54:00,-1.0,SL,-1.0807909604519752,1,1,False,False,2024-08-05,2.0,TP,1.9192090395480248
2024-08-14,334776,-1,B,mínimo,1.09885,1.0991,1.0983500000000004,2.4999999999986144,8,2024-08-14 06:04:00,-1.0,SL,-1.5720000000003171,1,-1,False,True,2024-08-14,2.0,TP,1.4279999999996829
2024-08-15,335081,-1,A,alto,1.10121,1.10138,1.10087,1.7000000000000348,9,2024-08-15 07:29:00,2.0,TP,1.158823529411782,1,-1,False,True,2024-08-15,-1.0,SL,-1.841176470588218
2024-08-16,335353,-1,A,alto,1.09855,1.09858,1.09849,0.2999999999997449,8,2024-08-16 06:09:00,2.0,TP,-2.76666666667072,1,1,False,False,2024-08-16,-1.0,SL,-5.766666666670719
2024-08-20,335952,-1,A,alto,1.10854,1.1087,1.1082200000000002,1.5999999999993797,10,2024-08-20 08:04:00,-1.0,SL,-1.8937500000003464,1,1,False,False,2024-08-20,2.0,TP,1.1062499999996536
2024-08-20,335946,-1,B,mínimo,1.10722,1.10751,1.1066400000000003,2.8999999999990145,9,2024-08-20 07:34:00,-1.0,SL,-1.4931034482760297,1,-1,False,True,2024-08-20,2.0,TP,1.5068965517239703
2024-08-27,337382,1,B,alto,1.11719,1.11674,1.1180899999999996,4.499999999998394,9,2024-08-27 07:24:00,-1.0,SL,-1.3177777777778912,-1,-1,False,False,2024-08-27,2.0,TP,1.6822222222221088
2024-08-29,337941,1,B,alto,1.11377,1.11354,1.1142299999999998,2.2999999999995246,8,2024-08-29 06:04:00,-1.0,SL,-1.6217391304349111,-1,1,False,True,2024-08-29,2.0,TP,1.3782608695650889
2024-09-03,338805,-1,B,mínimo,1.10515,1.10572,1.1040100000000002,5.699999999999594,8,2024-09-03 06:34:00,-1.0,SL,-1.250877192982474,-1,1,True,False,2024-09-03,2.0,TP,1.749122807017526
2024-09-04,339103,-1,A,alto,1.10571,1.10592,1.10529,2.100000000000435,9,2024-09-04 07:24:00,-1.0,SL,-1.68095238095224,1,1,False,False,2024-09-04,2.0,TP,1.31904761904776
2024-09-06,339702,1,A,mínimo,1.11105,1.11085,1.1114500000000005,2.000000000002,11,2024-09-06 09:19:00,-1.0,SL,-1.7149999999992849,-1,-1,False,False,2024-09-06,-1.0,SL,-1.7149999999992849
2024-09-09,339951,1,A,mínimo,1.107,1.10689,1.10722,1.100000000000545,8,2024-09-09 06:04:00,-1.0,SL,-2.299999999999356,-1,-1,False,False,2024-09-09,-1.0,SL,-2.299999999999356
2024-09-10,340246,-1,A,alto,1.10403,1.10418,1.1037300000000003,1.4999999999987246,8,2024-09-10 06:44:00,-1.0,SL,-1.953333333334144,1,-1,False,True,2024-09-10,2.0,TP,1.046666666665856
2024-09-11,340544,-1,A,alto,1.10464,1.10499,1.1039400000000004,3.4999999999985043,9,2024-09-11 07:34:00,2.0,TP,1.5914285714283969,1,1,False,False,2024-09-11,-1.0,SL,-1.4085714285716031
2024-09-12,340830,1,A,mínimo,1.10081,1.10062,1.1011900000000003,1.900000000001345,9,2024-09-12 07:24:00,2.0,TP,1.2473684210531644,-1,-1,False,False,2024-09-12,-1.0,SL,-1.7526315789468356
2024-09-17,341683,1,B,alto,1.11321,1.11299,1.1136500000000005,2.20000000000109,8,2024-09-17 06:39:00,-1.0,SL,-1.649999999999678,-1,1,False,True,2024-09-17,2.0,TP,1.350000000000322
2024-09-23,342831,1,A,mínimo,1.11584,1.11564,1.11624,1.99999999999978,8,2024-09-23 06:29:00,-1.0,SL,-1.715000000000079,-1,-1,False,False,2024-09-23,2.0,TP,1.2849999999999213
2024-09-30,344268,-1,B,mínimo,1.11564,1.11639,1.11414,7.500000000000284,8,2024-09-30 06:19:00,-1.0,SL,-1.1906666666666594,1,-1,False,True,2024-09-30,2.0,TP,1.8093333333333406
2024-10-07,345732,-1,A,alto,1.09745,1.09774,1.0968700000000002,2.8999999999990145,10,2024-10-07 08:29:00,-1.0,SL,-1.4931034482760297,1,1,False,False,2024-10-07,-1.0,SL,-1.4931034482760297
2024-10-24,349458,-1,B,mínimo,1.07769,1.07887,1.07533,11.799999999999589,9,2024-10-24 07:19:00,-1.0,SL,-1.1211864406779704,1,-1,False,True,2024-10-24,2.0,TP,1.8788135593220296
2024-10-28,350031,-1,A,alto,1.08028,1.08056,1.0797199999999998,2.80000000000058,8,2024-10-28 07:04:00,-1.0,SL,-1.51071428571418,1,1,False,False,2024-10-28,2.0,TP,1.48928571428582
2024-10-29,350325,-1,A,alto,1.08161,1.0819,1.0810299999999995,2.900000000001235,8,2024-10-29 07:34:00,-1.0,SL,-1.493103448275652,1,1,False,False,2024-10-29,2.0,TP,1.506896551724348
2024-11-07,352321,-1,B,alto,1.0752,1.07577,1.07406,5.699999999999594,8,2024-11-07 07:59:00,-1.0,SL,-1.250877192982474,1,1,False,False,2024-11-07,2.0,TP,1.749122807017526
2024-11-07,352344,-1,B,alto,1.07501,1.07557,1.0738900000000002,5.599999999998939,10,2024-11-07 09:54:00,-1.0,SL,-1.2553571428571912,1,-1,False,True,2024-11-07,2.0,TP,1.7446428571428088
2024-11-08,352632,-1,B,mínimo,1.07754,1.07842,1.07578,8.799999999999919,10,2024-11-08 09:54:00,-1.0,SL,-1.1625000000000014,-1,1,True,False,2024-11-08,2.0,TP,1.8374999999999986
2024-11-13,353497,-1,A,alto,1.06269,1.06289,1.06229,1.99999999999978,10,2024-11-13 09:59:00,2.0,TP,1.284999999999921,1,1,False,False,2024-11-13,-1.0,SL,-1.7150000000000787
2024-11-15,354073,-1,B,alto,1.05621,1.05677,1.0550900000000003,5.599999999998939,10,2024-11-15 09:59:00,-1.0,SL,-1.2553571428571912,1,-1,False,True,2024-11-15,2.0,TP,1.7446428571428088
2024-11-18,354366,-1,B,alto,1.05523,1.0559,1.0538899999999995,6.700000000001705,11,2024-11-18 10:24:00,2.0,TP,1.7865671641791587,1,-1,False,True,2024-11-18,-1.0,SL,-1.2134328358208413
2024-11-21,355213,1,B,mínimo,1.05406,1.0535,1.0551799999999998,5.599999999998939,9,2024-11-21 08:59:00,-1.0,SL,-1.2553571428571912,-1,1,False,True,2024-11-21,2.0,TP,1.7446428571428088
2024-11-25,355789,1,B,mínimo,1.04655,1.04545,1.0487500000000003,11.000000000001007,9,2024-11-25 08:59:00,2.0,TP,1.870000000000012,-1,1,False,True,2024-11-25,-1.0,SL,-1.1299999999999881
2024-11-29,356944,1,B,alto,1.05796,1.05686,1.0601600000000002,11.000000000001007,10,2024-11-29 09:14:00,-1.0,SL,-1.129999999999988,-1,1,False,True,2024-11-29,2.0,TP,1.8700000000000119
2024-12-02,357232,-1,A,mínimo,1.05137,1.05146,1.0511899999999996,0.9000000000014552,10,2024-12-02 09:14:00,-1.0,SL,-2.58888888888632,-1,1,True,False,2024-12-02,-1.0,SL,-2.58888888888632
2024-12-05,358093,-1,B,alto,1.053,1.05386,1.0512799999999998,8.60000000000083,9,2024-12-05 08:59:00,-1.0,SL,-1.166279069767426,1,-1,False,True,2024-12-05,-1.0,SL,-1.166279069767426
2024-12-12,359520,-1,B,alto,1.05138,1.05229,1.04956,9.099999999999664,9,2024-12-12 08:04:00,2.0,TP,1.842857142857137,1,-1,False,True,2024-12-12,-1.0,SL,-1.157142857142863
2024-12-16,360096,1,B,alto,1.05192,1.05066,1.05444,12.600000000000389,9,2024-12-16 08:34:00,-1.0,SL,-1.11349206349206,-1,-1,False,False,2024-12-16,2.0,TP,1.88650793650794
2024-12-18,360654,-1,A,alto,1.051,1.05118,1.0506399999999998,1.80000000000069,8,2024-12-18 07:04:00,-1.0,SL,-1.79444444444414,-1,1,True,False,2024-12-18,-1.0,SL,-1.7944444444441399
2024-12-20,361262,-1,B,alto,1.03767,1.03835,1.03631,6.800000000000139,10,2024-12-20 09:49:00,-1.0,SL,-1.2102941176470543,1,-1,False,True,2024-12-20,2.0,TP,1.7897058823529455
2024-12-27,362439,-1,B,mínimo,1.04069,1.04101,1.0400499999999997,3.20000000000098,8,2024-12-27 07:44:00,-1.0,SL,-1.4468749999998631,1,-1,False,True,2024-12-27,2.0,TP,1.5531250000001369
2025-01-10,365040,-1,A,alto,1.03014,1.03035,1.02972,2.100000000000435,9,2025-01-10 08:29:00,-1.0,SL,-1.68095238095224,1,1,False,False,2025-01-10,2.0,TP,1.31904761904776
2025-01-10,365023,1,A,mínimo,1.02843,1.02812,1.02905,3.1000000000003247,8,2025-01-10 07:04:00,2.0,TP,1.5387096774194031,-1,1,False,True,2025-01-10,-1.0,SL,-1.4612903225805969
2025-01-15,365897,1,B,alto,1.03106,1.03022,1.0327400000000004,8.40000000000174,9,2025-01-15 08:04:00,-1.0,SL,-1.17023809523806,-1,1,False,True,2025-01-15,2.0,TP,1.82976190476194
2025-01-15,365885,-1,B,mínimo,1.02921,1.02971,1.02821,4.999999999999449,8,2025-01-15 07:04:00,-1.0,SL,-1.2860000000000316,1,-1,False,True,2025-01-15,-1.0,SL,-1.2860000000000316
2025-01-16,366179,-1,A,alto,1.02967,1.02982,1.0293700000000003,1.4999999999987246,8,2025-01-16 07:39:00,-1.0,SL,-1.953333333334144,1,1,False,False,2025-01-16,-1.0,SL,-1.953333333334144
2025-01-23,367649,-1,A,alto,1.04144,1.04149,1.0413399999999997,0.5000000000010552,11,2025-01-23 10:19:00,2.0,TP,-0.8599999999939643,1,1,False,False,2025-01-23,-1.0,SL,-3.8599999999939643
2025-01-28,368497,1,A,mínimo,1.04251,1.04246,1.0426100000000005,0.5000000000010552,9,2025-01-28 08:59:00,2.0,TP,-0.8599999999939643,-1,-1,False,False,2025-01-28,-1.0,SL,-3.8599999999939643
2025-02-17,372513,1,A,mínimo,1.04865,1.04859,1.0487700000000004,0.6000000000017103,8,2025-02-17 07:44:00,-1.0,SL,-3.38333333332654,-1,-1,False,False,2025-02-17,-1.0,SL,-3.3833333333265396
2025-02-17,372545,1,B,mínimo,1.04842,1.04815,1.04896,2.6999999999999247,11,2025-02-17 10:24:00,-1.0,SL,-1.5296296296296443,-1,1,False,True,2025-02-17,-1.0,SL,-1.5296296296296443
2025-02-25,374245,1,A,mínimo,1.04662,1.04633,1.0472000000000004,2.900000000001235,9,2025-02-25 08:04:00,2.0,TP,1.506896551724348,-1,1,False,True,2025-02-25,-1.0,SL,-1.493103448275652
2025-02-25,374252,1,A,mínimo,1.04633,1.04611,1.0467699999999998,2.199999999998869,9,2025-02-25 08:39:00,2.0,TP,1.349999999999666,-1,-1,False,False,2025-02-25,-1.0,SL,-1.650000000000334
2025-03-05,375959,1,B,alto,1.06419,1.0628,1.06697,13.900000000000023,8,2025-03-05 07:04:00,2.0,TP,1.8971223021582733,1,-1,True,False,2025-03-05,-1.0,SL,-1.1028776978417265
2025-03-07,376533,-1,A,alto,1.08208,1.0825,1.0812399999999998,4.20000000000087,8,2025-03-07 07:04:00,-1.0,SL,-1.34047619047612,1,1,False,False,2025-03-07,2.0,TP,1.65952380952388
2025-03-11,377148,-1,B,alto,1.09024,1.09137,1.0879800000000004,11.299999999998532,9,2025-03-11 08:19:00,-1.0,SL,-1.126548672566388,1,1,False,False,2025-03-11,-1.0,SL,-1.126548672566388
2025-03-11,377157,-1,B,alto,1.08984,1.09188,1.0857599999999998,20.40000000000041,10,2025-03-11 09:04:00,-1.0,SL,-1.070098039215685,1,-1,False,True,2025-03-11,2.0,TP,1.929901960784315
2025-03-13,377712,-1,B,mínimo,1.08654,1.08783,1.08396,12.900000000000134,8,2025-03-13 07:19:00,-1.0,SL,-1.1108527131782937,-1,1,True,False,2025-03-13,-1.0,SL,-1.1108527131782935
2025-03-18,378601,-1,B,alto,1.09367,1.09444,1.0921299999999996,7.700000000001594,10,2025-03-18 09:29:00,2.0,TP,1.8142857142857527,1,-1,False,True,2025-03-18,-1.0,SL,-1.1857142857142473
2025-03-20,379154,1,A,mínimo,1.08726,1.08658,1.0886199999999997,6.799999999997919,8,2025-03-20 07:34:00,-1.0,SL,-1.2102941176471231,-1,-1,False,False,2025-03-20,2.0,TP,1.7897058823528769
2025-03-31,381138,1,B,alto,1.08419,1.08336,1.0858499999999998,8.299999999998864,9,2025-03-31 07:09:00,-1.0,SL,-1.1722891566265297,-1,1,False,True,2025-03-31,2.0,TP,1.8277108433734703
2025-04-03,382004,-1,B,alto,1.09495,1.09714,1.0905700000000005,21.899999999999142,9,2025-04-03 07:29:00,-1.0,SL,-1.0652968036529706,1,1,False,False,2025-04-03,2.0,TP,1.9347031963470294
2025-04-07,382563,-1,A,alto,1.10137,1.10203,1.1000499999999998,6.6000000000010495,8,2025-04-07 06:04:00,2.0,TP,1.783333333333368,1,1,False,False,2025-04-07,-1.0,SL,-1.2166666666666321
2025-04-07,382572,1,B,alto,1.10186,1.10011,1.1053600000000003,17.500000000001403,8,2025-04-07 06:49:00,-1.0,SL,-1.0817142857142792,1,-1,True,False,2025-04-07,-1.0,SL,-1.0817142857142792
2025-04-07,382587,1,B,alto,1.10138,1.09977,1.1046000000000002,16.100000000001113,10,2025-04-07 08:04:00,-1.0,SL,-1.0888198757763914,1,-1,True,False,2025-04-07,2.0,TP,1.9111801242236086
2025-04-11,383740,-1,A,alto,1.1374,1.13847,1.1352599999999995,10.700000000001264,10,2025-04-11 08:24:00,-1.0,SL,-1.1336448598130684,1,1,False,False,2025-04-11,2.0,TP,1.8663551401869316
2025-04-14,384027,-1,A,alto,1.14027,1.14053,1.1397499999999996,2.60000000000149,10,2025-04-14 08:24:00,2.0,TP,1.4500000000003153,1,1,False,False,2025-04-14,-1.0,SL,-1.5499999999996847
2025-04-15,384311,1,B,alto,1.13771,1.1351,1.14293,26.10000000000001,10,2025-04-15 08:04:00,-1.0,SL,-1.054789272030651,-1,1,False,True,2025-04-15,2.0,TP,1.9452107279693487
