dia,cierre_min,crt_h4_cer,crt_h4_viva,pos_h4,crt_m15,crt_m15_viva
2026-01-29,550,0,1,0.43859649122801037,1,0
2026-01-29,555,0,1,0.4605263157894596,1,0
2026-01-29,560,0,1,0.12719298245609378,0,0
2026-01-29,565,0,1,0.37719298245616684,0,1
2026-01-29,570,0,1,0.24561403508766633,0,1
2026-01-29,575,0,0,-0.07894736842108083,1,0
2026-01-29,580,0,0,-0.15789473684206426,1,0
2026-01-29,585,0,0,-0.10964912280705129,1,0
2026-01-29,590,0,0,-0.07894736842108083,0,0
2026-01-29,595,0,0,-0.26754385964911553,0,0
2026-01-29,600,0,0,-0.09649122807022072,0,1
2026-01-29,605,0,0,0.026315789473661144,1,0
2026-01-29,610,0,0,-0.00438596491230932,1,0
2026-01-29,615,0,0,-0.030701754385970465,1,0
2026-01-29,620,0,0,-0.1666666666666829,0,0
2026-01-29,625,0,0,-0.30263157894739534,0,0
2026-01-29,630,0,0,-0.3333333333333658,0,0
2026-01-29,635,0,0,-0.06140350877194093,0,0
2026-01-29,640,0,0,-0.2017543859648653,0,0
2026-01-29,645,0,0,-0.22807017543862382,0,0
2026-01-29,650,0,0,-0.552631578947371,0,0
2026-01-29,655,0,0,-0.7149122807017445,0,0
2026-01-29,660,0,0,-0.657894736842113,0,0
2026-01-29,665,0,0,-0.6052631578946933,0,0
2026-01-29,670,0,0,-0.701754385964914,0,0
2026-01-29,675,0,0,-0.7061403508772233,0,0
2026-01-29,680,0,0,-0.9868421052631694,0,0
2026-01-29,685,0,0,-0.7412280701754057,0,0
2026-01-29,690,0,0,-0.7543859649122363,0,0
2026-02-17,480,1,0,0.8100000000000667,0,-1
2026-02-17,485,1,0,0.650000000000111,-1,0
2026-02-17,490,1,0,0.2100000000000666,-1,0
2026-02-17,495,1,0,0.3800000000000888,-1,0
2026-02-17,500,1,0,0.010000000000066614,0,0
2026-02-17,505,1,0,-0.029999999999977794,0,0
2026-02-17,510,1,0,-0.050000000000111025,0,0
2026-02-17,515,1,0,-0.2599999999999556,0,0
2026-02-17,520,1,0,-0.3599999999999556,0,0
2026-02-17,525,1,0,-0.3800000000000888,0,0
2026-02-17,530,1,0,-0.3700000000000222,0,1
2026-02-17,535,1,0,-0.5500000000001111,0,0
2026-02-17,540,1,0,-0.3,0,1
